#  pt_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      10.050127      0.1963014      10.050127      0.1963014      10.050127      0.1963014
              5      35.499714     0.39469338      35.499714     0.39469338      35.499714     0.39469338
             10      68.497555     0.45703501      68.497555     0.45703501      68.497555     0.45703501
             15      112.53251     0.63749052      112.53251     0.63749052      112.53251     0.63749052
             20      171.30405     0.81138253      171.30405     0.81138253      171.30405     0.81138253
             25      241.71042     0.91762586      241.71042     0.91762586      241.71042     0.91762586
             30      338.27385      1.1749962      338.27385      1.1749962      338.27385      1.1749962
             35      377.80301      1.1984729      377.80301      1.1984729      377.80301      1.1984729
             40      376.37503      1.1979825      376.37503      1.1979825      376.37503      1.1979825
             45      353.47601      1.1579486      353.47601      1.1579486      353.47601      1.1579486
             50      325.35453      1.1193356      325.35453      1.1193356      325.35453      1.1193356
             55      291.41289      1.0797959      291.41289      1.0797959      291.41289      1.0797959
             60      256.12561       1.053706      256.12561       1.053706      256.12561       1.053706
             65      227.29794      1.0445509      227.29794      1.0445509      227.29794      1.0445509
             70      198.49564     0.97067966      198.49564     0.97067966      198.49564     0.97067966
             75      176.25634     0.94358876      176.25634     0.94358876      176.25634     0.94358876
             80      156.35749     0.90360135      156.35749     0.90360135      156.35749     0.90360135
             85      136.70087     0.83329417      136.70087     0.83329417      136.70087     0.83329417
             90        122.729     0.87941365        122.729     0.87941365        122.729     0.87941365
             95      107.64527     0.84311321      107.64527     0.84311321      107.64527     0.84311321
            100      92.855635     0.74959314      92.855635     0.74959314      92.855635     0.74959314
            105      82.765836     0.73141866      82.765836     0.73141866      82.765836     0.73141866
            110      73.966277     0.75616899      73.966277     0.75616899      73.966277     0.75616899
            115      64.175962     0.62997153      64.175962     0.62997153      64.175962     0.62997153
            120      56.673157     0.58286178      56.673157     0.58286178      56.673157     0.58286178
            125      51.522813      0.6038974      51.522813      0.6038974      51.522813      0.6038974
            130      46.711747     0.62817525      46.711747     0.62817525      46.711747     0.62817525
            135      41.110775     0.61326967      41.110775     0.61326967      41.110775     0.61326967
            140      35.941445     0.52551822      35.941445     0.52551822      35.941445     0.52551822
            145      32.482349     0.50841499      32.482349     0.50841499      32.482349     0.50841499
            150      28.717759      0.5265055      28.717759      0.5265055      28.717759      0.5265055
            155      26.154616     0.49988422      26.154616     0.49988422      26.154616     0.49988422
            160      23.854871     0.48060365      23.854871     0.48060365      23.854871     0.48060365
            165      21.210338     0.45199565      21.210338     0.45199565      21.210338     0.45199565
            170      18.853763     0.42872455      18.853763     0.42872455      18.853763     0.42872455
            175       17.46617     0.40710358       17.46617     0.40710358       17.46617     0.40710358
            180      15.488768     0.41847351      15.488768     0.41847351      15.488768     0.41847351
            185      13.831224     0.31884658      13.831224     0.31884658      13.831224     0.31884658
            190      12.736552     0.34529677      12.736552     0.34529677      12.736552     0.34529677
            195      11.853761     0.43813202      11.853761     0.43813202      11.853761     0.43813202
            200      10.809269     0.34983982      10.809269     0.34983982      10.809269     0.34983982
            205      9.5658522     0.29269765      9.5658522     0.29269765      9.5658522     0.29269765
            210      8.7703908     0.27494157      8.7703908     0.27494157      8.7703908     0.27494157
            215      8.3878947     0.32511176      8.3878947     0.32511176      8.3878947     0.32511176
            220       7.536999     0.28787949       7.536999     0.28787949       7.536999     0.28787949
            225      7.0335803     0.28899438      7.0335803     0.28899438      7.0335803     0.28899438
            230      6.6264074     0.35766383      6.6264074     0.35766383      6.6264074     0.35766383
            235      5.9146107     0.30495304      5.9146107     0.30495304      5.9146107     0.30495304
            240       5.248369     0.22289335       5.248369     0.22289335       5.248369     0.22289335
            245      5.0012558     0.22404638      5.0012558     0.22404638      5.0012558     0.22404638
            250      4.5535342     0.19650101      4.5535342     0.19650101      4.5535342     0.19650101
            255      4.8895188     0.29083089      4.8895188     0.29083089      4.8895188     0.29083089
            260      3.8032622     0.20548434      3.8032622     0.20548434      3.8032622     0.20548434
            265      3.3842254     0.14633234      3.3842254     0.14633234      3.3842254     0.14633234
            270      2.9590809     0.11682874      2.9590809     0.11682874      2.9590809     0.11682874
            275      2.9918754     0.13233252      2.9918754     0.13233252      2.9918754     0.13233252
            280      3.0027553     0.20118809      3.0027553     0.20118809      3.0027553     0.20118809
            285      3.0043467     0.29010811      3.0043467     0.29010811      3.0043467     0.29010811
            290       2.317691     0.13435636       2.317691     0.13435636       2.317691     0.13435636
            295      2.1070734     0.10329763      2.1070734     0.10329763      2.1070734     0.10329763
            300      2.2696221     0.14408488      2.2696221     0.14408488      2.2696221     0.14408488
            305      1.8563069      0.1126086      1.8563069      0.1126086      1.8563069      0.1126086
            310      1.6320139    0.083710696      1.6320139    0.083710696      1.6320139    0.083710696
            315      1.9171543     0.17827737      1.9171543     0.17827737      1.9171543     0.17827737
            320      1.8741528     0.17836929      1.8741528     0.17836929      1.8741528     0.17836929
            325      1.7565012     0.22752591      1.7565012     0.22752591      1.7565012     0.22752591
            330      1.7872514     0.18162194      1.7872514     0.18162194      1.7872514     0.18162194
            335      1.4439886     0.11566435      1.4439886     0.11566435      1.4439886     0.11566435
            340      1.2291493     0.12597295      1.2291493     0.12597295      1.2291493     0.12597295
            345      1.1756098    0.081424544      1.1756098    0.081424544      1.1756098    0.081424544
            350      1.2869388     0.20987065      1.2869388     0.20987065      1.2869388     0.20987065
            355      1.1061294     0.12251603      1.1061294     0.12251603      1.1061294     0.12251603
            360      1.1144629     0.15428509      1.1144629     0.15428509      1.1144629     0.15428509
            365     0.90819478     0.13768632     0.90819478     0.13768632     0.90819478     0.13768632
            370     0.73429436    0.070239612     0.73429436    0.070239612     0.73429436    0.070239612
            375     0.91661646     0.12423709     0.91661646     0.12423709     0.91661646     0.12423709
            380     0.73982339    0.098696073     0.73982339    0.098696073     0.73982339    0.098696073
            385     0.71206743     0.10720415     0.71206743     0.10720415     0.71206743     0.10720415
            390     0.89049853     0.13784572     0.89049853     0.13784572     0.89049853     0.13784572
            395      0.7853352     0.16676904      0.7853352     0.16676904      0.7853352     0.16676904
            400     0.74095632     0.11860477     0.74095632     0.11860477     0.74095632     0.11860477
            405      0.5743976    0.060939044      0.5743976    0.060939044      0.5743976    0.060939044
            410     0.50792033     0.05247244     0.50792033     0.05247244     0.50792033     0.05247244
            415     0.46201807     0.10043517     0.46201807     0.10043517     0.46201807     0.10043517
            420     0.68613926     0.15092602     0.68613926     0.15092602     0.68613926     0.15092602
            425     0.53905494    0.088733879     0.53905494    0.088733879     0.53905494    0.088733879
            430     0.46078035    0.065384971     0.46078035    0.065384971     0.46078035    0.065384971
            435     0.60114754     0.15210257     0.60114754     0.15210257     0.60114754     0.15210257
            440     0.28982187    0.028110573     0.28982187    0.028110573     0.28982187    0.028110573
            445     0.41996575    0.096570082     0.41996575    0.096570082     0.41996575    0.096570082
            450     0.29026303    0.044813895     0.29026303    0.044813895     0.29026303    0.044813895
