# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      225.33802      1.9777422      225.33802      1.9777422      225.33802      1.9777422
              1      866.22332      4.0361043      866.22332      4.0361043      866.22332      4.0361043
              2       1381.751      5.7661533       1381.751      5.7661533       1381.751      5.7661533
              3      1635.3157       6.361175      1635.3157       6.361175      1635.3157       6.361175
              4      1727.8261      6.6714137      1727.8261      6.6714137      1727.8261      6.6714137
              5      1743.0677      6.9190855      1743.0677      6.9190855      1743.0677      6.9190855
              6      1689.9002      6.7844356      1689.9002      6.7844356      1689.9002      6.7844356
              7      1652.3849      6.4037538      1652.3849      6.4037538      1652.3849      6.4037538
              8      1585.4337      6.4078569      1585.4337      6.4078569      1585.4337      6.4078569
              9      1508.2362      5.9221543      1508.2362      5.9221543      1508.2362      5.9221543
             10      1447.8298      5.7604889      1447.8298      5.7604889      1447.8298      5.7604889
             11      1389.1285      5.6553366      1389.1285      5.6553366      1389.1285      5.6553366
             12      1317.0199       5.426982      1317.0199       5.426982      1317.0199       5.426982
             13      1269.8645      5.5717884      1269.8645      5.5717884      1269.8645      5.5717884
             14      1209.4574      5.6093922      1209.4574      5.6093922      1209.4574      5.6093922
             15      1163.3901      5.0198993      1163.3901      5.0198993      1163.3901      5.0198993
             16       1110.101       4.896779       1110.101       4.896779       1110.101       4.896779
             17      1068.8967      4.6630616      1068.8967      4.6630616      1068.8967      4.6630616
             18      1025.7976      4.5849498      1025.7976      4.5849498      1025.7976      4.5849498
             19       985.9003      4.6167888       985.9003      4.6167888       985.9003      4.6167888
             20      948.06253      4.3931919      948.06253      4.3931919      948.06253      4.3931919
             21      902.94125      4.1503976      902.94125      4.1503976      902.94125      4.1503976
             22      881.39754      4.3207812      881.39754      4.3207812      881.39754      4.3207812
             23      848.92189      4.2034074      848.92189      4.2034074      848.92189      4.2034074
             24      813.30468       3.983481      813.30468       3.983481      813.30468       3.983481
             25      783.86203      3.9287422      783.86203      3.9287422      783.86203      3.9287422
             26        759.664      3.9598779        759.664      3.9598779        759.664      3.9598779
             27      729.57076      3.8384728      729.57076      3.8384728      729.57076      3.8384728
             28      707.82709      3.9097836      707.82709      3.9097836      707.82709      3.9097836
             29      685.76667       3.748023      685.76667       3.748023      685.76667       3.748023
             30      661.55402      3.6343462      661.55402      3.6343462      661.55402      3.6343462
             31      645.19774      3.5305481      645.19774      3.5305481      645.19774      3.5305481
             32       621.7675      3.5318487       621.7675      3.5318487       621.7675      3.5318487
             33      602.34848      3.7304941      602.34848      3.7304941      602.34848      3.7304941
             34      584.62542       3.534902      584.62542       3.534902      584.62542       3.534902
             35      566.44352      3.2778074      566.44352      3.2778074      566.44352      3.2778074
             36      541.39769       3.002729      541.39769       3.002729      541.39769       3.002729
             37      526.65315      3.2108611      526.65315      3.2108611      526.65315      3.2108611
             38      511.73564      3.1713891      511.73564      3.1713891      511.73564      3.1713891
             39      500.51524      3.1103007      500.51524      3.1103007      500.51524      3.1103007
             40      483.68298      3.2219214      483.68298      3.2219214      483.68298      3.2219214
             41      472.16477      3.1221782      472.16477      3.1221782      472.16477      3.1221782
             42      455.13565      2.9129557      455.13565      2.9129557      455.13565      2.9129557
             43      439.88845      2.9663241      439.88845      2.9663241      439.88845      2.9663241
             44      426.29639       2.921599      426.29639       2.921599      426.29639       2.921599
             45      417.40022      2.8876365      417.40022      2.8876365      417.40022      2.8876365
             46      406.11317      2.9544769      406.11317      2.9544769      406.11317      2.9544769
             47      392.21677      2.7333594      392.21677      2.7333594      392.21677      2.7333594
             48      378.26489      2.5920618      378.26489      2.5920618      378.26489      2.5920618
             49      368.68932      2.5112904      368.68932      2.5112904      368.68932      2.5112904
             50      368.68932      2.5112904      368.68932      2.5112904      368.68932      2.5112904
