#  pt_bb-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.598317     0.14794892      12.598317     0.14794892      12.598317     0.14794892
              5      32.349446     0.37873154      32.349446     0.37873154      32.349446     0.37873154
             10      39.173255     0.33384331      39.173255     0.33384331      39.173255     0.33384331
             15      40.022576     0.39637339      40.022576     0.39637339      40.022576     0.39637339
             20      38.772769     0.40684675      38.772769     0.40684675      38.772769     0.40684675
             25      36.254533     0.40871713      36.254533     0.40871713      36.254533     0.40871713
             30      34.443823     0.44622877      34.443823     0.44622877      34.443823     0.44622877
             35      31.475113     0.46389342      31.475113     0.46389342      31.475113     0.46389342
             40      30.194785     0.46918994      30.194785     0.46918994      30.194785     0.46918994
             45      27.649685     0.50822812      27.649685     0.50822812      27.649685     0.50822812
             50       26.76304     0.46348391       26.76304     0.46348391       26.76304     0.46348391
             55      24.735392     0.47385017      24.735392     0.47385017      24.735392     0.47385017
             60      22.830866     0.51948973      22.830866     0.51948973      22.830866     0.51948973
             65      22.102897     0.53005672      22.102897     0.53005672      22.102897     0.53005672
             70      19.646581      0.4149282      19.646581      0.4149282      19.646581      0.4149282
             75      19.119253     0.55176816      19.119253     0.55176816      19.119253     0.55176816
             80      16.821448     0.43978472      16.821448     0.43978472      16.821448     0.43978472
             85      16.103595     0.42169562      16.103595     0.42169562      16.103595     0.42169562
             90      15.779564     0.45068729      15.779564     0.45068729      15.779564     0.45068729
             95      14.826543     0.42589216      14.826543     0.42589216      14.826543     0.42589216
            100      13.256974     0.39385678      13.256974     0.39385678      13.256974     0.39385678
            105       12.39117     0.46367713       12.39117     0.46367713       12.39117     0.46367713
            110      11.386301     0.38066794      11.386301     0.38066794      11.386301     0.38066794
            115      10.596785     0.36600033      10.596785     0.36600033      10.596785     0.36600033
            120      9.9254738     0.36501591      9.9254738     0.36501591      9.9254738     0.36501591
            125      9.9086689     0.38351879      9.9086689     0.38351879      9.9086689     0.38351879
            130      8.5168121     0.24875296      8.5168121     0.24875296      8.5168121     0.24875296
            135      7.9788404     0.28232438      7.9788404     0.28232438      7.9788404     0.28232438
            140      7.7437014     0.36867509      7.7437014     0.36867509      7.7437014     0.36867509
            145      7.1901888     0.29258454      7.1901888     0.29258454      7.1901888     0.29258454
            150      6.1950701     0.23436729      6.1950701     0.23436729      6.1950701     0.23436729
            155      6.4164346     0.23565087      6.4164346     0.23565087      6.4164346     0.23565087
            160      5.4138497     0.19479226      5.4138497     0.19479226      5.4138497     0.19479226
            165      5.4520784     0.29095602      5.4520784     0.29095602      5.4520784     0.29095602
            170      5.4364268     0.30333789      5.4364268     0.30333789      5.4364268     0.30333789
            175      4.7058855     0.20770496      4.7058855     0.20770496      4.7058855     0.20770496
            180      4.2176378     0.16791508      4.2176378     0.16791508      4.2176378     0.16791508
            185      3.7166576     0.15868581      3.7166576     0.15868581      3.7166576     0.15868581
            190      3.6074023     0.18328795      3.6074023     0.18328795      3.6074023     0.18328795
            195      3.6575452     0.18387126      3.6575452     0.18387126      3.6575452     0.18387126
            200      3.1660743     0.16420549      3.1660743     0.16420549      3.1660743     0.16420549
            205      3.0125132     0.17389243      3.0125132     0.17389243      3.0125132     0.17389243
            210      2.6895599     0.13703453      2.6895599     0.13703453      2.6895599     0.13703453
            215      2.4877861     0.21034704      2.4877861     0.21034704      2.4877861     0.21034704
            220      2.4451212     0.20219044      2.4451212     0.20219044      2.4451212     0.20219044
            225      2.2628602     0.16176854      2.2628602     0.16176854      2.2628602     0.16176854
            230       1.949275    0.094712355       1.949275    0.094712355       1.949275    0.094712355
            235      2.1191136     0.17304266      2.1191136     0.17304266      2.1191136     0.17304266
            240      1.8719402     0.10188874      1.8719402     0.10188874      1.8719402     0.10188874
            245      1.7175116     0.11522307      1.7175116     0.11522307      1.7175116     0.11522307
            250      1.5789143    0.095124445      1.5789143    0.095124445      1.5789143    0.095124445
            255      1.3873832    0.077593601      1.3873832    0.077593601      1.3873832    0.077593601
            260      1.7071533     0.18756035      1.7071533     0.18756035      1.7071533     0.18756035
            265      1.4513403     0.13457354      1.4513403     0.13457354      1.4513403     0.13457354
            270      1.3301898     0.17555537      1.3301898     0.17555537      1.3301898     0.17555537
            275      1.1651576     0.14376826      1.1651576     0.14376826      1.1651576     0.14376826
            280       1.092727     0.14908746       1.092727     0.14908746       1.092727     0.14908746
            285      1.1854016     0.20918061      1.1854016     0.20918061      1.1854016     0.20918061
            290      0.8476036    0.047815594      0.8476036    0.047815594      0.8476036    0.047815594
            295     0.81845119    0.070831612     0.81845119    0.070831612     0.81845119    0.070831612
            300     0.81203315    0.054371377     0.81203315    0.054371377     0.81203315    0.054371377
            305     0.76591486    0.093755581     0.76591486    0.093755581     0.76591486    0.093755581
            310     0.76989024    0.095005674     0.76989024    0.095005674     0.76989024    0.095005674
            315     0.69259871    0.074107405     0.69259871    0.074107405     0.69259871    0.074107405
            320     0.52085827    0.032004184     0.52085827    0.032004184     0.52085827    0.032004184
            325     0.60519631    0.070680916     0.60519631    0.070680916     0.60519631    0.070680916
            330     0.57569284    0.075460733     0.57569284    0.075460733     0.57569284    0.075460733
            335      0.5153411    0.051716457      0.5153411    0.051716457      0.5153411    0.051716457
            340     0.40372461    0.034740235     0.40372461    0.034740235     0.40372461    0.034740235
            345     0.55673578    0.080638163     0.55673578    0.080638163     0.55673578    0.080638163
            350     0.54267329    0.081696227     0.54267329    0.081696227     0.54267329    0.081696227
            355     0.42178512    0.047624499     0.42178512    0.047624499     0.42178512    0.047624499
            360     0.47506173     0.11402927     0.47506173     0.11402927     0.47506173     0.11402927
            365     0.37611128    0.061804419     0.37611128    0.061804419     0.37611128    0.061804419
            370       0.518024     0.14186845       0.518024     0.14186845       0.518024     0.14186845
