#    y_j1-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      23.037996      1.5889299      23.037996      1.5889299      23.037996      1.5889299
           -4.9      37.522224      4.5653892      37.522224      4.5653892      37.522224      4.5653892
           -4.8      44.216161      3.1087971      44.216161      3.1087971      44.216161      3.1087971
           -4.7      66.805769       3.579583      66.805769       3.579583      66.805769       3.579583
           -4.6      80.520286      3.4027869      80.520286      3.4027869      80.520286      3.4027869
           -4.5      267.71546      6.8346736      267.71546      6.8346736      267.71546      6.8346736
           -4.4      335.39162      9.2667246      335.39162      9.2667246      335.39162      9.2667246
           -4.3       422.0239       10.37349       422.0239       10.37349       422.0239       10.37349
           -4.2      499.87794      8.7809269      499.87794      8.7809269      499.87794      8.7809269
           -4.1      590.73686      11.755904      590.73686      11.755904      590.73686      11.755904
             -4      705.09554      11.125996      705.09554      11.125996      705.09554      11.125996
           -3.9      825.07551      10.926904      825.07551      10.926904      825.07551      10.926904
           -3.8      994.25366       13.92408      994.25366       13.92408      994.25366       13.92408
           -3.7      1129.8047      14.094806      1129.8047      14.094806      1129.8047      14.094806
           -3.6      1279.8612      17.206712      1279.8612      17.206712      1279.8612      17.206712
           -3.5      1464.9582       16.86355      1464.9582       16.86355      1464.9582       16.86355
           -3.4      1649.4734      20.286082      1649.4734      20.286082      1649.4734      20.286082
           -3.3      1856.2973      20.641435      1856.2973      20.641435      1856.2973      20.641435
           -3.2      2043.9016      20.189549      2043.9016      20.189549      2043.9016      20.189549
           -3.1      2253.5433      21.345993      2253.5433      21.345993      2253.5433      21.345993
             -3      2463.4978      21.531296      2463.4978      21.531296      2463.4978      21.531296
           -2.9      2736.7388      28.398806      2736.7388      28.398806      2736.7388      28.398806
           -2.8      2899.6937      25.131194      2899.6937      25.131194      2899.6937      25.131194
           -2.7      3141.0214      27.041114      3141.0214      27.041114      3141.0214      27.041114
           -2.6      3320.9124      27.839617      3320.9124      27.839617      3320.9124      27.839617
           -2.5      3587.4355      29.204321      3587.4355      29.204321      3587.4355      29.204321
           -2.4      3784.8864       29.61085      3784.8864       29.61085      3784.8864       29.61085
           -2.3      4007.7898      31.109408      4007.7898      31.109408      4007.7898      31.109408
           -2.2      4184.1505      30.031723      4184.1505      30.031723      4184.1505      30.031723
           -2.1      4314.4067      30.645008      4314.4067      30.645008      4314.4067      30.645008
             -2      4597.1713      37.017601      4597.1713      37.017601      4597.1713      37.017601
           -1.9      4676.4618      32.268712      4676.4618      32.268712      4676.4618      32.268712
           -1.8      4890.5599      35.140948      4890.5599      35.140948      4890.5599      35.140948
           -1.7      5100.0828      37.708417      5100.0828      37.708417      5100.0828      37.708417
           -1.6      5163.7688      35.981845      5163.7688      35.981845      5163.7688      35.981845
           -1.5      5260.3194      35.025898      5260.3194      35.025898      5260.3194      35.025898
           -1.4      5403.5881      36.985306      5403.5881      36.985306      5403.5881      36.985306
           -1.3       5521.655      36.277333       5521.655      36.277333       5521.655      36.277333
           -1.2      5698.9885      37.728934      5698.9885      37.728934      5698.9885      37.728934
           -1.1      5730.3107       36.16794      5730.3107       36.16794      5730.3107       36.16794
             -1      5832.0864      37.698731      5832.0864      37.698731      5832.0864      37.698731
           -0.9      5928.8844      38.836309      5928.8844      38.836309      5928.8844      38.836309
           -0.8      5960.5323       36.99939      5960.5323       36.99939      5960.5323       36.99939
           -0.7      6134.4345       39.77796      6134.4345       39.77796      6134.4345       39.77796
           -0.6      6098.0514      40.376116      6098.0514      40.376116      6098.0514      40.376116
           -0.5       6104.206      39.025987       6104.206      39.025987       6104.206      39.025987
           -0.4      6157.2134      38.450789      6157.2134      38.450789      6157.2134      38.450789
           -0.3      6174.2786      38.449814      6174.2786      38.449814      6174.2786      38.449814
           -0.2       6206.833      40.762487       6206.833      40.762487       6206.833      40.762487
           -0.1      6182.6332      36.287167      6182.6332      36.287167      6182.6332      36.287167
              0      6189.7648      41.187963      6189.7648      41.187963      6189.7648      41.187963
            0.1      6202.7496      41.277669      6202.7496      41.277669      6202.7496      41.277669
            0.2       6146.073      37.930441       6146.073      37.930441       6146.073      37.930441
            0.3      6181.6446      37.394535      6181.6446      37.394535      6181.6446      37.394535
            0.4       6116.654      39.652088       6116.654      39.652088       6116.654      39.652088
            0.5      6075.4552      39.398484      6075.4552      39.398484      6075.4552      39.398484
            0.6      6029.0928      39.084817      6029.0928      39.084817      6029.0928      39.084817
            0.7      6001.3793       41.11753      6001.3793       41.11753      6001.3793       41.11753
            0.8      5933.5746      39.948498      5933.5746      39.948498      5933.5746      39.948498
            0.9      5900.6039      41.005675      5900.6039      41.005675      5900.6039      41.005675
              1       5785.678      40.182798       5785.678      40.182798       5785.678      40.182798
            1.1      5536.6094      32.695266      5536.6094      32.695266      5536.6094      32.695266
            1.2      5530.7174      37.238598      5530.7174      37.238598      5530.7174      37.238598
            1.3      5466.0342        39.2485      5466.0342        39.2485      5466.0342        39.2485
            1.4      5292.0133      35.104557      5292.0133      35.104557      5292.0133      35.104557
            1.5      5153.0241      33.867958      5153.0241      33.867958      5153.0241      33.867958
            1.6      4997.4573      32.992085      4997.4573      32.992085      4997.4573      32.992085
            1.7      4872.1882      33.704857      4872.1882      33.704857      4872.1882      33.704857
            1.8      4719.8163      33.312093      4719.8163      33.312093      4719.8163      33.312093
            1.9      4556.9134      36.835223      4556.9134      36.835223      4556.9134      36.835223
              2      4382.3609      32.050499      4382.3609      32.050499      4382.3609      32.050499
            2.1      4118.1675      30.984347      4118.1675      30.984347      4118.1675      30.984347
            2.2      3976.3753      31.838896      3976.3753      31.838896      3976.3753      31.838896
            2.3      3787.9844      29.170692      3787.9844      29.170692      3787.9844      29.170692
            2.4      3514.6796      28.074374      3514.6796      28.074374      3514.6796      28.074374
            2.5      3343.3199      28.382345      3343.3199      28.382345      3343.3199      28.382345
            2.6      3175.9349      28.531728      3175.9349      28.531728      3175.9349      28.531728
            2.7      2871.9833      24.783067      2871.9833      24.783067      2871.9833      24.783067
            2.8      2705.9957      23.957373      2705.9957      23.957373      2705.9957      23.957373
            2.9      2487.7629      26.322004      2487.7629      26.322004      2487.7629      26.322004
              3      2261.7452      22.482812      2261.7452      22.482812      2261.7452      22.482812
            3.1      2042.5921      18.624736      2042.5921      18.624736      2042.5921      18.624736
            3.2      1851.3932      20.220972      1851.3932      20.220972      1851.3932      20.220972
            3.3       1678.674      22.241868       1678.674      22.241868       1678.674      22.241868
            3.4      1476.3822      17.371821      1476.3822      17.371821      1476.3822      17.371821
            3.5      1276.3061      15.891534      1276.3061      15.891534      1276.3061      15.891534
            3.6      1112.9339       16.60005      1112.9339       16.60005      1112.9339       16.60005
            3.7      997.22173      15.404752      997.22173      15.404752      997.22173      15.404752
            3.8      825.41724      12.051996      825.41724      12.051996      825.41724      12.051996
            3.9      695.90093      11.522088      695.90093      11.522088      695.90093      11.522088
              4      593.34765      10.718019      593.34765      10.718019      593.34765      10.718019
            4.1      489.63317      8.3668761      489.63317      8.3668761      489.63317      8.3668761
            4.2      413.72213       8.338604      413.72213       8.338604      413.72213       8.338604
            4.3      334.35513      8.0888761      334.35513      8.0888761      334.35513      8.0888761
            4.4      272.15538      7.9676913      272.15538      7.9676913      272.15538      7.9676913
            4.5      81.408362      3.2959567      81.408362      3.2959567      81.408362      3.2959567
            4.6      65.260893      3.7137159      65.260893      3.7137159      65.260893      3.7137159
            4.7      45.595641      2.9694806      45.595641      2.9694806      45.595641      2.9694806
            4.8      31.743588      1.7790116      31.743588      1.7790116      31.743588      1.7790116
            4.9      25.053233      2.1177993      25.053233      2.1177993      25.053233      2.1177993
              5      25.053233      2.1177993      25.053233      2.1177993      25.053233      2.1177993
