#   y_j1-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4    0.077054133    0.054511738    0.077054133    0.054511738    0.077054133    0.054511738
           -4.3     0.24309941    0.099642464     0.24309941    0.099642464     0.24309941    0.099642464
           -4.2     0.36383068     0.57654616     0.36383068     0.57654616     0.36383068     0.57654616
           -4.1      2.4058603     0.71241333      2.4058603     0.71241333      2.4058603     0.71241333
             -4      3.1273337     0.44059488      3.1273337     0.44059488      3.1273337     0.44059488
           -3.9      5.3463161     0.84128861      5.3463161     0.84128861      5.3463161     0.84128861
           -3.8      13.657873      2.2269584      13.657873      2.2269584      13.657873      2.2269584
           -3.7      13.893734      1.2000875      13.893734      1.2000875      13.893734      1.2000875
           -3.6      29.203633      3.1790254      29.203633      3.1790254      29.203633      3.1790254
           -3.5      36.410142      3.3980865      36.410142      3.3980865      36.410142      3.3980865
           -3.4      58.047906      10.620511      58.047906      10.620511      58.047906      10.620511
           -3.3      62.842005      3.5226428      62.842005      3.5226428      62.842005      3.5226428
           -3.2      93.929358       5.125662      93.929358       5.125662      93.929358       5.125662
           -3.1       119.5794      8.9055684       119.5794      8.9055684       119.5794      8.9055684
             -3      138.21871      5.5148204      138.21871      5.5148204      138.21871      5.5148204
           -2.9      175.75716      10.240517      175.75716      10.240517      175.75716      10.240517
           -2.8      199.74185      6.3209323      199.74185      6.3209323      199.74185      6.3209323
           -2.7      256.13003       13.04222      256.13003       13.04222      256.13003       13.04222
           -2.6      282.49648       9.595202      282.49648       9.595202      282.49648       9.595202
           -2.5      310.77911      11.332055      310.77911      11.332055      310.77911      11.332055
           -2.4      350.77274       11.97991      350.77274       11.97991      350.77274       11.97991
           -2.3       390.0926      10.980827       390.0926      10.980827       390.0926      10.980827
           -2.2      436.45194      13.557253      436.45194      13.557253      436.45194      13.557253
           -2.1       458.6869      13.286257       458.6869      13.286257       458.6869      13.286257
             -2      516.13041      13.850225      516.13041      13.850225      516.13041      13.850225
           -1.9      516.31508      10.982073      516.31508      10.982073      516.31508      10.982073
           -1.8      595.02362      19.269329      595.02362      19.269329      595.02362      19.269329
           -1.7      625.88259      16.071023      625.88259      16.071023      625.88259      16.071023
           -1.6      623.34042        17.7803      623.34042        17.7803      623.34042        17.7803
           -1.5      641.25018      15.600096      641.25018      15.600096      641.25018      15.600096
           -1.4       695.8978      19.408514       695.8978      19.408514       695.8978      19.408514
           -1.3      680.80965      16.297466      680.80965      16.297466      680.80965      16.297466
           -1.2      722.89769      14.896186      722.89769      14.896186      722.89769      14.896186
           -1.1      768.32075      18.918355      768.32075      18.918355      768.32075      18.918355
             -1      762.46368      15.557788      762.46368      15.557788      762.46368      15.557788
           -0.9       767.1151       17.97446       767.1151       17.97446       767.1151       17.97446
           -0.8      802.20203      19.128834      802.20203      19.128834      802.20203      19.128834
           -0.7      841.86522      20.184301      841.86522      20.184301      841.86522      20.184301
           -0.6      850.27492      20.195184      850.27492      20.195184      850.27492      20.195184
           -0.5      825.90464      20.198423      825.90464      20.198423      825.90464      20.198423
           -0.4        868.489      18.956625        868.489      18.956625        868.489      18.956625
           -0.3      837.79905      16.482622      837.79905      16.482622      837.79905      16.482622
           -0.2      833.23956      18.801826      833.23956      18.801826      833.23956      18.801826
           -0.1      852.75605      17.745778      852.75605      17.745778      852.75605      17.745778
              0      836.14872      19.408217      836.14872      19.408217      836.14872      19.408217
            0.1      846.01041      20.861163      846.01041      20.861163      846.01041      20.861163
            0.2      833.59357      19.158897      833.59357      19.158897      833.59357      19.158897
            0.3      847.14353      19.553124      847.14353      19.553124      847.14353      19.553124
            0.4       834.0047      19.700257       834.0047      19.700257       834.0047      19.700257
            0.5      860.46902      22.447202      860.46902      22.447202      860.46902      22.447202
            0.6      808.61894      18.848931      808.61894      18.848931      808.61894      18.848931
            0.7      818.25426      18.311951      818.25426      18.311951      818.25426      18.311951
            0.8      801.85012      22.641998      801.85012      22.641998      801.85012      22.641998
            0.9      776.58405      19.114422      776.58405      19.114422      776.58405      19.114422
              1      772.19416      18.828837      772.19416      18.828837      772.19416      18.828837
