#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1177.6503      2.3132966      1177.6503      2.3132966      1177.6503      2.3132966
              5      1619.2203      2.9039462      1619.2203      2.9039462      1619.2203      2.9039462
             10      1282.9626      2.4500332      1282.9626      2.4500332      1282.9626      2.4500332
             15      1024.5064      2.0526381      1024.5064      2.0526381      1024.5064      2.0526381
             20      845.56632      1.8926706      845.56632      1.8926706      845.56632      1.8926706
             25      705.45033      1.6811567      705.45033      1.6811567      705.45033      1.6811567
             30      598.14393      1.5355857      598.14393      1.5355857      598.14393      1.5355857
             35      509.75568      1.3652376      509.75568      1.3652376      509.75568      1.3652376
             40      442.66917      1.3150266      442.66917      1.3150266      442.66917      1.3150266
             45      382.71336      1.2720868      382.71336      1.2720868      382.71336      1.2720868
             50      333.21601      1.1548362      333.21601      1.1548362      333.21601      1.1548362
             55      289.41769      1.0625355      289.41769      1.0625355      289.41769      1.0625355
             60      257.37954      1.0572459      257.37954      1.0572459      257.37954      1.0572459
             65      224.24944      0.9686984      224.24944      0.9686984      224.24944      0.9686984
             70      200.32932     0.98389687      200.32932     0.98389687      200.32932     0.98389687
             75      175.99114     0.94528114      175.99114     0.94528114      175.99114     0.94528114
             80      158.03724     0.89189568      158.03724     0.89189568      158.03724     0.89189568
             85      139.67984     0.92212679      139.67984     0.92212679      139.67984     0.92212679
             90      124.22184     0.85920684      124.22184     0.85920684      124.22184     0.85920684
             95      110.49132     0.76435572      110.49132     0.76435572      110.49132     0.76435572
            100       98.23801     0.77314238       98.23801     0.77314238       98.23801     0.77314238
            105      86.557603     0.68662013      86.557603     0.68662013      86.557603     0.68662013
            110      77.814224     0.72170869      77.814224     0.72170869      77.814224     0.72170869
            115      69.534308     0.65684993      69.534308     0.65684993      69.534308     0.65684993
            120      64.019375     0.67714566      64.019375     0.67714566      64.019375     0.67714566
            125      56.522682     0.60617937      56.522682     0.60617937      56.522682     0.60617937
            130      49.702659      0.5670524      49.702659      0.5670524      49.702659      0.5670524
            135       44.78278     0.51285039       44.78278     0.51285039       44.78278     0.51285039
            140      40.573871     0.55001328      40.573871     0.55001328      40.573871     0.55001328
            145      36.747871     0.52426472      36.747871     0.52426472      36.747871     0.52426472
            150      33.326798     0.51747733      33.326798     0.51747733      33.326798     0.51747733
            155      30.440245      0.4673438      30.440245      0.4673438      30.440245      0.4673438
            160      27.376281     0.53623852      27.376281     0.53623852      27.376281     0.53623852
            165      25.754779     0.47320665      25.754779     0.47320665      25.754779     0.47320665
            170       22.57622     0.38443392       22.57622     0.38443392       22.57622     0.38443392
            175      20.765972     0.47660457      20.765972     0.47660457      20.765972     0.47660457
            180      17.941841     0.35779153      17.941841     0.35779153      17.941841     0.35779153
            185      17.842098     0.48778757      17.842098     0.48778757      17.842098     0.48778757
            190      15.868479     0.38070865      15.868479     0.38070865      15.868479     0.38070865
            195      14.376053     0.32533218      14.376053     0.32533218      14.376053     0.32533218
            200      13.334757     0.36679132      13.334757     0.36679132      13.334757     0.36679132
            205      12.293319     0.31088851      12.293319     0.31088851      12.293319     0.31088851
            210       11.33412     0.34105218       11.33412     0.34105218       11.33412     0.34105218
            215      10.688648     0.42163151      10.688648     0.42163151      10.688648     0.42163151
            220      10.038929     0.37738145      10.038929     0.37738145      10.038929     0.37738145
            225      8.7307026     0.32683479      8.7307026     0.32683479      8.7307026     0.32683479
            230      8.4961848      0.2536779      8.4961848      0.2536779      8.4961848      0.2536779
            235      7.7217815     0.29051289      7.7217815     0.29051289      7.7217815     0.29051289
            240      7.1061077     0.21114307      7.1061077     0.21114307      7.1061077     0.21114307
            245      6.7255924     0.28345395      6.7255924     0.28345395      6.7255924     0.28345395
            250      5.8836349      0.2274822      5.8836349      0.2274822      5.8836349      0.2274822
            255      5.7907575     0.24119678      5.7907575     0.24119678      5.7907575     0.24119678
            260      5.4037483     0.23067912      5.4037483     0.23067912      5.4037483     0.23067912
            265      4.5753614     0.17382625      4.5753614     0.17382625      4.5753614     0.17382625
            270      4.6503442     0.19552845      4.6503442     0.19552845      4.6503442     0.19552845
            275      4.1490946     0.21236264      4.1490946     0.21236264      4.1490946     0.21236264
            280      4.0583699     0.21463451      4.0583699     0.21463451      4.0583699     0.21463451
            285      3.7964227      0.1705477      3.7964227      0.1705477      3.7964227      0.1705477
            290      3.2707207     0.13000576      3.2707207     0.13000576      3.2707207     0.13000576
            295      3.3037808     0.20012558      3.3037808     0.20012558      3.3037808     0.20012558
            300      2.8893809     0.13473393      2.8893809     0.13473393      2.8893809     0.13473393
            305       2.998241     0.20356596       2.998241     0.20356596       2.998241     0.20356596
            310      2.6865352     0.14754374      2.6865352     0.14754374      2.6865352     0.14754374
            315      2.6040902     0.14109419      2.6040902     0.14109419      2.6040902     0.14109419
            320      2.2785075     0.10815125      2.2785075     0.10815125      2.2785075     0.10815125
            325      2.2456532     0.13712561      2.2456532     0.13712561      2.2456532     0.13712561
            330       2.005595     0.11173134       2.005595     0.11173134       2.005595     0.11173134
            335      1.9291125     0.12032063      1.9291125     0.12032063      1.9291125     0.12032063
            340       1.718086    0.089864892       1.718086    0.089864892       1.718086    0.089864892
            345      1.7193248    0.098052603      1.7193248    0.098052603      1.7193248    0.098052603
            350      1.9760453     0.17777136      1.9760453     0.17777136      1.9760453     0.17777136
            355       1.779944     0.22453498       1.779944     0.22453498       1.779944     0.22453498
            360      1.4413337     0.13379605      1.4413337     0.13379605      1.4413337     0.13379605
            365      1.6454455     0.22428815      1.6454455     0.22428815      1.6454455     0.22428815
            370      1.2582551    0.077824496      1.2582551    0.077824496      1.2582551    0.077824496
            375      1.8497385     0.20683221      1.8497385     0.20683221      1.8497385     0.20683221
            380      1.1956908    0.084019401      1.1956908    0.084019401      1.1956908    0.084019401
            385      1.2770137     0.14448437      1.2770137     0.14448437      1.2770137     0.14448437
            390      1.3447451     0.18408126      1.3447451     0.18408126      1.3447451     0.18408126
            395      1.0572868    0.088385083      1.0572868    0.088385083      1.0572868    0.088385083
            400      1.1788967      0.1794893      1.1788967      0.1794893      1.1788967      0.1794893
            405     0.82446494    0.063241591     0.82446494    0.063241591     0.82446494    0.063241591
            410      1.0066973     0.10066482      1.0066973     0.10066482      1.0066973     0.10066482
            415     0.72035142    0.045586525     0.72035142    0.045586525     0.72035142    0.045586525
            420     0.84676039      0.1081337     0.84676039      0.1081337     0.84676039      0.1081337
            425     0.81202047    0.087061634     0.81202047    0.087061634     0.81202047    0.087061634
            430     0.76067133    0.092263159     0.76067133    0.092263159     0.76067133    0.092263159
            435     0.77088013     0.13694018     0.77088013     0.13694018     0.77088013     0.13694018
            440     0.75778673     0.10001604     0.75778673     0.10001604     0.75778673     0.10001604
            445      0.5863763    0.073531431      0.5863763    0.073531431      0.5863763    0.073531431
            450     0.71053854     0.14734447     0.71053854     0.14734447     0.71053854     0.14734447
            455     0.61703632     0.11298273     0.61703632     0.11298273     0.61703632     0.11298273
            460     0.62826779     0.11955833     0.62826779     0.11955833     0.62826779     0.11955833
            465     0.54984774    0.085471428     0.54984774    0.085471428     0.54984774    0.085471428
            470     0.38359654    0.029999478     0.38359654    0.029999478     0.38359654    0.029999478
            475     0.52835571      0.1223467     0.52835571      0.1223467     0.52835571      0.1223467
            480     0.38452197     0.03129815     0.38452197     0.03129815     0.38452197     0.03129815
            485     0.52808122    0.085792969     0.52808122    0.085792969     0.52808122    0.085792969
            490     0.38591596    0.071196621     0.38591596    0.071196621     0.38591596    0.071196621
            495      0.4728073     0.13669093      0.4728073     0.13669093      0.4728073     0.13669093
