# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj200
              0   0.0037273621   0.0037271757   0.0037273621   0.0037271757   0.0037273621   0.0037271757
              1    0.061650787     0.02996786    0.061650787     0.02996786    0.061650787     0.02996786
              2    0.050915354    0.015952976    0.050915354    0.015952976    0.050915354    0.015952976
              3      0.1170251    0.061396706      0.1170251    0.061396706      0.1170251    0.061396706
              4    0.066551574    0.019884418    0.066551574    0.019884418    0.066551574    0.019884418
              5      0.2174749    0.070308036      0.2174749    0.070308036      0.2174749    0.070308036
              6    0.088101772    0.019804824    0.088101772    0.019804824    0.088101772    0.019804824
              7     0.15737647    0.028212751     0.15737647    0.028212751     0.15737647    0.028212751
              8     0.23643661    0.058891715     0.23643661    0.058891715     0.23643661    0.058891715
              9     0.43852815     0.18321624     0.43852815     0.18321624     0.43852815     0.18321624
             10     0.39472116    0.065041494     0.39472116    0.065041494     0.39472116    0.065041494
             11     0.40890856     0.11064933     0.40890856     0.11064933     0.40890856     0.11064933
             12      0.3647062    0.046902906      0.3647062    0.046902906      0.3647062    0.046902906
             13     0.37820522    0.051436977     0.37820522    0.051436977     0.37820522    0.051436977
             14      0.3867374    0.053161672      0.3867374    0.053161672      0.3867374    0.053161672
             15     0.47716584     0.10129535     0.47716584     0.10129535     0.47716584     0.10129535
             16     0.43377333    0.061628796     0.43377333    0.061628796     0.43377333    0.061628796
             17     0.40917766    0.048866924     0.40917766    0.048866924     0.40917766    0.048866924
             18     0.53352047    0.062400116     0.53352047    0.062400116     0.53352047    0.062400116
             19     0.57412539    0.078684644     0.57412539    0.078684644     0.57412539    0.078684644
             20     0.62683435    0.071724877     0.62683435    0.071724877     0.62683435    0.071724877
             21     0.60384764    0.093402385     0.60384764    0.093402385     0.60384764    0.093402385
             22     0.53715994    0.061143552     0.53715994    0.061143552     0.53715994    0.061143552
             23     0.83408075     0.10930847     0.83408075     0.10930847     0.83408075     0.10930847
             24     0.71471338    0.078822663     0.71471338    0.078822663     0.71471338    0.078822663
             25     0.84148819     0.10524072     0.84148819     0.10524072     0.84148819     0.10524072
             26     0.72742811    0.068384631     0.72742811    0.068384631     0.72742811    0.068384631
             27     0.78154331    0.077636371     0.78154331    0.077636371     0.78154331    0.077636371
             28     0.79294048    0.067186812     0.79294048    0.067186812     0.79294048    0.067186812
             29     0.96264512    0.078537893     0.96264512    0.078537893     0.96264512    0.078537893
             30     0.90468238    0.098241343     0.90468238    0.098241343     0.90468238    0.098241343
             31      1.0314275     0.11386168      1.0314275     0.11386168      1.0314275     0.11386168
             32      0.9660813     0.11438546      0.9660813     0.11438546      0.9660813     0.11438546
             33       1.094435     0.10431538       1.094435     0.10431538       1.094435     0.10431538
             34      1.2455304     0.18562926      1.2455304     0.18562926      1.2455304     0.18562926
             35      1.4557756     0.27204463      1.4557756     0.27204463      1.4557756     0.27204463
             36      1.0727079     0.10352007      1.0727079     0.10352007      1.0727079     0.10352007
             37      1.1933754     0.11130605      1.1933754     0.11130605      1.1933754     0.11130605
             38      1.1563493     0.11746154      1.1563493     0.11746154      1.1563493     0.11746154
             39      1.3146411      0.1173604      1.3146411      0.1173604      1.3146411      0.1173604
             40      1.2685891     0.11002974      1.2685891     0.11002974      1.2685891     0.11002974
             41      1.0813661     0.11487751      1.0813661     0.11487751      1.0813661     0.11487751
             42      1.0394217    0.085933713      1.0394217    0.085933713      1.0394217    0.085933713
             43      1.1855844    0.097448208      1.1855844    0.097448208      1.1855844    0.097448208
             44      1.4661301     0.14586366      1.4661301     0.14586366      1.4661301     0.14586366
             45      1.4339972     0.14450042      1.4339972     0.14450042      1.4339972     0.14450042
             46      1.5574337     0.19272252      1.5574337     0.19272252      1.5574337     0.19272252
             47      1.2613925     0.10586576      1.2613925     0.10586576      1.2613925     0.10586576
             48      1.3832728      0.1052368      1.3832728      0.1052368      1.3832728      0.1052368
             49       1.609097     0.14934537       1.609097     0.14934537       1.609097     0.14934537
             50       1.609097     0.14934537       1.609097     0.14934537       1.609097     0.14934537
