# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0    0.056928937    0.017479837    0.056928937    0.017479837    0.056928937    0.017479837
              1     0.13471968    0.035410728     0.13471968    0.035410728     0.13471968    0.035410728
              2     0.24642844    0.042893149     0.24642844    0.042893149     0.24642844    0.042893149
              3     0.43987726    0.076273279     0.43987726    0.076273279     0.43987726    0.076273279
              4     0.55437146     0.10666042     0.55437146     0.10666042     0.55437146     0.10666042
              5       0.691925    0.089621668       0.691925    0.089621668       0.691925    0.089621668
              6     0.76310984    0.079887752     0.76310984    0.079887752     0.76310984    0.079887752
              7     0.99572461     0.12394525     0.99572461     0.12394525     0.99572461     0.12394525
              8      1.2905235     0.15487048      1.2905235     0.15487048      1.2905235     0.15487048
              9      1.7424658     0.25827852      1.7424658     0.25827852      1.7424658     0.25827852
             10      1.5429362     0.11681636      1.5429362     0.11681636      1.5429362     0.11681636
             11      1.7822305     0.16328011      1.7822305     0.16328011      1.7822305     0.16328011
             12      1.8505952     0.15585355      1.8505952     0.15585355      1.8505952     0.15585355
             13      2.2052944     0.20477084      2.2052944     0.20477084      2.2052944     0.20477084
             14      2.1505928     0.15145585      2.1505928     0.15145585      2.1505928     0.15145585
             15      2.3812428     0.19116897      2.3812428     0.19116897      2.3812428     0.19116897
             16      2.4779969     0.15260157      2.4779969     0.15260157      2.4779969     0.15260157
             17      2.3938587     0.14749835      2.3938587     0.14749835      2.3938587     0.14749835
             18      2.7636978      0.1721334      2.7636978      0.1721334      2.7636978      0.1721334
             19       3.220201     0.19497392       3.220201     0.19497392       3.220201     0.19497392
             20      3.4254622     0.23888398      3.4254622     0.23888398      3.4254622     0.23888398
             21       3.231867     0.17708649       3.231867     0.17708649       3.231867     0.17708649
             22      4.1305842     0.51063203      4.1305842     0.51063203      4.1305842     0.51063203
             23      4.1334736     0.25432559      4.1334736     0.25432559      4.1334736     0.25432559
             24      4.3105395     0.24520091      4.3105395     0.24520091      4.3105395     0.24520091
             25      4.2101569     0.23062058      4.2101569     0.23062058      4.2101569     0.23062058
             26       3.993469     0.19963595       3.993469     0.19963595       3.993469     0.19963595
             27      4.3253152     0.21293001      4.3253152     0.21293001      4.3253152     0.21293001
             28      4.5573275     0.20984905      4.5573275     0.20984905      4.5573275     0.20984905
             29      4.8197247     0.20876076      4.8197247     0.20876076      4.8197247     0.20876076
             30      5.0540097     0.28800534      5.0540097     0.28800534      5.0540097     0.28800534
             31      5.0284004      0.2546288      5.0284004      0.2546288      5.0284004      0.2546288
             32      5.6366223     0.35329404      5.6366223     0.35329404      5.6366223     0.35329404
             33      6.2753419     0.47093811      6.2753419     0.47093811      6.2753419     0.47093811
             34      6.1282884     0.32290412      6.1282884     0.32290412      6.1282884     0.32290412
             35      6.1438344     0.38298215      6.1438344     0.38298215      6.1438344     0.38298215
             36      5.9793213      0.2665987      5.9793213      0.2665987      5.9793213      0.2665987
             37      6.5700656     0.27221701      6.5700656     0.27221701      6.5700656     0.27221701
             38      6.4499837      0.3056945      6.4499837      0.3056945      6.4499837      0.3056945
             39      7.0896319      0.3096699      7.0896319      0.3096699      7.0896319      0.3096699
             40       6.826203     0.27516489       6.826203     0.27516489       6.826203     0.27516489
             41      7.4644299     0.55787198      7.4644299     0.55787198      7.4644299     0.55787198
             42      7.2320869     0.29072363      7.2320869     0.29072363      7.2320869     0.29072363
             43      6.9173975     0.26952674      6.9173975     0.26952674      6.9173975     0.26952674
             44      7.7180637     0.38294793      7.7180637     0.38294793      7.7180637     0.38294793
             45      7.8858328     0.30458226      7.8858328     0.30458226      7.8858328     0.30458226
             46      8.2416101     0.37777694      8.2416101     0.37777694      8.2416101     0.37777694
             47      7.6351214     0.29620428      7.6351214     0.29620428      7.6351214     0.29620428
             48      8.2058614     0.40893471      8.2058614     0.40893471      8.2058614     0.40893471
             49      8.7915594     0.36356191      8.7915594     0.36356191      8.7915594     0.36356191
             50      8.7915594     0.36356191      8.7915594     0.36356191      8.7915594     0.36356191
