# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 120
             -8     0.33707579     0.15780199     0.33707579     0.15780199     0.33707579     0.15780199
           -7.9    0.047237205    0.047234843    0.047237205    0.047234843    0.047237205    0.047234843
           -7.8     0.23177067     0.13473632     0.23177067     0.13473632     0.23177067     0.13473632
           -7.7    0.031369094    0.031367527    0.031369094    0.031367527    0.031369094    0.031367527
           -7.6     0.16541339    0.083986742     0.16541339    0.083986742     0.16541339    0.083986742
           -7.5     0.20129823     0.12383865     0.20129823     0.12383865     0.20129823     0.12383865
           -7.4     0.32181987     0.28261684     0.32181987     0.28261684     0.32181987     0.28261684
           -7.3     0.23147933     0.13487469     0.23147933     0.13487469     0.23147933     0.13487469
           -7.2     0.52695177     0.22245195     0.52695177     0.22245195     0.52695177     0.22245195
           -7.1      0.4515059     0.14851404      0.4515059     0.14851404      0.4515059     0.14851404
             -7     0.38388976     0.16911309     0.38388976     0.16911309     0.38388976     0.16911309
           -6.9      1.1176998     0.33125794      1.1176998     0.33125794      1.1176998     0.33125794
           -6.8      1.1652765     0.30257023      1.1652765     0.30257023      1.1652765     0.30257023
           -6.7      1.4092057     0.31267395      1.4092057     0.31267395      1.4092057     0.31267395
           -6.6      1.1544803     0.25949606      1.1544803     0.25949606      1.1544803     0.25949606
           -6.5      1.7364231      0.3297999      1.7364231      0.3297999      1.7364231      0.3297999
           -6.4      1.9175896     0.33399916      1.9175896     0.33399916      1.9175896     0.33399916
           -6.3      3.1488593     0.53255291      3.1488593     0.53255291      3.1488593     0.53255291
           -6.2      2.5366585     0.41800407      2.5366585     0.41800407      2.5366585     0.41800407
           -6.1        4.43906     0.98157471        4.43906     0.98157471        4.43906     0.98157471
             -6      5.7017293      1.1158144      5.7017293      1.1158144      5.7017293      1.1158144
           -5.9      5.1093248     0.62730357      5.1093248     0.62730357      5.1093248     0.62730357
           -5.8      5.6143081     0.65482368      5.6143081     0.65482368      5.6143081     0.65482368
           -5.7      8.2050217     0.80862541      8.2050217     0.80862541      8.2050217     0.80862541
           -5.6      9.5730827      1.3068614      9.5730827      1.3068614      9.5730827      1.3068614
           -5.5      8.9310032      1.2860145      8.9310032      1.2860145      8.9310032      1.2860145
           -5.4      9.9447362      1.0794583      9.9447362      1.0794583      9.9447362      1.0794583
           -5.3      14.719303      1.7415455      14.719303      1.7415455      14.719303      1.7415455
           -5.2      16.368131        1.54053      16.368131        1.54053      16.368131        1.54053
           -5.1      21.178133      2.2661737      21.178133      2.2661737      21.178133      2.2661737
             -5      22.993347      1.9255306      22.993347      1.9255306      22.993347      1.9255306
           -4.9       27.64307       4.551462       27.64307       4.551462       27.64307       4.551462
           -4.8       23.97737      1.5444661       23.97737      1.5444661       23.97737      1.5444661
           -4.7      32.425782       4.362593      32.425782       4.362593      32.425782       4.362593
           -4.6      33.529082      2.3463035      33.529082      2.3463035      33.529082      2.3463035
           -4.5      41.061468      2.9590081      41.061468      2.9590081      41.061468      2.9590081
           -4.4      46.478587        2.95405      46.478587        2.95405      46.478587        2.95405
           -4.3      59.275699      6.8862176      59.275699      6.8862176      59.275699      6.8862176
           -4.2      50.910962      2.5569304      50.910962      2.5569304      50.910962      2.5569304
           -4.1      60.288543      4.1002279      60.288543      4.1002279      60.288543      4.1002279
             -4      72.579367      4.4507609      72.579367      4.4507609      72.579367      4.4507609
           -3.9      83.227653      4.4216831      83.227653      4.4216831      83.227653      4.4216831
           -3.8      91.175739      6.5038011      91.175739      6.5038011      91.175739      6.5038011
           -3.7      103.94049      6.8768069      103.94049      6.8768069      103.94049      6.8768069
           -3.6      105.90486      4.4630562      105.90486      4.4630562      105.90486      4.4630562
           -3.5       124.8072      7.2831911       124.8072      7.2831911       124.8072      7.2831911
