# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      58481.162       32.79292      58481.162       32.79292      58481.162       32.79292
              1      58481.162       32.79292      58481.162       32.79292      58481.162       32.79292
