# pt_bbZ-mbbZ10        central        num_err    min (scale)        num_err    max (scale)        num_err
# 00
              0      1167.2908      2.3314697      1167.2908      2.3314697      1167.2908      2.3314697
              5      1635.8045      2.8689992      1635.8045      2.8689992      1635.8045      2.8689992
             10        1326.66      2.4792553        1326.66      2.4792553        1326.66      2.4792553
             15      1070.8171      2.1071598      1070.8171      2.1071598      1070.8171      2.1071598
             20      878.92558      1.8677483      878.92558      1.8677483      878.92558      1.8677483
             25      733.33811       1.721926      733.33811       1.721926      733.33811       1.721926
             30      623.09863      1.5974421      623.09863      1.5974421      623.09863      1.5974421
             35      529.34905      1.4035716      529.34905      1.4035716      529.34905      1.4035716
             40      455.43365      1.3496758      455.43365      1.3496758      455.43365      1.3496758
             45      392.53688      1.2208315      392.53688      1.2208315      392.53688      1.2208315
             50      342.57327       1.148283      342.57327       1.148283      342.57327       1.148283
             55      298.38119      1.0887997      298.38119      1.0887997      298.38119      1.0887997
             60      259.90801      1.0559757      259.90801      1.0559757      259.90801      1.0559757
             65      230.06906      1.0424506      230.06906      1.0424506      230.06906      1.0424506
             70      200.73871     0.97391945      200.73871     0.97391945      200.73871     0.97391945
             75      177.93874     0.94424216      177.93874     0.94424216      177.93874     0.94424216
             80        157.614     0.90207688        157.614     0.90207688        157.614     0.90207688
             85      137.79212      0.8345476      137.79212      0.8345476      137.79212      0.8345476
             90      123.62978     0.88044913      123.62978     0.88044913      123.62978     0.88044913
             95      108.27367     0.84367245      108.27367     0.84367245      108.27367     0.84367245
            100      93.384044     0.75053858      93.384044     0.75053858      93.384044     0.75053858
            105      83.053151     0.72803057      83.053151     0.72803057      83.053151     0.72803057
            110      74.237659     0.75662818      74.237659     0.75662818      74.237659     0.75662818
            115      64.306115     0.63009844      64.306115     0.63009844      64.306115     0.63009844
            120      56.795782     0.58297368      56.795782     0.58297368      56.795782     0.58297368
            125      51.622193     0.60381628      51.622193     0.60381628      51.622193     0.60381628
            130      46.703165     0.62670654      46.703165     0.62670654      46.703165     0.62670654
            135      41.031341     0.61122855      41.031341     0.61122855      41.031341     0.61122855
            140      35.945107     0.52564226      35.945107     0.52564226      35.945107     0.52564226
            145      32.398118     0.50451512      32.398118     0.50451512      32.398118     0.50451512
            150      28.625368     0.52567737      28.625368     0.52567737      28.625368     0.52567737
            155      26.004375     0.49972333      26.004375     0.49972333      26.004375     0.49972333
            160      23.772925     0.48062271      23.772925     0.48062271      23.772925     0.48062271
            165      21.089937     0.45067448      21.089937     0.45067448      21.089937     0.45067448
            170      18.668974     0.42227606      18.668974     0.42227606      18.668974     0.42227606
            175      17.353085     0.40696422      17.353085     0.40696422      17.353085     0.40696422
            180      15.360536     0.41747308      15.360536     0.41747308      15.360536     0.41747308
            185      13.711472     0.31823019      13.711472     0.31823019      13.711472     0.31823019
            190      12.607764     0.34331954      12.607764     0.34331954      12.607764     0.34331954
            195      11.767094     0.43806127      11.767094     0.43806127      11.767094     0.43806127
            200      10.740042     0.34971299      10.740042     0.34971299      10.740042     0.34971299
            205      9.4693175     0.29153415      9.4693175     0.29153415      9.4693175     0.29153415
            210      8.6559776     0.27336648      8.6559776     0.27336648      8.6559776     0.27336648
            215      8.3149054     0.32483026      8.3149054     0.32483026      8.3149054     0.32483026
            220      7.3432185     0.26599586      7.3432185     0.26599586      7.3432185     0.26599586
            225      6.9420046     0.28860429      6.9420046     0.28860429      6.9420046     0.28860429
            230      6.4902334     0.35509677      6.4902334     0.35509677      6.4902334     0.35509677
            235      5.8417483      0.3045012      5.8417483      0.3045012      5.8417483      0.3045012
            240       5.147494     0.22238417       5.147494     0.22238417       5.147494     0.22238417
            245      4.9246536     0.22370794      4.9246536     0.22370794      4.9246536     0.22370794
            250      4.4163314     0.19388435      4.4163314     0.19388435      4.4163314     0.19388435
            255       4.793012     0.28979839       4.793012     0.28979839       4.793012     0.28979839
            260       3.739451     0.20541306       3.739451     0.20541306       3.739451     0.20541306
            265      3.2679875     0.14516019      3.2679875     0.14516019      3.2679875     0.14516019
            270      2.9001199     0.11495954      2.9001199     0.11495954      2.9001199     0.11495954
