#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             58      379.58418      2.4255114      379.58418      2.4255114      379.58418      2.4255114
             59      358.59381      2.4534753      358.59381      2.4534753      358.59381      2.4534753
             60       337.2011      2.3992856       337.2011      2.3992856       337.2011      2.3992856
             61      318.99359      2.3927173      318.99359      2.3927173      318.99359      2.3927173
             62      298.58265      2.3279668      298.58265      2.3279668      298.58265      2.3279668
             63      280.40101      2.3237715      280.40101      2.3237715      280.40101      2.3237715
             64      267.32001      2.4060019      267.32001      2.4060019      267.32001      2.4060019
             65      250.62614      2.0730961      250.62614      2.0730961      250.62614      2.0730961
             66      239.77751      2.1825025      239.77751      2.1825025      239.77751      2.1825025
             67      228.06677      2.1720958      228.06677      2.1720958      228.06677      2.1720958
             68      217.56497      2.2802895      217.56497      2.2802895      217.56497      2.2802895
             69      201.47435      1.8605176      201.47435      1.8605176      201.47435      1.8605176
             70      191.69126      1.7780387      191.69126      1.7780387      191.69126      1.7780387
             71      182.50958      1.7713474      182.50958      1.7713474      182.50958      1.7713474
             72      170.22462      1.4494545      170.22462      1.4494545      170.22462      1.4494545
             73      165.09055       1.664303      165.09055       1.664303      165.09055       1.664303
             74       157.9661       1.572526       157.9661       1.572526       157.9661       1.572526
             75      148.37734       1.527972      148.37734       1.527972      148.37734       1.527972
             76      145.91207      1.7216954      145.91207      1.7216954      145.91207      1.7216954
             77      137.84745      1.5726202      137.84745      1.5726202      137.84745      1.5726202
             78      130.28008      1.4870106      130.28008      1.4870106      130.28008      1.4870106
             79      122.39775      1.4473112      122.39775      1.4473112      122.39775      1.4473112
             80      116.24204      1.5658411      116.24204      1.5658411      116.24204      1.5658411
             81      113.83472      1.4489951      113.83472      1.4489951      113.83472      1.4489951
             82      108.27945      1.2191211      108.27945      1.2191211      108.27945      1.2191211
             83       102.9315      1.2462743       102.9315      1.2462743       102.9315      1.2462743
             84      98.185493      1.4082425      98.185493      1.4082425      98.185493      1.4082425
             85       96.10912       1.241036       96.10912       1.241036       96.10912       1.241036
             86      92.128513      1.7806607      92.128513      1.7806607      92.128513      1.7806607
             87      87.188294      1.1120146      87.188294      1.1120146      87.188294      1.1120146
             88      84.644436      1.5943054      84.644436      1.5943054      84.644436      1.5943054
             89      82.536096      1.4246939      82.536096      1.4246939      82.536096      1.4246939
             90      78.154014      1.2613943      78.154014      1.2613943      78.154014      1.2613943
             91      71.761942      1.0537275      71.761942      1.0537275      71.761942      1.0537275
             92      70.982486      1.0419798      70.982486      1.0419798      70.982486      1.0419798
             93      68.980691      1.3871601      68.980691      1.3871601      68.980691      1.3871601
             94      65.784857      1.0024668      65.784857      1.0024668      65.784857      1.0024668
             95      60.804402     0.80377159      60.804402     0.80377159      60.804402     0.80377159
             96      59.813369     0.93633808      59.813369     0.93633808      59.813369     0.93633808
             97      59.271275     0.97049055      59.271275     0.97049055      59.271275     0.97049055
             98      55.127957     0.98464267      55.127957     0.98464267      55.127957     0.98464267
             99      53.865118      1.1529551      53.865118      1.1529551      53.865118      1.1529551
            100      53.865118      1.1529551      53.865118      1.1529551      53.865118      1.1529551
