#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21.621917     0.72916904      21.621917     0.72916904      21.621917     0.72916904
              1      63.842869       1.418254      63.842869       1.418254      63.842869       1.418254
              2      107.66123      1.9934652      107.66123      1.9934652      107.66123      1.9934652
              3      149.47031      2.2748029      149.47031      2.2748029      149.47031      2.2748029
              4      190.85683      2.5181822      190.85683      2.5181822      190.85683      2.5181822
              5      236.34756      3.0468815      236.34756      3.0468815      236.34756      3.0468815
              6      276.50456      3.0834599      276.50456      3.0834599      276.50456      3.0834599
              7      328.02106      3.7150914      328.02106      3.7150914      328.02106      3.7150914
              8      371.83572      3.7386838      371.83572      3.7386838      371.83572      3.7386838
              9       417.0544      3.7089922       417.0544      3.7089922       417.0544      3.7089922
             10      463.68029      4.0317726      463.68029      4.0317726      463.68029      4.0317726
             11      516.05119      4.2813952      516.05119      4.2813952      516.05119      4.2813952
             12       573.0137      4.7499232       573.0137      4.7499232       573.0137      4.7499232
             13      612.91638      4.7286836      612.91638      4.7286836      612.91638      4.7286836
             14      673.06865      4.9018696      673.06865      4.9018696      673.06865      4.9018696
             15      732.84196      5.2907894      732.84196      5.2907894      732.84196      5.2907894
             16      770.69812      5.0621407      770.69812      5.0621407      770.69812      5.0621407
             17      829.52589      5.1139812      829.52589      5.1139812      829.52589      5.1139812
             18      889.71368      5.5076443      889.71368      5.5076443      889.71368      5.5076443
             19      954.64133      6.0660289      954.64133      6.0660289      954.64133      6.0660289
             20      1003.4474      5.8524657      1003.4474      5.8524657      1003.4474      5.8524657
             21      1055.5096      5.7327291      1055.5096      5.7327291      1055.5096      5.7327291
             22       1115.346      6.1047545       1115.346      6.1047545       1115.346      6.1047545
             23      1156.4863      5.7539072      1156.4863      5.7539072      1156.4863      5.7539072
             24      1216.1418       5.953065      1216.1418       5.953065      1216.1418       5.953065
             25       1272.462      6.2805072       1272.462      6.2805072       1272.462      6.2805072
             26      1314.0949      5.8082688      1314.0949      5.8082688      1314.0949      5.8082688
             27      1353.6551      5.8262723      1353.6551      5.8262723      1353.6551      5.8262723
             28      1399.2979      6.1471835      1399.2979      6.1471835      1399.2979      6.1471835
             29       1442.237      6.0563615       1442.237      6.0563615       1442.237      6.0563615
             30      1480.9814       6.130627      1480.9814       6.130627      1480.9814       6.130627
             31      1503.5736       5.738318      1503.5736       5.738318      1503.5736       5.738318
             32      1529.9748      5.8738815      1529.9748      5.8738815      1529.9748      5.8738815
             33      1540.4979      5.7302614      1540.4979      5.7302614      1540.4979      5.7302614
             34      1548.7301      5.6365009      1548.7301      5.6365009      1548.7301      5.6365009
             35      1550.6261      5.7800685      1550.6261      5.7800685      1550.6261      5.7800685
             36      1536.1382      5.6541974      1536.1382      5.6541974      1536.1382      5.6541974
             37      1510.7656      5.7505526      1510.7656      5.7505526      1510.7656      5.7505526
             38      1464.4469      5.5587308      1464.4469      5.5587308      1464.4469      5.5587308
             39      1399.4073      5.0721418      1399.4073      5.0721418      1399.4073      5.0721418
             40      1328.1479      5.0703936      1328.1479      5.0703936      1328.1479      5.0703936
             41      1268.1588      5.0249734      1268.1588      5.0249734      1268.1588      5.0249734
             42      1185.8569      4.7301972      1185.8569      4.7301972      1185.8569      4.7301972
             43       1103.884      4.6169619       1103.884      4.6169619       1103.884      4.6169619
             44      1024.6694      4.3448365      1024.6694      4.3448365      1024.6694      4.3448365
             45      949.47117      4.1109698      949.47117      4.1109698      949.47117      4.1109698
             46      870.03593       3.854197      870.03593       3.854197      870.03593       3.854197
             47      813.92509      3.7912132      813.92509      3.7912132      813.92509      3.7912132
             48      751.60195      3.6875633      751.60195      3.6875633      751.60195      3.6875633
             49      701.13516      3.3618347      701.13516      3.3618347      701.13516      3.3618347
             50      653.96617      3.2896657      653.96617      3.2896657      653.96617      3.2896657
             51      614.42853      3.4102289      614.42853      3.4102289      614.42853      3.4102289
             52      561.89176       3.051433      561.89176       3.051433      561.89176       3.051433
             53      523.10982      2.8510759      523.10982      2.8510759      523.10982      2.8510759
             54      495.36603      2.9224849      495.36603      2.9224849      495.36603      2.9224849
             55      464.86789      2.9309346      464.86789      2.9309346      464.86789      2.9309346
             56       430.4777      2.6938932       430.4777      2.6938932       430.4777      2.6938932
             57      408.53598      2.8022873      408.53598      2.8022873      408.53598      2.8022873
