#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            445    0.050874074    0.011477094    0.050874074    0.011477094    0.050874074    0.011477094
            450    0.044137519    0.011281269    0.044137519    0.011281269    0.044137519    0.011281269
            455    0.037483091     0.01103325    0.037483091     0.01103325    0.037483091     0.01103325
            460    0.048142578    0.021385317    0.048142578    0.021385317    0.048142578    0.021385317
            465    0.038027992    0.021065479    0.038027992    0.021065479    0.038027992    0.021065479
            470    0.015431874   0.0038569008    0.015431874   0.0038569008    0.015431874   0.0038569008
            475    0.035708169   0.0088851361    0.035708169   0.0088851361    0.035708169   0.0088851361
            480    0.025086319   0.0089945391    0.025086319   0.0089945391    0.025086319   0.0089945391
            485    0.015642441    0.004112488    0.015642441    0.004112488    0.015642441    0.004112488
            490    0.024053839   0.0061865946    0.024053839   0.0061865946    0.024053839   0.0061865946
            495    0.018007146   0.0042756612    0.018007146   0.0042756612    0.018007146   0.0042756612
            500    0.018007146   0.0042756612    0.018007146   0.0042756612    0.018007146   0.0042756612
