#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.74317      0.8623115      115.74317      0.8623115      115.74317      0.8623115
              5      356.03508      1.4856178      356.03508      1.4856178      356.03508      1.4856178
             10      622.40736      2.0339417      622.40736      2.0339417      622.40736      2.0339417
             15      909.58454      2.4239565      909.58454      2.4239565      909.58454      2.4239565
             20       1190.345      2.6204362       1190.345      2.6204362       1190.345      2.6204362
             25      1430.0695      2.6074303      1430.0695      2.6074303      1430.0695      2.6074303
             30      1574.8374      2.5776996      1574.8374      2.5776996      1574.8374      2.5776996
             35       1511.839      2.4269905       1511.839      2.4269905       1511.839      2.4269905
             40      1160.9593      2.0559562      1160.9593      2.0559562      1160.9593      2.0559562
             45      784.16024      1.6796343      784.16024      1.6796343      784.16024      1.6796343
             50      530.10404      1.3993457      530.10404      1.3993457      530.10404      1.3993457
             55      370.51724      1.2204123      370.51724      1.2204123      370.51724      1.2204123
             60      266.43989      1.0638764      266.43989      1.0638764      266.43989      1.0638764
             65      197.48257     0.95911626      197.48257     0.95911626      197.48257     0.95911626
             70      149.89039      0.7934429      149.89039      0.7934429      149.89039      0.7934429
             75      113.71314     0.71020509      113.71314     0.71020509      113.71314     0.71020509
             80      88.822931     0.68388975      88.822931     0.68388975      88.822931     0.68388975
             85      70.997196     0.61292602      70.997196     0.61292602      70.997196     0.61292602
             90      56.723112      0.5298862      56.723112      0.5298862      56.723112      0.5298862
             95      47.100892     0.51980981      47.100892     0.51980981      47.100892     0.51980981
            100       37.26371     0.43141895       37.26371     0.43141895       37.26371     0.43141895
            105      30.852375     0.39562596      30.852375     0.39562596      30.852375     0.39562596
            110       25.30469     0.34998455       25.30469     0.34998455       25.30469     0.34998455
            115      21.829405     0.50117316      21.829405     0.50117316      21.829405     0.50117316
            120      17.590738     0.30284054      17.590738     0.30284054      17.590738     0.30284054
            125      15.012798     0.33291134      15.012798     0.33291134      15.012798     0.33291134
            130      13.014383      0.2931747      13.014383      0.2931747      13.014383      0.2931747
            135      10.842083     0.23816108      10.842083     0.23816108      10.842083     0.23816108
            140      9.5872019      0.2755835      9.5872019      0.2755835      9.5872019      0.2755835
            145      7.8611577     0.15773491      7.8611577     0.15773491      7.8611577     0.15773491
            150       6.863972     0.16669949       6.863972     0.16669949       6.863972     0.16669949
            155      6.1870546     0.25708496      6.1870546     0.25708496      6.1870546     0.25708496
            160      5.5267524     0.23404906      5.5267524     0.23404906      5.5267524     0.23404906
            165      4.6050088     0.16350408      4.6050088     0.16350408      4.6050088     0.16350408
            170      4.0699964     0.17677546      4.0699964     0.17677546      4.0699964     0.17677546
            175      3.4784872     0.11204265      3.4784872     0.11204265      3.4784872     0.11204265
            180      3.2769814     0.13804477      3.2769814     0.13804477      3.2769814     0.13804477
            185      2.9219325     0.14952695      2.9219325     0.14952695      2.9219325     0.14952695
            190      2.6250807     0.13568699      2.6250807     0.13568699      2.6250807     0.13568699
            195      2.1492763    0.082225289      2.1492763    0.082225289      2.1492763    0.082225289
            200        2.07286     0.10456354        2.07286     0.10456354        2.07286     0.10456354
            205      1.9451729     0.13717309      1.9451729     0.13717309      1.9451729     0.13717309
            210      1.6131815    0.071022003      1.6131815    0.071022003      1.6131815    0.071022003
            215      1.3191989    0.087727097      1.3191989    0.087727097      1.3191989    0.087727097
            220      1.3742054     0.11927854      1.3742054     0.11927854      1.3742054     0.11927854
            225      1.1791957     0.08014511      1.1791957     0.08014511      1.1791957     0.08014511
            230       1.127564    0.097813618       1.127564    0.097813618       1.127564    0.097813618
            235     0.95869533    0.066896249     0.95869533    0.066896249     0.95869533    0.066896249
            240     0.84000943    0.054395702     0.84000943    0.054395702     0.84000943    0.054395702
            245      0.8004171    0.057284534      0.8004171    0.057284534      0.8004171    0.057284534
            250     0.93460068     0.15280495     0.93460068     0.15280495     0.93460068     0.15280495
            255     0.80616688     0.12245126     0.80616688     0.12245126     0.80616688     0.12245126
            260      0.5829188    0.055487429      0.5829188    0.055487429      0.5829188    0.055487429
            265     0.58999998    0.076212247     0.58999998    0.076212247     0.58999998    0.076212247
            270     0.52578476    0.056447207     0.52578476    0.056447207     0.52578476    0.056447207
            275     0.47319905      0.0643764     0.47319905      0.0643764     0.47319905      0.0643764
            280     0.45140968    0.053202283     0.45140968    0.053202283     0.45140968    0.053202283
            285     0.39026319    0.042487964     0.39026319    0.042487964     0.39026319    0.042487964
            290     0.37513561    0.064566039     0.37513561    0.064566039     0.37513561    0.064566039
            295     0.25409562    0.091248398     0.25409562    0.091248398     0.25409562    0.091248398
            300     0.34889318    0.038517974     0.34889318    0.038517974     0.34889318    0.038517974
            305     0.34119264    0.042876222     0.34119264    0.042876222     0.34119264    0.042876222
            310     0.21543834    0.024373524     0.21543834    0.024373524     0.21543834    0.024373524
            315     0.19931339    0.020905823     0.19931339    0.020905823     0.19931339    0.020905823
            320     0.22490401    0.028835833     0.22490401    0.028835833     0.22490401    0.028835833
            325     0.22273103    0.035619411     0.22273103    0.035619411     0.22273103    0.035619411
            330     0.18558224    0.026403235     0.18558224    0.026403235     0.18558224    0.026403235
            335     0.18219298     0.02802304     0.18219298     0.02802304     0.18219298     0.02802304
            340     0.17993294    0.041766777     0.17993294    0.041766777     0.17993294    0.041766777
            345     0.12859689    0.020144414     0.12859689    0.020144414     0.12859689    0.020144414
            350     0.28842933     0.11869711     0.28842933     0.11869711     0.28842933     0.11869711
            355     0.12562756    0.019290317     0.12562756    0.019290317     0.12562756    0.019290317
            360      0.1286436      0.0280123      0.1286436      0.0280123      0.1286436      0.0280123
            365    0.096416823     0.01062598    0.096416823     0.01062598    0.096416823     0.01062598
            370    0.085154271    0.013079376    0.085154271    0.013079376    0.085154271    0.013079376
            375    0.081362736    0.010357729    0.081362736    0.010357729    0.081362736    0.010357729
            380     0.10575079    0.026451816     0.10575079    0.026451816     0.10575079    0.026451816
            385     0.10437031    0.042239149     0.10437031    0.042239149     0.10437031    0.042239149
            390      0.1036185     0.02652121      0.1036185     0.02652121      0.1036185     0.02652121
            395    0.086812559    0.016396979    0.086812559    0.016396979    0.086812559    0.016396979
            400    0.079529528    0.016019593    0.079529528    0.016019593    0.079529528    0.016019593
            405    0.025666102    0.021734911    0.025666102    0.021734911    0.025666102    0.021734911
            410    0.079147146    0.016748176    0.079147146    0.016748176    0.079147146    0.016748176
            415    0.084566555    0.022619938    0.084566555    0.022619938    0.084566555    0.022619938
            420    0.045097736    0.008184811    0.045097736    0.008184811    0.045097736    0.008184811
            425    0.048291201    0.014341039    0.048291201    0.014341039    0.048291201    0.014341039
            430    0.036447675    0.008005802    0.036447675    0.008005802    0.036447675    0.008005802
            435    0.057482953    0.012600545    0.057482953    0.012600545    0.057482953    0.012600545
            440    0.032348803   0.0066455757    0.032348803   0.0066455757    0.032348803   0.0066455757
