#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      876.83076      2.1214917      876.83076      2.1214917      876.83076      2.1214917
              5      1832.0123      2.8012914      1832.0123      2.8012914      1832.0123      2.8012914
             10      1823.4265      2.7468247      1823.4265      2.7468247      1823.4265      2.7468247
             15      1499.8396      2.5147536      1499.8396      2.5147536      1499.8396      2.5147536
             20      1174.7645      2.3809445      1174.7645      2.3809445      1174.7645      2.3809445
             25      894.24575      1.9673321      894.24575      1.9673321      894.24575      1.9673321
             30      688.29893      1.7767237      688.29893      1.7767237      688.29893      1.7767237
             35      533.09338      1.5489342      533.09338      1.5489342      533.09338      1.5489342
             40      422.59918      1.4740331      422.59918      1.4740331      422.59918      1.4740331
             45      334.21559      1.3257185      334.21559      1.3257185      334.21559      1.3257185
             50      268.85438      1.1960832      268.85438      1.1960832      268.85438      1.1960832
             55       217.1315      1.0899245       217.1315      1.0899245       217.1315      1.0899245
             60      175.79169     0.97080092      175.79169     0.97080092      175.79169     0.97080092
             65      144.91202     0.89408226      144.91202     0.89408226      144.91202     0.89408226
             70      120.50383     0.81756442      120.50383     0.81756442      120.50383     0.81756442
             75      102.55947     0.83562491      102.55947     0.83562491      102.55947     0.83562491
             80      84.838497     0.70600941      84.838497     0.70600941      84.838497     0.70600941
             85      72.942914     0.68817996      72.942914     0.68817996      72.942914     0.68817996
             90      62.380428     0.61369444      62.380428     0.61369444      62.380428     0.61369444
             95      52.837083     0.56681831      52.837083     0.56681831      52.837083     0.56681831
            100      45.676109     0.54918823      45.676109     0.54918823      45.676109     0.54918823
            105      39.156055       0.546128      39.156055       0.546128      39.156055       0.546128
            110      34.130258     0.45128262      34.130258     0.45128262      34.130258     0.45128262
            115       30.45341     0.48499263       30.45341     0.48499263       30.45341     0.48499263
            120      26.237162     0.41904501      26.237162     0.41904501      26.237162     0.41904501
            125      23.778097      0.4438497      23.778097      0.4438497      23.778097      0.4438497
            130      20.333718     0.30503999      20.333718     0.30503999      20.333718     0.30503999
            135      17.913098     0.31798247      17.913098     0.31798247      17.913098     0.31798247
            140      16.319532     0.39944087      16.319532     0.39944087      16.319532     0.39944087
            145      14.388594     0.32304199      14.388594     0.32304199      14.388594     0.32304199
            150      12.501099     0.26941274      12.501099     0.26941274      12.501099     0.26941274
            155      11.794752     0.26348643      11.794752     0.26348643      11.794752     0.26348643
            160      9.9790655      0.2194273      9.9790655      0.2194273      9.9790655      0.2194273
