#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            325     0.16851241    0.018143296     0.16851241    0.018143296     0.16851241    0.018143296
            330     0.32944575    0.074437364     0.32944575    0.074437364     0.32944575    0.074437364
            335     0.38904551     0.15692518     0.38904551     0.15692518     0.38904551     0.15692518
            340     0.16413093    0.017953823     0.16413093    0.017953823     0.16413093    0.017953823
            345     0.15920722     0.02052763     0.15920722     0.02052763     0.15920722     0.02052763
            350     0.13722106    0.018334845     0.13722106    0.018334845     0.13722106    0.018334845
            355     0.12070561    0.018579698     0.12070561    0.018579698     0.12070561    0.018579698
            360     0.14334246    0.020856839     0.14334246    0.020856839     0.14334246    0.020856839
            365     0.12799233    0.021832082     0.12799233    0.021832082     0.12799233    0.021832082
            370     0.13213801    0.022126406     0.13213801    0.022126406     0.13213801    0.022126406
            375    0.095456142    0.015657533    0.095456142    0.015657533    0.095456142    0.015657533
            380     0.13729175    0.035080189     0.13729175    0.035080189     0.13729175    0.035080189
            385    0.082673482    0.011827548    0.082673482    0.011827548    0.082673482    0.011827548
            390    0.068191339    0.011899517    0.068191339    0.011899517    0.068191339    0.011899517
            395    0.097064266    0.022648396    0.097064266    0.022648396    0.097064266    0.022648396
            400    0.094949272    0.024167418    0.094949272    0.024167418    0.094949272    0.024167418
            405    0.066776063    0.012695719    0.066776063    0.012695719    0.066776063    0.012695719
            410     0.07792122    0.023390593     0.07792122    0.023390593     0.07792122    0.023390593
            415    0.043531969   0.0063255673    0.043531969   0.0063255673    0.043531969   0.0063255673
            420     0.14731789    0.080386247     0.14731789    0.080386247     0.14731789    0.080386247
            425    0.069412949    0.020245662    0.069412949    0.020245662    0.069412949    0.020245662
            430    0.050947264   0.0090351573    0.050947264   0.0090351573    0.050947264   0.0090351573
            435     0.11145065    0.080539058     0.11145065    0.080539058     0.11145065    0.080539058
            440    0.051106181    0.010763125    0.051106181    0.010763125    0.051106181    0.010763125
            445    0.051108736    0.011049395    0.051108736    0.011049395    0.051108736    0.011049395
            450    0.025529961   0.0062007279    0.025529961   0.0062007279    0.025529961   0.0062007279
            455    0.030949685   0.0052978963    0.030949685   0.0052978963    0.030949685   0.0052978963
            460     0.03718437   0.0073444003     0.03718437   0.0073444003     0.03718437   0.0073444003
            465     0.04078496    0.011554913     0.04078496    0.011554913     0.04078496    0.011554913
            470    0.023812598   0.0050811334    0.023812598   0.0050811334    0.023812598   0.0050811334
            475     0.15291195     0.11476558     0.15291195     0.11476558     0.15291195     0.11476558
            480    0.040597747    0.015415189    0.040597747    0.015415189    0.040597747    0.015415189
            485     0.02645935   0.0075622591     0.02645935   0.0075622591     0.02645935   0.0075622591
            490    0.016991378   0.0068754203    0.016991378   0.0068754203    0.016991378   0.0068754203
            495    0.017310728   0.0051794755    0.017310728   0.0051794755    0.017310728   0.0051794755
            500    0.017310728   0.0051794755    0.017310728   0.0051794755    0.017310728   0.0051794755
