# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      601.65914      3.9539267      601.65914      3.9539267      601.65914      3.9539267
              1      601.65914      3.9539267      601.65914      3.9539267      601.65914      3.9539267
