#   pt_bb-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      194.45159     0.74139322      194.45159     0.74139322      194.45159     0.74139322
              5      467.37692       1.260595      467.37692       1.260595      467.37692       1.260595
             10       546.2908      1.3845844       546.2908      1.3845844       546.2908      1.3845844
             15       527.4486      1.4238943       527.4486      1.4238943       527.4486      1.4238943
             20      473.98521      1.5129688      473.98521      1.5129688      473.98521      1.5129688
             25      401.57868      1.3752642      401.57868      1.3752642      401.57868      1.3752642
             30      342.24411      1.3226636      342.24411      1.3226636      342.24411      1.3226636
             35      287.12493      1.2092086      287.12493      1.2092086      287.12493      1.2092086
             40       244.0905      1.1861898       244.0905      1.1861898       244.0905      1.1861898
             45      204.99752       1.117038      204.99752       1.117038      204.99752       1.117038
             50      174.10512      1.0281907      174.10512      1.0281907      174.10512      1.0281907
             55      146.05521      0.9623191      146.05521      0.9623191      146.05521      0.9623191
             60      123.47411     0.87965192      123.47411     0.87965192      123.47411     0.87965192
             65      105.06505     0.81945153      105.06505     0.81945153      105.06505     0.81945153
             70      89.669948     0.71318296      89.669948     0.71318296      89.669948     0.71318296
             75      78.425516     0.78804088      78.425516     0.78804088      78.425516     0.78804088
             80      66.149671     0.65996796      66.149671     0.65996796      66.149671     0.65996796
             85      58.245745     0.65832531      58.245745     0.65832531      58.245745     0.65832531
             90      50.587726     0.58741277      50.587726     0.58741277      50.587726     0.58741277
             95      43.802927     0.54783161      43.802927     0.54783161      43.802927     0.54783161
            100      38.265859     0.52655947      38.265859     0.52655947      38.265859     0.52655947
            105      33.344405     0.53006313      33.344405     0.53006313      33.344405     0.53006313
            110       29.06447     0.43785652       29.06447     0.43785652       29.06447     0.43785652
            115      26.154679     0.46026214      26.154679     0.46026214      26.154679     0.46026214
            120      22.825751     0.41026161      22.825751     0.41026161      22.825751     0.41026161
            125      20.971618     0.43248448      20.971618     0.43248448      20.971618     0.43248448
            130      17.906161     0.29677105      17.906161     0.29677105      17.906161     0.29677105
            135      15.959865     0.31144165      15.959865     0.31144165      15.959865     0.31144165
            140      14.821991     0.39501826      14.821991     0.39501826      14.821991     0.39501826
            145      13.026058     0.31804717      13.026058     0.31804717      13.026058     0.31804717
            150      11.380599     0.26507042      11.380599     0.26507042      11.380599     0.26507042
            155      10.811048     0.25986343      10.811048     0.25986343      10.811048     0.25986343
            160      9.1641508     0.21626134      9.1641508     0.21626134      9.1641508     0.21626134
            165      8.7691277      0.3097501      8.7691277      0.3097501      8.7691277      0.3097501
            170      8.3018221     0.31507812      8.3018221     0.31507812      8.3018221     0.31507812
            175       7.351687     0.22697935       7.351687     0.22697935       7.351687     0.22697935
            180      6.4123074     0.18339414      6.4123074     0.18339414      6.4123074     0.18339414
            185      5.5554041     0.17376692      5.5554041     0.17376692      5.5554041     0.17376692
            190      5.2380911     0.19332584      5.2380911     0.19332584      5.2380911     0.19332584
            195      5.1394495     0.20272673      5.1394495     0.20272673      5.1394495     0.20272673
            200      4.4147053     0.17328355      4.4147053     0.17328355      4.4147053     0.17328355
            205      4.1860978     0.18462618      4.1860978     0.18462618      4.1860978     0.18462618
            210      3.7724508     0.16380674      3.7724508     0.16380674      3.7724508     0.16380674
            215      3.3597155     0.21605962      3.3597155     0.21605962      3.3597155     0.21605962
            220      3.1769106     0.20639816      3.1769106     0.20639816      3.1769106     0.20639816
            225      2.9458336     0.16699272      2.9458336     0.16699272      2.9458336     0.16699272
            230      2.6411288     0.13050118      2.6411288     0.13050118      2.6411288     0.13050118
            235      2.6925053     0.17967068      2.6925053     0.17967068      2.6925053     0.17967068
            240      2.4031579     0.10814085      2.4031579     0.10814085      2.4031579     0.10814085
            245      2.0881484     0.11977532      2.0881484     0.11977532      2.0881484     0.11977532
            250      1.9427811    0.098610407      1.9427811    0.098610407      1.9427811    0.098610407
            255      1.7259764    0.085060852      1.7259764    0.085060852      1.7259764    0.085060852
            260      1.9719006     0.18886226      1.9719006     0.18886226      1.9719006     0.18886226
            265      1.6942127     0.13690048      1.6942127     0.13690048      1.6942127     0.13690048
            270       1.633445     0.18200099       1.633445     0.18200099       1.633445     0.18200099
            275      1.3519257     0.14500378      1.3519257     0.14500378      1.3519257     0.14500378
            280      1.3595195     0.15552938      1.3595195     0.15552938      1.3595195     0.15552938
            285      1.3795629     0.21022036      1.3795629     0.21022036      1.3795629     0.21022036
            290      1.0001057     0.05102803      1.0001057     0.05102803      1.0001057     0.05102803
            295     0.98602511    0.075269441     0.98602511    0.075269441     0.98602511    0.075269441
            300     0.93672618    0.060140034     0.93672618    0.060140034     0.93672618    0.060140034
            305     0.91193449    0.098499225     0.91193449    0.098499225     0.91193449    0.098499225
            310     0.87593526    0.096356636     0.87593526    0.096356636     0.87593526    0.096356636
            315     0.80166022    0.080223181     0.80166022    0.080223181     0.80166022    0.080223181
            320     0.59372339    0.033704356     0.59372339    0.033704356     0.59372339    0.033704356
            325     0.70135873    0.074872696     0.70135873    0.074872696     0.70135873    0.074872696
            330     0.66114006    0.079243837     0.66114006    0.079243837     0.66114006    0.079243837
            335      0.5946925    0.053417262      0.5946925    0.053417262      0.5946925    0.053417262
            340     0.46442441    0.036076504     0.46442441    0.036076504     0.46442441    0.036076504
            345     0.61655492    0.081553182     0.61655492    0.081553182     0.61655492    0.081553182
            350     0.59473614     0.08286277     0.59473614     0.08286277     0.59473614     0.08286277
            355     0.46105146    0.048279883     0.46105146    0.048279883     0.46105146    0.048279883
            360     0.51847396     0.11429357     0.51847396     0.11429357     0.51847396     0.11429357
            365     0.42531742    0.064035445     0.42531742    0.064035445     0.42531742    0.064035445
            370     0.56561969     0.14256214     0.56561969     0.14256214     0.56561969     0.14256214
            375     0.34633834    0.039728664     0.34633834    0.039728664     0.34633834    0.039728664
            380     0.37466686    0.052029233     0.37466686    0.052029233     0.37466686    0.052029233
            385      0.2981261    0.034871921      0.2981261    0.034871921      0.2981261    0.034871921
            390     0.32074983     0.04153992     0.32074983     0.04153992     0.32074983     0.04153992
            395     0.31602145    0.062204203     0.31602145    0.062204203     0.31602145    0.062204203
            400     0.35476407    0.052520876     0.35476407    0.052520876     0.35476407    0.052520876
            405     0.24303258    0.030622904     0.24303258    0.030622904     0.24303258    0.030622904
            410     0.29014446    0.081672902     0.29014446    0.081672902     0.29014446    0.081672902
            415     0.21086366    0.018625851     0.21086366    0.018625851     0.21086366    0.018625851
            420     0.30011539    0.084172389     0.30011539    0.084172389     0.30011539    0.084172389
            425     0.23315118    0.038987398     0.23315118    0.038987398     0.23315118    0.038987398
            430     0.24839846    0.070727379     0.24839846    0.070727379     0.24839846    0.070727379
            435     0.14516283    0.016956652     0.14516283    0.016956652     0.14516283    0.016956652
            440     0.28184358    0.081165208     0.28184358    0.081165208     0.28184358    0.081165208
            445     0.17534421    0.027875546     0.17534421    0.027875546     0.17534421    0.027875546
            450      0.1370577    0.018062437      0.1370577    0.018062437      0.1370577    0.018062437
            455     0.18854911    0.038659994     0.18854911    0.038659994     0.18854911    0.038659994
            460     0.12294057    0.015273533     0.12294057    0.015273533     0.12294057    0.015273533
            465     0.17026629    0.047622025     0.17026629    0.047622025     0.17026629    0.047622025
            470     0.11144201    0.025034278     0.11144201    0.025034278     0.11144201    0.025034278
            475     0.19966685    0.048131924     0.19966685    0.048131924     0.19966685    0.048131924
            480     0.12474746    0.022120664     0.12474746    0.022120664     0.12474746    0.022120664
            485     0.13015177     0.04266745     0.13015177     0.04266745     0.13015177     0.04266745
            490     0.24812459     0.14356666     0.24812459     0.14356666     0.24812459     0.14356666
            495    0.099791771     0.02416052    0.099791771     0.02416052    0.099791771     0.02416052
            500    0.086161358    0.030136783    0.086161358    0.030136783    0.086161358    0.030136783
            505    0.076087539   0.0087741376    0.076087539   0.0087741376    0.076087539   0.0087741376
            510    0.051435925   0.0090495863    0.051435925   0.0090495863    0.051435925   0.0090495863
            515    0.082166456    0.019356471    0.082166456    0.019356471    0.082166456    0.019356471
            520     0.06054928   0.0077705828     0.06054928   0.0077705828     0.06054928   0.0077705828
            525     0.16952959    0.082600258     0.16952959    0.082600258     0.16952959    0.082600258
            530    0.066578642    0.014677369    0.066578642    0.014677369    0.066578642    0.014677369
            535     0.10288398    0.027336888     0.10288398    0.027336888     0.10288398    0.027336888
            540    0.050828071    0.010428662    0.050828071    0.010428662    0.050828071    0.010428662
            545    0.077565649    0.016079503    0.077565649    0.016079503    0.077565649    0.016079503
            550    0.038235984   0.0061453463    0.038235984   0.0061453463    0.038235984   0.0061453463
            555    0.044417874    0.015576673    0.044417874    0.015576673    0.044417874    0.015576673
            560    0.081803149    0.022946557    0.081803149    0.022946557    0.081803149    0.022946557
            565    0.059974468   0.0098885793    0.059974468   0.0098885793    0.059974468   0.0098885793
            570    0.077010393    0.043712179    0.077010393    0.043712179    0.077010393    0.043712179
            575    0.057787519    0.018736853    0.057787519    0.018736853    0.057787519    0.018736853
            580    0.036639311   0.0091528759    0.036639311   0.0091528759    0.036639311   0.0091528759
            585    0.042614764   0.0097229454    0.042614764   0.0097229454    0.042614764   0.0097229454
            590    0.039705256    0.011036272    0.039705256    0.011036272    0.039705256    0.011036272
            595        0.03372    0.006575907        0.03372    0.006575907        0.03372    0.006575907
            600    0.021604823   0.0044156648    0.021604823   0.0044156648    0.021604823   0.0044156648
            605    0.026535079   0.0053766113    0.026535079   0.0053766113    0.026535079   0.0053766113
            610    0.035413031    0.010353506    0.035413031    0.010353506    0.035413031    0.010353506
            615    0.028246587   0.0072057522    0.028246587   0.0072057522    0.028246587   0.0072057522
            620    0.022084036   0.0045991656    0.022084036   0.0045991656    0.022084036   0.0045991656
            625    0.026354763    0.010326321    0.026354763    0.010326321    0.026354763    0.010326321
            630    0.026112579   0.0074259213    0.026112579   0.0074259213    0.026112579   0.0074259213
            635    0.020162461   0.0058954714    0.020162461   0.0058954714    0.020162461   0.0058954714
            640    0.021220276   0.0042211559    0.021220276   0.0042211559    0.021220276   0.0042211559
            645    0.014618957   0.0039241062    0.014618957   0.0039241062    0.014618957   0.0039241062
            650     0.03945941    0.012227267     0.03945941    0.012227267     0.03945941    0.012227267
            655    0.015272264   0.0036306426    0.015272264   0.0036306426    0.015272264   0.0036306426
            660   0.0049424608   0.0028925551   0.0049424608   0.0028925551   0.0049424608   0.0028925551
            665    0.017578209     0.00442838    0.017578209     0.00442838    0.017578209     0.00442838
            670     0.04072309    0.022474563     0.04072309    0.022474563     0.04072309    0.022474563
            675    0.012882303   0.0037670812    0.012882303   0.0037670812    0.012882303   0.0037670812
            680    0.014616122   0.0033308745    0.014616122   0.0033308745    0.014616122   0.0033308745
            685    0.018249902   0.0050264918    0.018249902   0.0050264918    0.018249902   0.0050264918
            690   0.0079089566   0.0028073797   0.0079089566   0.0028073797   0.0079089566   0.0028073797
            695   0.0080809841   0.0023456668   0.0080809841   0.0023456668   0.0080809841   0.0023456668
            700    0.027603622    0.014390623    0.027603622    0.014390623    0.027603622    0.014390623
            705   0.0069387599   0.0034286226   0.0069387599   0.0034286226   0.0069387599   0.0034286226
            710    0.017396496   0.0057082746    0.017396496   0.0057082746    0.017396496   0.0057082746
            715    0.015302224    0.003937404    0.015302224    0.003937404    0.015302224    0.003937404
            720    0.012923445   0.0034817735    0.012923445   0.0034817735    0.012923445   0.0034817735
            725    0.027546085    0.014687219    0.027546085    0.014687219    0.027546085    0.014687219
            730    0.010446575   0.0031315304    0.010446575   0.0031315304    0.010446575   0.0031315304
            735   0.0038905906   0.0019777264   0.0038905906   0.0019777264   0.0038905906   0.0019777264
            740   0.0085098227   0.0027045642   0.0085098227   0.0027045642   0.0085098227   0.0027045642
            745   0.0068019093   0.0023314149   0.0068019093   0.0023314149   0.0068019093   0.0023314149
            750    0.019752579    0.011145164    0.019752579    0.011145164    0.019752579    0.011145164
            755   0.0020641732   0.0012081502   0.0020641732   0.0012081502   0.0020641732   0.0012081502
            760   0.0032206102   0.0017940266   0.0032206102   0.0017940266   0.0032206102   0.0017940266
            765    0.013293051   0.0051579974    0.013293051   0.0051579974    0.013293051   0.0051579974
            770    0.015522854   0.0093144556    0.015522854   0.0093144556    0.015522854   0.0093144556
            775   0.0056990296   0.0021929174   0.0056990296   0.0021929174   0.0056990296   0.0021929174
            780    0.018519409   0.0095009233    0.018519409   0.0095009233    0.018519409   0.0095009233
            785   0.0057457283   0.0023056132   0.0057457283   0.0023056132   0.0057457283   0.0023056132
            790   0.0081244684   0.0026288324   0.0081244684   0.0026288324   0.0081244684   0.0026288324
            795   0.0044354724   0.0019723895   0.0044354724   0.0019723895   0.0044354724   0.0019723895
            800   0.0029188583   0.0017998019   0.0029188583   0.0017998019   0.0029188583   0.0017998019
            805   0.0042524212   0.0020675532   0.0042524212   0.0020675532   0.0042524212   0.0020675532
            810   0.0064522244   0.0025934056   0.0064522244   0.0025934056   0.0064522244   0.0025934056
            815     0.01869061   0.0096225762     0.01869061   0.0096225762     0.01869061   0.0096225762
            820   0.0052734842   0.0020017714   0.0052734842   0.0020017714   0.0052734842   0.0020017714
            825   0.0052519665   0.0019749345   0.0052519665   0.0019749345   0.0052519665   0.0019749345
            830   0.0065731891    0.002698898   0.0065731891    0.002698898   0.0065731891    0.002698898
            835   0.0041958858   0.0019236657   0.0041958858   0.0019236657   0.0041958858   0.0019236657
            840   0.0018344094   0.0015213152   0.0018344094   0.0015213152   0.0018344094   0.0015213152
            845   0.0027380315   0.0029309943   0.0027380315   0.0029309943   0.0027380315   0.0029309943
            850   0.0022172441    0.001690503   0.0022172441    0.001690503   0.0022172441    0.001690503
            855   0.0023205315   0.0011613928   0.0023205315   0.0011613928   0.0023205315   0.0011613928
            860   0.0019542913   0.0015681783   0.0019542913   0.0015681783   0.0019542913   0.0015681783
            865   0.0050496456    0.002205038   0.0050496456    0.002205038   0.0050496456    0.002205038
            870    0.013026594    0.010883301    0.013026594    0.010883301    0.013026594    0.010883301
            875   0.0024771457   0.0013776326   0.0024771457   0.0013776326   0.0024771457   0.0013776326
            880   0.0028529725   0.0016150882   0.0028529725   0.0016150882   0.0028529725   0.0016150882
            885  0.00057952757   0.0012281126  0.00057952757   0.0012281126  0.00057952757   0.0012281126
            890   0.0047579921   0.0032974698   0.0047579921   0.0032974698   0.0047579921   0.0032974698
            895   0.0036214173   0.0018859255   0.0036214173   0.0018859255   0.0036214173   0.0018859255
            900   0.0045315551   0.0020881724   0.0045315551   0.0020881724   0.0045315551   0.0020881724
            905   0.0018886222   0.0014233052   0.0018886222   0.0014233052   0.0018886222   0.0014233052
            910   0.0001570866  0.00096419444   0.0001570866  0.00096419444   0.0001570866  0.00096419444
            915   0.0021799016   0.0012741596   0.0021799016   0.0012741596   0.0021799016   0.0012741596
            920   0.0070652167   0.0053979797   0.0070652167   0.0053979797   0.0070652167   0.0053979797
            925   0.0027976378   0.0014098143   0.0027976378   0.0014098143   0.0027976378   0.0014098143
            930   0.0042076969   0.0017284664   0.0042076969   0.0017284664   0.0042076969   0.0017284664
            935  0.00057470475   0.0012268446  0.00057470475   0.0012268446  0.00057470475   0.0012268446
            940    0.002846063   0.0012903142    0.002846063   0.0012903142    0.002846063   0.0012903142
            945    0.032030492    0.030816521    0.032030492    0.030816521    0.032030492    0.030816521
            950   0.0021780511   0.0013996562   0.0021780511   0.0013996562   0.0021780511   0.0013996562
            955   0.0012672244  0.00092383542   0.0012672244  0.00092383542   0.0012672244  0.00092383542
            960   0.0028852756   0.0014792968   0.0028852756   0.0014792968   0.0028852756   0.0014792968
            965              0              0              0              0              0              0
            970   0.0021061811    0.001224822   0.0021061811    0.001224822   0.0021061811    0.001224822
            975  0.00061433071  0.00061429999  0.00061433071  0.00061429999  0.00061433071  0.00061429999
