#   pt_Z-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.5120793    0.096197051      1.5120793    0.096197051      1.5120793    0.096197051
              5      4.7049484     0.15980614      4.7049484     0.15980614      4.7049484     0.15980614
             10      7.5656157     0.17253519      7.5656157     0.17253519      7.5656157     0.17253519
             15      10.272994     0.21367657      10.272994     0.21367657      10.272994     0.21367657
             20      13.222932     0.28718387      13.222932     0.28718387      13.222932     0.28718387
             25      14.680288     0.24373202      14.680288     0.24373202      14.680288     0.24373202
             30       17.64924     0.35000058       17.64924     0.35000058       17.64924     0.35000058
             35      19.300462     0.37520045      19.300462     0.37520045      19.300462     0.37520045
             40      20.072752     0.33259768      20.072752     0.33259768      20.072752     0.33259768
             45       21.47139     0.38924715       21.47139     0.38924715       21.47139     0.38924715
             50      22.582172     0.47699875      22.582172     0.47699875      22.582172     0.47699875
             55      23.244416     0.43783629      23.244416     0.43783629      23.244416     0.43783629
             60      23.864013        0.47369      23.864013        0.47369      23.864013        0.47369
             65      22.980798     0.43628103      22.980798     0.43628103      22.980798     0.43628103
             70      23.177934     0.48501174      23.177934     0.48501174      23.177934     0.48501174
             75      24.261616     0.56724658      24.261616     0.56724658      24.261616     0.56724658
             80      24.038179     0.59483271      24.038179     0.59483271      24.038179     0.59483271
             85      23.098304     0.49684513      23.098304     0.49684513      23.098304     0.49684513
             90      22.436746     0.53362447      22.436746     0.53362447      22.436746     0.53362447
             95      21.562106      0.4720985      21.562106      0.4720985      21.562106      0.4720985
            100      22.026811      0.5250577      22.026811      0.5250577      22.026811      0.5250577
            105      20.347685     0.42748298      20.347685     0.42748298      20.347685     0.42748298
            110      20.700225     0.52051351      20.700225     0.52051351      20.700225     0.52051351
            115      19.534786     0.44644906      19.534786     0.44644906      19.534786     0.44644906
            120      18.751093     0.44276103      18.751093     0.44276103      18.751093     0.44276103
            125      17.496892     0.33721873      17.496892     0.33721873      17.496892     0.33721873
            130      17.534527     0.42819686      17.534527     0.42819686      17.534527     0.42819686
            135       15.91749     0.31246428       15.91749     0.31246428       15.91749     0.31246428
            140      15.522455     0.36962891      15.522455     0.36962891      15.522455     0.36962891
            145      14.442743     0.32533638      14.442743     0.32533638      14.442743     0.32533638
            150      13.029863     0.28640161      13.029863     0.28640161      13.029863     0.28640161
            155      12.422844     0.27340503      12.422844     0.27340503      12.422844     0.27340503
            160      11.207021     0.24579498      11.207021     0.24579498      11.207021     0.24579498
            165      10.426173     0.25282939      10.426173     0.25282939      10.426173     0.25282939
            170      9.1765996     0.19159494      9.1765996     0.19159494      9.1765996     0.19159494
            175       8.888379     0.25676658       8.888379     0.25676658       8.888379     0.25676658
            180      8.7869025     0.35459095      8.7869025     0.35459095      8.7869025     0.35459095
            185       7.458191     0.22301942       7.458191     0.22301942       7.458191     0.22301942
            190      6.6733137       0.167907      6.6733137       0.167907      6.6733137       0.167907
            195      6.3905049     0.26822616      6.3905049     0.26822616      6.3905049     0.26822616
            200      5.8522827     0.17679577      5.8522827     0.17679577      5.8522827     0.17679577
            205      5.3112302     0.14483439      5.3112302     0.14483439      5.3112302     0.14483439
            210        5.10875     0.28997408        5.10875     0.28997408        5.10875     0.28997408
            215      4.6096338     0.13693646      4.6096338     0.13693646      4.6096338     0.13693646
            220      3.8903062     0.11659287      3.8903062     0.11659287      3.8903062     0.11659287
            225      4.0210998     0.18639829      4.0210998     0.18639829      4.0210998     0.18639829
            230      3.5087372     0.11084069      3.5087372     0.11084069      3.5087372     0.11084069
            235      3.4189839     0.13151635      3.4189839     0.13151635      3.4189839     0.13151635
            240      3.0104588     0.10865682      3.0104588     0.10865682      3.0104588     0.10865682
            245       2.862391     0.18834693       2.862391     0.18834693       2.862391     0.18834693
            250      2.6331736     0.10573276      2.6331736     0.10573276      2.6331736     0.10573276
            255      2.4924775     0.10137207      2.4924775     0.10137207      2.4924775     0.10137207
            260      2.2921269    0.088123809      2.2921269    0.088123809      2.2921269    0.088123809
            265      2.0278478    0.076781771      2.0278478    0.076781771      2.0278478    0.076781771
            270      1.9392063    0.078534592      1.9392063    0.078534592      1.9392063    0.078534592
            275       1.827423     0.12864895       1.827423     0.12864895       1.827423     0.12864895
            280      1.6391833    0.076418528      1.6391833    0.076418528      1.6391833    0.076418528
            285      1.6146401    0.091863476      1.6146401    0.091863476      1.6146401    0.091863476
            290      1.5768941     0.13081707      1.5768941     0.13081707      1.5768941     0.13081707
            295      1.4247675    0.087466994      1.4247675    0.087466994      1.4247675    0.087466994
            300      1.3873849     0.13410553      1.3873849     0.13410553      1.3873849     0.13410553
            305      1.1739596    0.057176304      1.1739596    0.057176304      1.1739596    0.057176304
            310      1.0458666    0.080046926      1.0458666    0.080046926      1.0458666    0.080046926
            315      1.0039828    0.061829561      1.0039828    0.061829561      1.0039828    0.061829561
            320      1.0055521    0.081801402      1.0055521    0.081801402      1.0055521    0.081801402
            325     0.94875878    0.071583802     0.94875878    0.071583802     0.94875878    0.071583802
            330     0.72718094    0.040752387     0.72718094    0.040752387     0.72718094    0.040752387
            335     0.76489649       0.046232     0.76489649       0.046232     0.76489649       0.046232
            340      0.9126306     0.13499006      0.9126306     0.13499006      0.9126306     0.13499006
            345      0.5736139     0.09034197      0.5736139     0.09034197      0.5736139     0.09034197
            350     0.56755364    0.042175495     0.56755364    0.042175495     0.56755364    0.042175495
            355     0.53226777    0.046067561     0.53226777    0.046067561     0.53226777    0.046067561
            360     0.64392354     0.13974713     0.64392354     0.13974713     0.64392354     0.13974713
            365     0.47426206    0.035398817     0.47426206    0.035398817     0.47426206    0.035398817
            370     0.46021102    0.042246206     0.46021102    0.042246206     0.46021102    0.042246206
            375     0.49795651    0.045868384     0.49795651    0.045868384     0.49795651    0.045868384
            380     0.56754573      0.1037002     0.56754573      0.1037002     0.56754573      0.1037002
            385     0.47015386    0.045899658     0.47015386    0.045899658     0.47015386    0.045899658
            390     0.38988383    0.052994801     0.38988383    0.052994801     0.38988383    0.052994801
            395     0.32913619    0.027070938     0.32913619    0.027070938     0.32913619    0.027070938
            400     0.43243328    0.057404758     0.43243328    0.057404758     0.43243328    0.057404758
            405     0.27241514    0.037285858     0.27241514    0.037285858     0.27241514    0.037285858
            410     0.33472734    0.036492221     0.33472734    0.036492221     0.33472734    0.036492221
            415     0.39456443     0.11867127     0.39456443     0.11867127     0.39456443     0.11867127
            420     0.20767117    0.017013311     0.20767117    0.017013311     0.20767117    0.017013311
            425     0.24901961    0.029326827     0.24901961    0.029326827     0.24901961    0.029326827
            430     0.29402088     0.04960298     0.29402088     0.04960298     0.29402088     0.04960298
            435     0.17888382     0.01833539     0.17888382     0.01833539     0.17888382     0.01833539
            440     0.20483418    0.029444684     0.20483418    0.029444684     0.20483418    0.029444684
            445     0.16698575    0.016831015     0.16698575    0.016831015     0.16698575    0.016831015
            450     0.24641665    0.079682693     0.24641665    0.079682693     0.24641665    0.079682693
            455     0.19791145    0.031586407     0.19791145    0.031586407     0.19791145    0.031586407
            460     0.16767531    0.018111324     0.16767531    0.018111324     0.16767531    0.018111324
            465     0.18237127    0.035401943     0.18237127    0.035401943     0.18237127    0.035401943
            470     0.17069274    0.038589692     0.17069274    0.038589692     0.17069274    0.038589692
            475     0.12152709    0.015663833     0.12152709    0.015663833     0.12152709    0.015663833
            480     0.13373039    0.016841448     0.13373039    0.016841448     0.13373039    0.016841448
            485     0.13156419    0.024135154     0.13156419    0.024135154     0.13156419    0.024135154
            490     0.12677311    0.016939777     0.12677311    0.016939777     0.12677311    0.016939777
            495     0.10469124    0.013560481     0.10469124    0.013560481     0.10469124    0.013560481
            500     0.12274805     0.02435099     0.12274805     0.02435099     0.12274805     0.02435099
