#  pt_Z-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      356.53233       1.526459      356.53233       1.526459      356.53233       1.526459
              5      837.41955       2.156113      837.41955       2.156113      837.41955       2.156113
             10      963.80663      2.1677517      963.80663      2.1677517      963.80663      2.1677517
             15      902.13255      2.1062683      902.13255      2.1062683      902.13255      2.1062683
             20      771.61423      1.8761443      771.61423      1.8761443      771.61423      1.8761443
             25      632.26582      1.6384041      632.26582      1.6384041      632.26582      1.6384041
             30      508.69436       1.480541      508.69436       1.480541      508.69436       1.480541
             35      401.41292      1.2800932      401.41292      1.2800932      401.41292      1.2800932
             40      312.56728      1.1043886      312.56728      1.1043886      312.56728      1.1043886
             45      245.11566     0.96825351      245.11566     0.96825351      245.11566     0.96825351
             50      189.98639      0.9247416      189.98639      0.9247416      189.98639      0.9247416
             55      148.83532     0.79208354      148.83532     0.79208354      148.83532     0.79208354
             60      116.74986     0.68391441      116.74986     0.68391441      116.74986     0.68391441
             65      94.567085     0.65705469      94.567085     0.65705469      94.567085     0.65705469
             70      75.789124     0.60072295      75.789124     0.60072295      75.789124     0.60072295
             75      61.225241     0.50619755      61.225241     0.50619755      61.225241     0.50619755
             80      49.155012     0.46602518      49.155012     0.46602518      49.155012     0.46602518
             85      39.178226     0.34624723      39.178226     0.34624723      39.178226     0.34624723
             90      31.641109     0.30811583      31.641109     0.30811583      31.641109     0.30811583
             95      25.180711     0.24570642      25.180711     0.24570642      25.180711     0.24570642
            100      20.417279     0.22316815      20.417279     0.22316815      20.417279     0.22316815
            105      16.555574     0.19274813      16.555574     0.19274813      16.555574     0.19274813
            110      13.180011     0.14964697      13.180011     0.14964697      13.180011     0.14964697
            115      10.877001     0.15719118      10.877001     0.15719118      10.877001     0.15719118
            120       9.047839     0.18759353       9.047839     0.18759353       9.047839     0.18759353
            125       7.195778     0.10497059       7.195778     0.10497059       7.195778     0.10497059
            130      6.0138747     0.10865002      6.0138747     0.10865002      6.0138747     0.10865002
            135       4.815449    0.083155078       4.815449    0.083155078       4.815449    0.083155078
            140      4.2032443    0.090475967      4.2032443    0.090475967      4.2032443    0.090475967
            145      3.4703356    0.074901413      3.4703356    0.074901413      3.4703356    0.074901413
            150      2.8850804    0.067713154      2.8850804    0.067713154      2.8850804    0.067713154
            155      2.5303984    0.077485606      2.5303984    0.077485606      2.5303984    0.077485606
            160      2.1087891    0.057933041      2.1087891    0.057933041      2.1087891    0.057933041
            165      1.8403567    0.043115302      1.8403567    0.043115302      1.8403567    0.043115302
            170      1.5167722    0.038303846      1.5167722    0.038303846      1.5167722    0.038303846
            175      1.3359623    0.036974515      1.3359623    0.036974515      1.3359623    0.036974515
            180      1.2149018    0.038114644      1.2149018    0.038114644      1.2149018    0.038114644
