# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      104.66248     0.31430432      104.66248     0.31430432      104.66248     0.31430432
             50       45.20811     0.21884903       45.20811     0.21884903       45.20811     0.21884903
             70      23.985432     0.17047844      23.985432     0.17047844      23.985432     0.17047844
             90      14.077925     0.13932841      14.077925     0.13932841      14.077925     0.13932841
            110      7.2897608    0.065888134      7.2897608    0.065888134      7.2897608    0.065888134
            150      3.1819162    0.039735332      3.1819162    0.039735332      3.1819162    0.039735332
            200      3.1819162    0.039735332      3.1819162    0.039735332      3.1819162    0.039735332
