#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            100      798.58105      1.3470954      798.58105      1.3470954      798.58105      1.3470954
            110      729.83324      1.3037408      729.83324      1.3037408      729.83324      1.3037408
            120      591.00644       1.163565      591.00644       1.163565      591.00644       1.163565
            130      467.18838       1.011981      467.18838       1.011981      467.18838       1.011981
            140      374.84337      0.9109609      374.84337      0.9109609      374.84337      0.9109609
            150      304.81866     0.80838961      304.81866     0.80838961      304.81866     0.80838961
            160       250.4044     0.75347822       250.4044     0.75347822       250.4044     0.75347822
            170      209.27203      0.6615562      209.27203      0.6615562      209.27203      0.6615562
            180      177.21361      0.6564354      177.21361      0.6564354      177.21361      0.6564354
            190      151.39046     0.60727502      151.39046     0.60727502      151.39046     0.60727502
            200      131.14292     0.56495008      131.14292     0.56495008      131.14292     0.56495008
            210      113.50325     0.51391635      113.50325     0.51391635      113.50325     0.51391635
            220      99.251944     0.48226018      99.251944     0.48226018      99.251944     0.48226018
            230      87.601608      0.4597791      87.601608      0.4597791      87.601608      0.4597791
            240      77.719592     0.46691019      77.719592     0.46691019      77.719592     0.46691019
            250       68.35264     0.41029859       68.35264     0.41029859       68.35264     0.41029859
            260      61.153302     0.40162955      61.153302     0.40162955      61.153302     0.40162955
            270      55.197885     0.37414741      55.197885     0.37414741      55.197885     0.37414741
            280      49.486399       0.353913      49.486399       0.353913      49.486399       0.353913
            290      44.766951     0.36191898      44.766951     0.36191898      44.766951     0.36191898
            300      41.066873     0.36551135      41.066873     0.36551135      41.066873     0.36551135
            310      36.567193     0.31267036      36.567193     0.31267036      36.567193     0.31267036
            320      33.512541      0.2967068      33.512541      0.2967068      33.512541      0.2967068
            330       31.17938       0.300709       31.17938       0.300709       31.17938       0.300709
            340      28.249392     0.26514538      28.249392     0.26514538      28.249392     0.26514538
            350      26.017485     0.26420502      26.017485     0.26420502      26.017485     0.26420502
            360      24.036706     0.27060401      24.036706     0.27060401      24.036706     0.27060401
            370      21.796809     0.26768273      21.796809     0.26768273      21.796809     0.26768273
            380      20.520885     0.25853997      20.520885     0.25853997      20.520885     0.25853997
            390      18.679765     0.21432473      18.679765     0.21432473      18.679765     0.21432473
            400      17.437433     0.19662857      17.437433     0.19662857      17.437433     0.19662857
            410      16.227244     0.21162547      16.227244     0.21162547      16.227244     0.21162547
            420      14.833481     0.19702136      14.833481     0.19702136      14.833481     0.19702136
            430      14.191657     0.22108479      14.191657     0.22108479      14.191657     0.22108479
            440      13.212053     0.24297401      13.212053     0.24297401      13.212053     0.24297401
            450      11.930497     0.17648716      11.930497     0.17648716      11.930497     0.17648716
            460      11.392717      0.2012792      11.392717      0.2012792      11.392717      0.2012792
            470      10.324677     0.17411411      10.324677     0.17411411      10.324677     0.17411411
            480       9.803126      0.1843821       9.803126      0.1843821       9.803126      0.1843821
            490      9.1936663      0.1681657      9.1936663      0.1681657      9.1936663      0.1681657
            500      8.6563051     0.19446127      8.6563051     0.19446127      8.6563051     0.19446127
            510      8.0843728     0.14786137      8.0843728     0.14786137      8.0843728     0.14786137
            520      7.2437133      0.1147331      7.2437133      0.1147331      7.2437133      0.1147331
            530      7.2909539     0.14336372      7.2909539     0.14336372      7.2909539     0.14336372
            540      6.6045119     0.13118678      6.6045119     0.13118678      6.6045119     0.13118678
            550      6.2151331     0.12334102      6.2151331     0.12334102      6.2151331     0.12334102
            560      5.9822813     0.14548422      5.9822813     0.14548422      5.9822813     0.14548422
            570      5.4906124     0.12420257      5.4906124     0.12420257      5.4906124     0.12420257
            580      5.5850022      0.1366601      5.5850022      0.1366601      5.5850022      0.1366601
            590      5.1202294     0.13152564      5.1202294     0.13152564      5.1202294     0.13152564
            600      4.8543477     0.15500175      4.8543477     0.15500175      4.8543477     0.15500175
            610      4.2328704     0.10136738      4.2328704     0.10136738      4.2328704     0.10136738
            620      3.9913689    0.087840536      3.9913689    0.087840536      3.9913689    0.087840536
            630       3.898018    0.090364821       3.898018    0.090364821       3.898018    0.090364821
            640      3.7927765     0.12285961      3.7927765     0.12285961      3.7927765     0.12285961
            650      3.4507528    0.078153783      3.4507528    0.078153783      3.4507528    0.078153783
            660       3.335883    0.078203044       3.335883    0.078203044       3.335883    0.078203044
            670      3.3872038     0.12081861      3.3872038     0.12081861      3.3872038     0.12081861
            680      3.0175084      0.0886665      3.0175084      0.0886665      3.0175084      0.0886665
            690      2.9110252    0.096354043      2.9110252    0.096354043      2.9110252    0.096354043
            700      2.7939685    0.088686194      2.7939685    0.088686194      2.7939685    0.088686194
            710      2.5858875    0.077145115      2.5858875    0.077145115      2.5858875    0.077145115
            720      2.4418757     0.07139515      2.4418757     0.07139515      2.4418757     0.07139515
            730      2.4603056    0.079984319      2.4603056    0.079984319      2.4603056    0.079984319
            740      2.3635308    0.086000735      2.3635308    0.086000735      2.3635308    0.086000735
            750      2.2823372     0.10398839      2.2823372     0.10398839      2.2823372     0.10398839
            760      2.0187404    0.088895191      2.0187404    0.088895191      2.0187404    0.088895191
            770      1.9111335    0.055724284      1.9111335    0.055724284      1.9111335    0.055724284
            780      1.9224778    0.088204256      1.9224778    0.088204256      1.9224778    0.088204256
            790      1.7915751    0.063838289      1.7915751    0.063838289      1.7915751    0.063838289
            800      1.6954965    0.066094902      1.6954965    0.066094902      1.6954965    0.066094902
            810      1.6731969    0.063092757      1.6731969    0.063092757      1.6731969    0.063092757
            820      1.4407313    0.039209348      1.4407313    0.039209348      1.4407313    0.039209348
            830      1.3512395    0.062124792      1.3512395    0.062124792      1.3512395    0.062124792
            840       1.452041    0.056358853       1.452041    0.056358853       1.452041    0.056358853
            850      1.5375026    0.090724557      1.5375026    0.090724557      1.5375026    0.090724557
            860      1.2340489    0.050945777      1.2340489    0.050945777      1.2340489    0.050945777
            870      1.2007847    0.071144175      1.2007847    0.071144175      1.2007847    0.071144175
            880      1.1149242    0.048899065      1.1149242    0.048899065      1.1149242    0.048899065
            890      1.0579167      0.0340217      1.0579167      0.0340217      1.0579167      0.0340217
            900      1.0984868    0.042280527      1.0984868    0.042280527      1.0984868    0.042280527
            910      1.0508242    0.042106235      1.0508242    0.042106235      1.0508242    0.042106235
            920      1.1272851    0.084594236      1.1272851    0.084594236      1.1272851    0.084594236
            930      1.0056638    0.059776822      1.0056638    0.059776822      1.0056638    0.059776822
            940      0.9681656    0.054734331      0.9681656    0.054734331      0.9681656    0.054734331
            950     0.93482955    0.044468976     0.93482955    0.044468976     0.93482955    0.044468976
            960     0.81030606     0.03529183     0.81030606     0.03529183     0.81030606     0.03529183
            970     0.78902033    0.035195165     0.78902033    0.035195165     0.78902033    0.035195165
            980     0.71660843     0.03211251     0.71660843     0.03211251     0.71660843     0.03211251
            990      0.7371252    0.046247117      0.7371252    0.046247117      0.7371252    0.046247117
           1000      0.7371252    0.046247117      0.7371252    0.046247117      0.7371252    0.046247117
