# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      335.79801      4.2061312      335.79801      4.2061312      335.79801      4.2061312
            0.4      328.69039      4.4305085      328.69039      4.4305085      328.69039      4.4305085
            0.8      290.60774      4.5528989      290.60774      4.5528989      290.60774      4.5528989
            1.2      245.83757      4.3521618      245.83757      4.3521618      245.83757      4.3521618
            1.6      180.57566       3.393809      180.57566       3.393809      180.57566       3.393809
              2      122.63848      3.0630666      122.63848      3.0630666      122.63848      3.0630666
            2.4      122.63848      3.0630666      122.63848      3.0630666      122.63848      3.0630666
