#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       23.46866      1.0155675       23.46866      1.0155675       23.46866      1.0155675
              1      68.581293      1.5617632      68.581293      1.5617632      68.581293      1.5617632
              2      114.10704       1.887374      114.10704       1.887374      114.10704       1.887374
              3      162.76796      2.3707232      162.76796      2.3707232      162.76796      2.3707232
              4      209.79088      2.4414963      209.79088      2.4414963      209.79088      2.4414963
              5      257.13228      2.7008515      257.13228      2.7008515      257.13228      2.7008515
              6      307.51955      3.0323337      307.51955      3.0323337      307.51955      3.0323337
              7      359.74434      3.7347177      359.74434      3.7347177      359.74434      3.7347177
              8      402.30163      3.5019623      402.30163      3.5019623      402.30163      3.5019623
              9      453.47758      3.5667994      453.47758      3.5667994      453.47758      3.5667994
             10      514.91671      4.3771511      514.91671      4.3771511      514.91671      4.3771511
             11      566.91981      4.4188594      566.91981      4.4188594      566.91981      4.4188594
             12      615.63006      4.2849583      615.63006      4.2849583      615.63006      4.2849583
             13      677.62867       4.752627      677.62867       4.752627      677.62867       4.752627
             14      736.94153      4.9545354      736.94153      4.9545354      736.94153      4.9545354
             15      797.97394      5.3741206      797.97394      5.3741206      797.97394      5.3741206
             16      850.36896      5.1341014      850.36896      5.1341014      850.36896      5.1341014
             17      905.53314      5.3107494      905.53314      5.3107494      905.53314      5.3107494
             18      961.11874      5.4088616      961.11874      5.4088616      961.11874      5.4088616
             19      1032.9279      5.9845309      1032.9279      5.9845309      1032.9279      5.9845309
             20      1077.5148      5.5797285      1077.5148      5.5797285      1077.5148      5.5797285
             21      1137.1195      6.0318414      1137.1195      6.0318414      1137.1195      6.0318414
             22      1186.8789      5.8256005      1186.8789      5.8256005      1186.8789      5.8256005
             23      1249.2892      5.9946665      1249.2892      5.9946665      1249.2892      5.9946665
             24      1300.9225      6.0880026      1300.9225      6.0880026      1300.9225      6.0880026
             25       1340.134      5.9352084       1340.134      5.9352084       1340.134      5.9352084
             26      1394.2347      6.1857551      1394.2347      6.1857551      1394.2347      6.1857551
             27       1428.523      5.7646344       1428.523      5.7646344       1428.523      5.7646344
             28       1485.896      6.0440714       1485.896      6.0440714       1485.896      6.0440714
             29        1501.56      5.5443214        1501.56      5.5443214        1501.56      5.5443214
             30      1544.9409       5.902707      1544.9409       5.902707      1544.9409       5.902707
             31      1555.1223      5.7225353      1555.1223      5.7225353      1555.1223      5.7225353
             32      1580.2436      5.7307064      1580.2436      5.7307064      1580.2436      5.7307064
             33      1597.6202      5.8968752      1597.6202      5.8968752      1597.6202      5.8968752
             34      1596.2599      5.9825859      1596.2599      5.9825859      1596.2599      5.9825859
             35      1583.1815       5.633511      1583.1815       5.633511      1583.1815       5.633511
             36      1570.0433      5.7255925      1570.0433      5.7255925      1570.0433      5.7255925
             37      1517.8078      5.4743002      1517.8078      5.4743002      1517.8078      5.4743002
             38      1470.6889      5.4622885      1470.6889      5.4622885      1470.6889      5.4622885
             39      1417.4738      5.2373478      1417.4738      5.2373478      1417.4738      5.2373478
             40      1323.3933      4.9776724      1323.3933      4.9776724      1323.3933      4.9776724
             41      1249.3332      4.9090439      1249.3332      4.9090439      1249.3332      4.9090439
             42      1161.6607      4.5856276      1161.6607      4.5856276      1161.6607      4.5856276
             43      1071.5233      4.3796874      1071.5233      4.3796874      1071.5233      4.3796874
             44      998.88612       4.385672      998.88612       4.385672      998.88612       4.385672
             45      918.50967      4.2754291      918.50967      4.2754291      918.50967      4.2754291
             46      844.91095       3.936591      844.91095       3.936591      844.91095       3.936591
             47      773.37322       3.613398      773.37322       3.613398      773.37322       3.613398
             48      719.10826      3.6012581      719.10826      3.6012581      719.10826      3.6012581
             49       664.8991      3.4545998       664.8991      3.4545998       664.8991      3.4545998
             50      610.81143      3.4123488      610.81143      3.4123488      610.81143      3.4123488
             51      567.32732      3.2242906      567.32732      3.2242906      567.32732      3.2242906
             52      525.63599      3.2883542      525.63599      3.2883542      525.63599      3.2883542
             53      491.23412      2.9590856      491.23412      2.9590856      491.23412      2.9590856
             54      455.51134      2.8100217      455.51134      2.8100217      455.51134      2.8100217
             55      424.23588      2.6147353      424.23588      2.6147353      424.23588      2.6147353
             56      393.46701      2.7762519      393.46701      2.7762519      393.46701      2.7762519
             57      364.65283      2.7748103      364.65283      2.7748103      364.65283      2.7748103
             58      346.82007      3.0099273      346.82007      3.0099273      346.82007      3.0099273
             59      323.41042      2.4901736      323.41042      2.4901736      323.41042      2.4901736
             60       303.6099      2.5602261       303.6099      2.5602261       303.6099      2.5602261
