#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             61      283.47212      2.3532114      283.47212      2.3532114      283.47212      2.3532114
             62      266.37956      2.5415739      266.37956      2.5415739      266.37956      2.5415739
             63      246.88549      2.3486543      246.88549      2.3486543      246.88549      2.3486543
             64      231.85238      2.0897891      231.85238      2.0897891      231.85238      2.0897891
             65      219.97727      2.1600663      219.97727      2.1600663      219.97727      2.1600663
             66      210.64366      2.2393139      210.64366      2.2393139      210.64366      2.2393139
             67      199.02674       2.263523      199.02674       2.263523      199.02674       2.263523
             68      184.75924       1.973471      184.75924       1.973471      184.75924       1.973471
             69      173.00594      2.0918191      173.00594      2.0918191      173.00594      2.0918191
             70      165.55193       1.916335      165.55193       1.916335      165.55193       1.916335
             71        158.261      1.9231649        158.261      1.9231649        158.261      1.9231649
             72      148.51425      1.7779021      148.51425      1.7779021      148.51425      1.7779021
             73      143.80791      1.7146852      143.80791      1.7146852      143.80791      1.7146852
             74      133.31689       1.520184      133.31689       1.520184      133.31689       1.520184
             75      127.29826       1.703886      127.29826       1.703886      127.29826       1.703886
             76      118.97265      1.8041227      118.97265      1.8041227      118.97265      1.8041227
             77      114.43136      1.5642945      114.43136      1.5642945      114.43136      1.5642945
             78       106.9194      1.3683925       106.9194      1.3683925       106.9194      1.3683925
             79      100.94405      1.4688967      100.94405      1.4688967      100.94405      1.4688967
             80      94.547736      1.6677151      94.547736      1.6677151      94.547736      1.6677151
             81      95.386227      1.6986365      95.386227      1.6986365      95.386227      1.6986365
             82      90.763081      1.4640181      90.763081      1.4640181      90.763081      1.4640181
             83      83.590937      1.4861341      83.590937      1.4861341      83.590937      1.4861341
             84      79.826673      1.2998177      79.826673      1.2998177      79.826673      1.2998177
             85      78.198644      1.4310524      78.198644      1.4310524      78.198644      1.4310524
             86      73.919852      1.1789422      73.919852      1.1789422      73.919852      1.1789422
             87      71.900364       1.477657      71.900364       1.477657      71.900364       1.477657
             88      65.921777      1.3483851      65.921777      1.3483851      65.921777      1.3483851
             89       65.04534       1.400873       65.04534       1.400873       65.04534       1.400873
             90      62.444659      1.2240026      62.444659      1.2240026      62.444659      1.2240026
             91      57.392436      1.1835991      57.392436      1.1835991      57.392436      1.1835991
             92      55.594832     0.98583806      55.594832     0.98583806      55.594832     0.98583806
             93      55.515718      1.0572611      55.515718      1.0572611      55.515718      1.0572611
             94      52.667915      1.4272528      52.667915      1.4272528      52.667915      1.4272528
             95      51.468502      1.2658105      51.468502      1.2658105      51.468502      1.2658105
             96      48.118872       1.206866      48.118872       1.206866      48.118872       1.206866
             97      46.478532      1.1036957      46.478532      1.1036957      46.478532      1.1036957
             98      44.462347       1.099621      44.462347       1.099621      44.462347       1.099621
             99      44.976205      1.1284011      44.976205      1.1284011      44.976205      1.1284011
            100      44.976205      1.1284011      44.976205      1.1284011      44.976205      1.1284011
