#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      767.81358      12.934363      767.81358      12.934363      767.81358      12.934363
           -4.9      891.86566      14.459341      891.86566      14.459341      891.86566      14.459341
           -4.8       1044.864      16.395332       1044.864      16.395332       1044.864      16.395332
           -4.7      1176.8583      18.068665      1176.8583      18.068665      1176.8583      18.068665
           -4.6      1375.3933      17.436207      1375.3933      17.436207      1375.3933      17.436207
           -4.5      1555.4289      18.820008      1555.4289      18.820008      1555.4289      18.820008
           -4.4      1810.1229      23.214801      1810.1229      23.214801      1810.1229      23.214801
           -4.3      2000.5479       22.37738      2000.5479       22.37738      2000.5479       22.37738
           -4.2      2185.5672       21.89375      2185.5672       21.89375      2185.5672       21.89375
           -4.1      2448.3543      25.791804      2448.3543      25.791804      2448.3543      25.791804
             -4      2676.0383      27.580911      2676.0383      27.580911      2676.0383      27.580911
           -3.9      2969.5876      28.038889      2969.5876      28.038889      2969.5876      28.038889
           -3.8      3247.5463      27.820238      3247.5463      27.820238      3247.5463      27.820238
           -3.7      3516.6096      30.843754      3516.6096      30.843754      3516.6096      30.843754
           -3.6      3689.3595      29.368889      3689.3595      29.368889      3689.3595      29.368889
           -3.5      3973.3254      31.241093      3973.3254      31.241093      3973.3254      31.241093
           -3.4       4313.476      32.236334       4313.476      32.236334       4313.476      32.236334
           -3.3      4538.5245      33.721665      4538.5245      33.721665      4538.5245      33.721665
           -3.2      4878.4229      36.461951      4878.4229      36.461951      4878.4229      36.461951
           -3.1      5064.9055      34.804449      5064.9055      34.804449      5064.9055      34.804449
             -3      5392.5709      36.540412      5392.5709      36.540412      5392.5709      36.540412
           -2.9      5593.6108      36.051384      5593.6108      36.051384      5593.6108      36.051384
           -2.8      5804.5815      35.969167      5804.5815      35.969167      5804.5815      35.969167
           -2.7      6053.5523      38.193259      6053.5523      38.193259      6053.5523      38.193259
           -2.6      6311.3065      39.908639      6311.3065      39.908639      6311.3065      39.908639
           -2.5      6504.2229      38.575794      6504.2229      38.575794      6504.2229      38.575794
           -2.4      6707.9332      38.953008      6707.9332      38.953008      6707.9332      38.953008
           -2.3      7000.7938      38.489623      7000.7938      38.489623      7000.7938      38.489623
           -2.2      7183.8866      39.102893      7183.8866      39.102893      7183.8866      39.102893
           -2.1      7297.8869      38.480758      7297.8869      38.480758      7297.8869      38.480758
             -2      7530.8309      42.997709      7530.8309      42.997709      7530.8309      42.997709
           -1.9      7759.6521      42.562781      7759.6521      42.562781      7759.6521      42.562781
           -1.8      7897.3235      42.476554      7897.3235      42.476554      7897.3235      42.476554
           -1.7      8045.7754      45.481404      8045.7754      45.481404      8045.7754      45.481404
           -1.6      8278.8444      45.075775      8278.8444      45.075775      8278.8444      45.075775
           -1.5      8339.2822      45.111911      8339.2822      45.111911      8339.2822      45.111911
           -1.4      8454.8585       45.12284      8454.8585       45.12284      8454.8585       45.12284
           -1.3      8601.0331      45.127638      8601.0331      45.127638      8601.0331      45.127638
           -1.2      8735.1511      46.591436      8735.1511      46.591436      8735.1511      46.591436
           -1.1      8832.4095      45.049222      8832.4095      45.049222      8832.4095      45.049222
             -1      8921.1437      45.949875      8921.1437      45.949875      8921.1437      45.949875
           -0.9      8929.4355      47.585203      8929.4355      47.585203      8929.4355      47.585203
           -0.8      9060.2953      47.301579      9060.2953      47.301579      9060.2953      47.301579
           -0.7      9129.7814      48.275978      9129.7814      48.275978      9129.7814      48.275978
           -0.6      9180.1917      47.934381      9180.1917      47.934381      9180.1917      47.934381
           -0.5      9188.0602      44.464317      9188.0602      44.464317      9188.0602      44.464317
           -0.4      9248.3815      46.859757      9248.3815      46.859757      9248.3815      46.859757
           -0.3      9266.3023      47.058252      9266.3023      47.058252      9266.3023      47.058252
           -0.2       9274.258      46.518932       9274.258      46.518932       9274.258      46.518932
           -0.1      9289.4561      44.449076      9289.4561      44.449076      9289.4561      44.449076
              0      9302.8309      46.622481      9302.8309      46.622481      9302.8309      46.622481
            0.1      9235.7083      47.838232      9235.7083      47.838232      9235.7083      47.838232
            0.2      9287.1393      44.755313      9287.1393      44.755313      9287.1393      44.755313
            0.3      9290.1685      47.262622      9290.1685      47.262622      9290.1685      47.262622
            0.4      9236.0369      48.068072      9236.0369      48.068072      9236.0369      48.068072
            0.5      9153.3917      46.819807      9153.3917      46.819807      9153.3917      46.819807
            0.6       9038.587      45.396632       9038.587      45.396632       9038.587      45.396632
            0.7      8969.0948      44.934091      8969.0948      44.934091      8969.0948      44.934091
            0.8      9017.5411      45.591583      9017.5411      45.591583      9017.5411      45.591583
            0.9      8857.4779      43.628216      8857.4779      43.628216      8857.4779      43.628216
              1      8785.3779       46.23419      8785.3779       46.23419      8785.3779       46.23419
            1.1      8719.1465      44.495315      8719.1465      44.495315      8719.1465      44.495315
            1.2      8554.7349      47.438204      8554.7349      47.438204      8554.7349      47.438204
            1.3      8517.5287      47.932547      8517.5287      47.932547      8517.5287      47.932547
            1.4      8300.0065      43.453132      8300.0065      43.453132      8300.0065      43.453132
            1.5      8264.9915      45.534772      8264.9915      45.534772      8264.9915      45.534772
            1.6      7992.6495      45.287467      7992.6495      45.287467      7992.6495      45.287467
            1.7      7938.2005      45.091964      7938.2005      45.091964      7938.2005      45.091964
            1.8      7730.6242      43.264539      7730.6242      43.264539      7730.6242      43.264539
            1.9      7512.8469      41.614287      7512.8469      41.614287      7512.8469      41.614287
              2       7273.705      38.989454       7273.705      38.989454       7273.705      38.989454
            2.1      7205.0404      44.630804      7205.0404      44.630804      7205.0404      44.630804
            2.2      7050.4266      42.055626      7050.4266      42.055626      7050.4266      42.055626
            2.3       6750.153      38.413509       6750.153      38.413509       6750.153      38.413509
            2.4      6478.1656      38.026819      6478.1656      38.026819      6478.1656      38.026819
            2.5      6315.8045      40.182315      6315.8045      40.182315      6315.8045      40.182315
            2.6      6028.6532      36.596161      6028.6532      36.596161      6028.6532      36.596161
            2.7      5852.1614      39.050049      5852.1614      39.050049      5852.1614      39.050049
            2.8      5586.2835      37.235372      5586.2835      37.235372      5586.2835      37.235372
            2.9      5325.3303      34.823585      5325.3303      34.823585      5325.3303      34.823585
              3       5097.059      34.918814       5097.059      34.918814       5097.059      34.918814
            3.1      4843.0377      35.034854      4843.0377      35.034854      4843.0377      35.034854
            3.2      4553.9858      33.959843      4553.9858      33.959843      4553.9858      33.959843
            3.3      4269.8793      32.998806      4269.8793      32.998806      4269.8793      32.998806
            3.4      4033.4873      30.243466      4033.4873      30.243466      4033.4873      30.243466
            3.5      3749.6074      30.842205      3749.6074      30.842205      3749.6074      30.842205
            3.6       3483.579       33.33678       3483.579       33.33678       3483.579       33.33678
            3.7      3194.0789      28.220865      3194.0789      28.220865      3194.0789      28.220865
            3.8      2959.3536      29.167702      2959.3536      29.167702      2959.3536      29.167702
            3.9      2654.2717      24.922189      2654.2717      24.922189      2654.2717      24.922189
              4      2457.3988      24.265553      2457.3988      24.265553      2457.3988      24.265553
            4.1      2204.9515      25.193652      2204.9515      25.193652      2204.9515      25.193652
            4.2      1990.4601      22.215053      1990.4601      22.215053      1990.4601      22.215053
            4.3      1810.1865      20.040302      1810.1865      20.040302      1810.1865      20.040302
            4.4      1566.0831      19.586059      1566.0831      19.586059      1566.0831      19.586059
            4.5       1374.971       16.30019       1374.971       16.30019       1374.971       16.30019
            4.6      1208.2467      17.168962      1208.2467      17.168962      1208.2467      17.168962
            4.7      1028.1716      16.886086      1028.1716      16.886086      1028.1716      16.886086
            4.8       899.4027      16.011862       899.4027      16.011862       899.4027      16.011862
            4.9      778.60296      14.838225      778.60296      14.838225      778.60296      14.838225
              5      778.60296      14.838225      778.60296      14.838225      778.60296      14.838225
