#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4057.9631      4.0639922      4057.9631      4.0639922      4057.9631      4.0639922
              5      3725.3183      3.8973367      3725.3183      3.8973367      3725.3183      3.8973367
             10      1768.4336      2.8625537      1768.4336      2.8625537      1768.4336      2.8625537
             15      883.14727      2.2219731      883.14727      2.2219731      883.14727      2.2219731
             20      477.29671      1.6709004      477.29671      1.6709004      477.29671      1.6709004
             25      279.86565      1.2623426      279.86565      1.2623426      279.86565      1.2623426
             30      175.12953      1.0833395      175.12953      1.0833395      175.12953      1.0833395
             35      115.36415     0.93656214      115.36415     0.93656214      115.36415     0.93656214
             40      78.840514      0.7663733      78.840514      0.7663733      78.840514      0.7663733
             45      54.418052     0.61930892      54.418052     0.61930892      54.418052     0.61930892
             50      39.320217     0.48485537      39.320217     0.48485537      39.320217     0.48485537
             55      28.708465     0.43306398      28.708465     0.43306398      28.708465     0.43306398
             60      22.505868     0.38826329      22.505868     0.38826329      22.505868     0.38826329
             65      16.876647     0.32308504      16.876647     0.32308504      16.876647     0.32308504
             70      13.112545        0.29902      13.112545        0.29902      13.112545        0.29902
             75      10.455681     0.24768858      10.455681     0.24768858      10.455681     0.24768858
             80      8.4883973     0.27943445      8.4883973     0.27943445      8.4883973     0.27943445
             85      7.2146509     0.25227862      7.2146509     0.25227862      7.2146509     0.25227862
             90      5.6942636     0.24292302      5.6942636     0.24292302      5.6942636     0.24292302
             95      4.5311786     0.19311543      4.5311786     0.19311543      4.5311786     0.19311543
            100      4.0349545     0.21204892      4.0349545     0.21204892      4.0349545     0.21204892
            105       3.241944     0.19278965       3.241944     0.19278965       3.241944     0.19278965
            110      2.7885285     0.16829135      2.7885285     0.16829135      2.7885285     0.16829135
            115      2.1930747     0.11803687      2.1930747     0.11803687      2.1930747     0.11803687
            120      2.1988982     0.13924527      2.1988982     0.13924527      2.1988982     0.13924527
