# pt_bb-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      836.83024      2.0649162      836.83024      2.0649162      836.83024      2.0649162
              5      1726.7162      2.7120171      1726.7162      2.7120171      1726.7162      2.7120171
             10      1696.2934      2.6517869      1696.2934      2.6517869      1696.2934      2.6517869
             15       1373.513      2.3961915       1373.513      2.3961915       1373.513      2.3961915
             20      1057.1722      2.2614597      1057.1722      2.2614597      1057.1722      2.2614597
             25      787.52686      1.8386339      787.52686      1.8386339      787.52686      1.8386339
             30      593.40838      1.6666358      593.40838      1.6666358      593.40838      1.6666358
             35      447.68307      1.4065792      447.68307      1.4065792      447.68307      1.4065792
             40      345.21249      1.3252445      345.21249      1.3252445      345.21249      1.3252445
             45      265.42744      1.2031001      265.42744      1.2031001      265.42744      1.2031001
             50      205.83333      1.0499359      205.83333      1.0499359      205.83333      1.0499359
             55      159.91091     0.93598002      159.91091     0.93598002      159.91091     0.93598002
             60      123.78203     0.80182549      123.78203     0.80182549      123.78203     0.80182549
             65      96.749333     0.68351727      96.749333     0.68351727      96.749333     0.68351727
             70      76.930479     0.66115476      76.930479     0.66115476      76.930479     0.66115476
             75      61.375124     0.62005786      61.375124     0.62005786      61.375124     0.62005786
             80      47.027171     0.47365279      47.027171     0.47365279      47.027171     0.47365279
             85      37.875206     0.51165845      37.875206     0.51165845      37.875206     0.51165845
             90      30.007294      0.4595946      30.007294      0.4595946      30.007294      0.4595946
             95      23.089757     0.38377679      23.089757     0.38377679      23.089757     0.38377679
            100      18.743447     0.40170385      18.743447     0.40170385      18.743447     0.40170385
            105      13.939418     0.36275334      13.939418     0.36275334      13.939418     0.36275334
            110      11.056431     0.25826699      11.056431     0.25826699      11.056431     0.25826699
            115       9.059039     0.26522696       9.059039     0.26522696       9.059039     0.26522696
            120       7.313318     0.25474236       7.313318     0.25474236       7.313318     0.25474236
            125      5.6232842     0.17836718      5.6232842     0.17836718      5.6232842     0.17836718
            130       4.936142     0.16811524       4.936142     0.16811524       4.936142     0.16811524
            135      3.8775729     0.14298193      3.8775729     0.14298193      3.8775729     0.14298193
            140      3.1226585     0.11461966      3.1226585     0.11461966      3.1226585     0.11461966
            145      2.5561563     0.10886842      2.5561563     0.10886842      2.5561563     0.10886842
