#pt_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      938.82498       2.130754      938.82498       2.130754      938.82498       2.130754
              5      1212.9572      2.5192822      1212.9572      2.5192822      1212.9572      2.5192822
             10      909.82087      2.1263108      909.82087      2.1263108      909.82087      2.1263108
             15       688.9685       1.719571       688.9685       1.719571       688.9685       1.719571
             20       536.2832      1.4863237       536.2832      1.4863237       536.2832      1.4863237
             25      426.49097      1.2992646      426.49097      1.2992646      426.49097      1.2992646
             30      349.17595      1.1780207      349.17595      1.1780207      349.17595      1.1780207
             35      285.89219      1.0461486      285.89219      1.0461486      285.89219      1.0461486
             40      238.51615     0.95708611      238.51615     0.95708611      238.51615     0.95708611
             45      199.73493     0.87622837      199.73493     0.87622837      199.73493     0.87622837
             50      169.84913     0.83589684      169.84913     0.83589684      169.84913     0.83589684
             55      144.26633     0.79653277      144.26633     0.79653277      144.26633     0.79653277
             60      121.98473     0.73322882      121.98473     0.73322882      121.98473     0.73322882
             65      104.31833     0.74087087      104.31833     0.74087087      104.31833     0.74087087
             70      88.519152     0.67449387      88.519152     0.67449387      88.519152     0.67449387
             75      76.630508     0.67179936      76.630508     0.67179936      76.630508     0.67179936
             80      65.797824     0.62252819      65.797824     0.62252819      65.797824     0.62252819
             85      55.231252     0.58263926      55.231252     0.58263926      55.231252     0.58263926
             90      47.133319     0.58677045      47.133319     0.58677045      47.133319     0.58677045
             95      38.893117     0.52824497      38.893117     0.52824497      38.893117     0.52824497
            100      30.811815     0.41508973      30.811815     0.41508973      30.811815     0.41508973
            105      25.759468     0.41878829      25.759468     0.41878829      25.759468     0.41878829
            110      21.686174     0.40305112      21.686174     0.40305112      21.686174     0.40305112
            115      17.553156     0.33139756      17.553156     0.33139756      17.553156     0.33139756
            120      13.830265     0.24661698      13.830265     0.24661698      13.830265     0.24661698
            125      11.270542     0.22792069      11.270542     0.22792069      11.270542     0.22792069
            130      9.3280832      0.1901362      9.3280832      0.1901362      9.3280832      0.1901362
            135      7.4266196     0.14196969      7.4266196     0.14196969      7.4266196     0.14196969
            140      5.9479517      0.1479223      5.9479517      0.1479223      5.9479517      0.1479223
            145      4.9696851    0.088347003      4.9696851    0.088347003      4.9696851    0.088347003
            150      4.2365843    0.095245276      4.2365843    0.095245276      4.2365843    0.095245276
            155      3.7056725    0.082113569      3.7056725    0.082113569      3.7056725    0.082113569
            160      3.2571154     0.10917446      3.2571154     0.10917446      3.2571154     0.10917446
            165      2.6912282    0.059528029      2.6912282    0.059528029      2.6912282    0.059528029
            170      2.2543566     0.06175646      2.2543566     0.06175646      2.2543566     0.06175646
            175      2.0862461    0.059359783      2.0862461    0.059359783      2.0862461    0.059359783
            180      1.8444742     0.14015263      1.8444742     0.14015263      1.8444742     0.14015263
            185      1.5777769    0.088927267      1.5777769    0.088927267      1.5777769    0.088927267
            190      1.3432224    0.054918094      1.3432224    0.054918094      1.3432224    0.054918094
            195      1.2148452    0.039546518      1.2148452    0.039546518      1.2148452    0.039546518
            200      1.0374818    0.034402573      1.0374818    0.034402573      1.0374818    0.034402573
            205     0.84233596     0.02900363     0.84233596     0.02900363     0.84233596     0.02900363
            210     0.81786104    0.048564145     0.81786104    0.048564145     0.81786104    0.048564145
            215     0.69332492    0.045567394     0.69332492    0.045567394     0.69332492    0.045567394
            220     0.60175683     0.02414378     0.60175683     0.02414378     0.60175683     0.02414378
            225      0.5428603    0.028843761      0.5428603    0.028843761      0.5428603    0.028843761
            230     0.53234857    0.026811804     0.53234857    0.026811804     0.53234857    0.026811804
            235     0.40416015    0.021367722     0.40416015    0.021367722     0.40416015    0.021367722
