#    pt_j2-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1619.192       6.516051       1619.192       6.516051       1619.192       6.516051
              1      2700.3574      8.2908759      2700.3574      8.2908759      2700.3574      8.2908759
              2      3104.2143      8.9563678      3104.2143      8.9563678      3104.2143      8.9563678
              3      3060.7123       8.576317      3060.7123       8.576317      3060.7123       8.576317
              4      2890.4524      8.4259454      2890.4524      8.4259454      2890.4524      8.4259454
              5      2623.5436      7.5789532      2623.5436      7.5789532      2623.5436      7.5789532
              6      2384.6324      7.2002586      2384.6324      7.2002586      2384.6324      7.2002586
              7      2167.5942      7.1061488      2167.5942      7.1061488      2167.5942      7.1061488
              8       1963.808      6.7179166       1963.808      6.7179166       1963.808      6.7179166
              9      1789.5145      6.3665199      1789.5145      6.3665199      1789.5145      6.3665199
             10      1627.9405      6.1274086      1627.9405      6.1274086      1627.9405      6.1274086
             11      1479.7256      5.9585625      1479.7256      5.9585625      1479.7256      5.9585625
             12      1350.2489       5.602319      1350.2489       5.602319      1350.2489       5.602319
             13      1235.8508      5.2736655      1235.8508      5.2736655      1235.8508      5.2736655
             14      1126.1433      4.7601751      1126.1433      4.7601751      1126.1433      4.7601751
             15      1044.4487      4.8741632      1044.4487      4.8741632      1044.4487      4.8741632
             16      962.93284      4.7819657      962.93284      4.7819657      962.93284      4.7819657
             17      892.96234       4.862255      892.96234       4.862255      892.96234       4.862255
             18      821.02093       4.371197      821.02093       4.371197      821.02093       4.371197
             19      757.53466      4.0652289      757.53466      4.0652289      757.53466      4.0652289
             20      698.24141      3.7314165      698.24141      3.7314165      698.24141      3.7314165
             21      654.08963      4.0366486      654.08963      4.0366486      654.08963      4.0366486
             22      609.78174      3.7253945      609.78174      3.7253945      609.78174      3.7253945
             23      572.88211      3.7273637      572.88211      3.7273637      572.88211      3.7273637
             24      528.58671      3.3614919      528.58671      3.3614919      528.58671      3.3614919
             25      496.30814      3.5478884      496.30814      3.5478884      496.30814      3.5478884
             26      460.07722      3.3818925      460.07722      3.3818925      460.07722      3.3818925
             27      434.16744      3.0901837      434.16744      3.0901837      434.16744      3.0901837
             28      406.46485      3.1664611      406.46485      3.1664611      406.46485      3.1664611
             29      379.99249      2.9881932      379.99249      2.9881932      379.99249      2.9881932
             30      358.31645       2.786059      358.31645       2.786059      358.31645       2.786059
             31      338.60862      2.6368169      338.60862      2.6368169      338.60862      2.6368169
             32      322.71194      2.8359075      322.71194      2.8359075      322.71194      2.8359075
             33      303.97086      2.7541901      303.97086      2.7541901      303.97086      2.7541901
             34      283.30994      2.6281391      283.30994      2.6281391      283.30994      2.6281391
             35      266.46499      2.4750979      266.46499      2.4750979      266.46499      2.4750979
             36      252.96327       2.697586      252.96327       2.697586      252.96327       2.697586
             37      242.50824      2.5274108      242.50824      2.5274108      242.50824      2.5274108
             38      226.26638      2.2479536      226.26638      2.2479536      226.26638      2.2479536
             39       219.8554      2.6454442       219.8554      2.6454442       219.8554      2.6454442
             40      211.31893      2.7048289      211.31893      2.7048289      211.31893      2.7048289
             41      193.31481      2.1652397      193.31481      2.1652397      193.31481      2.1652397
             42      185.39628      2.2673263      185.39628      2.2673263      185.39628      2.2673263
             43      174.46589      2.1059587      174.46589      2.1059587      174.46589      2.1059587
             44      167.43711      1.9736676      167.43711      1.9736676      167.43711      1.9736676
             45      161.40079      2.3966398      161.40079      2.3966398      161.40079      2.3966398
             46      151.49185      2.1525966      151.49185      2.1525966      151.49185      2.1525966
             47      146.66121      2.2133908      146.66121      2.2133908      146.66121      2.2133908
             48      132.18038      1.8372154      132.18038      1.8372154      132.18038      1.8372154
             49      130.80781      1.7491979      130.80781      1.7491979      130.80781      1.7491979
             50      130.80781      1.7491979      130.80781      1.7491979      130.80781      1.7491979
