#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      750.54173      13.977586      750.54173      13.977586      750.54173      13.977586
           -4.9      883.86776      15.028933      883.86776      15.028933      883.86776      15.028933
           -4.8      1018.0988      16.487169      1018.0988      16.487169      1018.0988      16.487169
           -4.7      1160.2613      18.126975      1160.2613      18.126975      1160.2613      18.126975
           -4.6      1365.3101      21.827048      1365.3101      21.827048      1365.3101      21.827048
           -4.5       1547.797      20.087196       1547.797      20.087196       1547.797      20.087196
           -4.4      1777.8764      20.400837      1777.8764      20.400837      1777.8764      20.400837
           -4.3      1982.8036      25.125594      1982.8036      25.125594      1982.8036      25.125594
           -4.2      2185.7464      21.608467      2185.7464      21.608467      2185.7464      21.608467
           -4.1       2437.335      27.758599       2437.335      27.758599       2437.335      27.758599
             -4      2642.5605      25.140405      2642.5605      25.140405      2642.5605      25.140405
           -3.9      2938.0796      25.742209      2938.0796      25.742209      2938.0796      25.742209
           -3.8      3245.7956      29.182138      3245.7956      29.182138      3245.7956      29.182138
           -3.7      3524.8758      28.422752      3524.8758      28.422752      3524.8758      28.422752
           -3.6      3784.9432      31.522872      3784.9432      31.522872      3784.9432      31.522872
           -3.5      4027.1166      31.906597      4027.1166      31.906597      4027.1166      31.906597
           -3.4      4297.2447        32.9276      4297.2447        32.9276      4297.2447        32.9276
           -3.3      4564.5043      31.749755      4564.5043      31.749755      4564.5043      31.749755
           -3.2      4798.8572      34.901576      4798.8572      34.901576      4798.8572      34.901576
           -3.1      5107.2496      38.724166      5107.2496      38.724166      5107.2496      38.724166
             -3      5394.0673       36.74655      5394.0673       36.74655      5394.0673       36.74655
           -2.9      5658.5894      38.489268      5658.5894      38.489268      5658.5894      38.489268
           -2.8      5831.5479      37.599995      5831.5479      37.599995      5831.5479      37.599995
           -2.7      6049.2249      36.657857      6049.2249      36.657857      6049.2249      36.657857
           -2.6      6333.7367      37.584602      6333.7367      37.584602      6333.7367      37.584602
           -2.5      6606.4142      40.546509      6606.4142      40.546509      6606.4142      40.546509
           -2.4      6744.3949      38.491574      6744.3949      38.491574      6744.3949      38.491574
           -2.3      7037.6919      41.017715      7037.6919      41.017715      7037.6919      41.017715
           -2.2      7189.5607      40.577456      7189.5607      40.577456      7189.5607      40.577456
           -2.1      7388.3282      39.005472      7388.3282      39.005472      7388.3282      39.005472
             -2      7499.8354      39.576469      7499.8354      39.576469      7499.8354      39.576469
           -1.9      7720.0164      40.769442      7720.0164      40.769442      7720.0164      40.769442
           -1.8       7878.386      41.779906       7878.386      41.779906       7878.386      41.779906
           -1.7      8060.2098      42.764286      8060.2098      42.764286      8060.2098      42.764286
           -1.6      8177.9964      43.641858      8177.9964      43.641858      8177.9964      43.641858
           -1.5      8320.4702      45.171444      8320.4702      45.171444      8320.4702      45.171444
           -1.4      8555.5325      46.538792      8555.5325      46.538792      8555.5325      46.538792
           -1.3      8578.1936      43.837338      8578.1936      43.837338      8578.1936      43.837338
           -1.2      8807.6625      48.461102      8807.6625      48.461102      8807.6625      48.461102
           -1.1      8777.5332      44.351804      8777.5332      44.351804      8777.5332      44.351804
             -1      8871.2135      43.012994      8871.2135      43.012994      8871.2135      43.012994
           -0.9      8967.8973      46.292399      8967.8973      46.292399      8967.8973      46.292399
           -0.8      9088.6508       45.70912      9088.6508       45.70912      9088.6508       45.70912
           -0.7      9105.1049      44.942856      9105.1049      44.942856      9105.1049      44.942856
