#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.6      9088.6544      46.672084      9088.6544      46.672084      9088.6544      46.672084
           -0.5      9255.2069      49.487817      9255.2069      49.487817      9255.2069      49.487817
           -0.4      9266.0239      47.912427      9266.0239      47.912427      9266.0239      47.912427
           -0.3      9218.3816      43.951135      9218.3816      43.951135      9218.3816      43.951135
           -0.2      9319.5383      46.516658      9319.5383      46.516658      9319.5383      46.516658
           -0.1      9330.3945      46.050362      9330.3945      46.050362      9330.3945      46.050362
              0      9277.3908        48.9881      9277.3908        48.9881      9277.3908        48.9881
            0.1      9212.0853      45.595851      9212.0853      45.595851      9212.0853      45.595851
            0.2       9339.199      47.553716       9339.199      47.553716       9339.199      47.553716
            0.3      9305.1036      47.630039      9305.1036      47.630039      9305.1036      47.630039
            0.4      9139.6245      42.974844      9139.6245      42.974844      9139.6245      42.974844
            0.5      9173.6168      48.839646      9173.6168      48.839646      9173.6168      48.839646
            0.6      9151.3421      43.551642      9151.3421      43.551642      9151.3421      43.551642
            0.7      9107.4546      49.377057      9107.4546      49.377057      9107.4546      49.377057
            0.8      9050.9832       47.60228      9050.9832       47.60228      9050.9832       47.60228
            0.9      8816.5895      43.956758      8816.5895      43.956758      8816.5895      43.956758
              1      8820.3728       46.67401      8820.3728       46.67401      8820.3728       46.67401
            1.1      8709.4598      46.324709      8709.4598      46.324709      8709.4598      46.324709
            1.2      8555.1122       45.03554      8555.1122       45.03554      8555.1122       45.03554
            1.3      8468.2741      47.269869      8468.2741      47.269869      8468.2741      47.269869
            1.4      8344.4199      45.478582      8344.4199      45.478582      8344.4199      45.478582
            1.5       8226.617      44.867975       8226.617      44.867975       8226.617      44.867975
            1.6       7975.546      41.480819       7975.546      41.480819       7975.546      41.480819
            1.7       7902.161      43.026604       7902.161      43.026604       7902.161      43.026604
            1.8      7768.3593      43.401161      7768.3593      43.401161      7768.3593      43.401161
            1.9      7560.7749      42.015368      7560.7749      42.015368      7560.7749      42.015368
              2      7353.7293      42.253074      7353.7293      42.253074      7353.7293      42.253074
            2.1      7155.7107      40.228576      7155.7107      40.228576      7155.7107      40.228576
            2.2      7003.2353      41.308222      7003.2353      41.308222      7003.2353      41.308222
            2.3      6741.9612      40.471431      6741.9612      40.471431      6741.9612      40.471431
            2.4      6516.4183       40.62478      6516.4183       40.62478      6516.4183       40.62478
            2.5      6320.1845       37.51672      6320.1845       37.51672      6320.1845       37.51672
            2.6      6093.9679      37.461375      6093.9679      37.461375      6093.9679      37.461375
            2.7      5850.9912      36.985936      5850.9912      36.985936      5850.9912      36.985936
            2.8      5623.4427      36.713234      5623.4427      36.713234      5623.4427      36.713234
            2.9      5375.2144       36.47381      5375.2144       36.47381      5375.2144       36.47381
              3      5074.5549      37.677251      5074.5549      37.677251      5074.5549      37.677251
            3.1      4823.1881      33.797815      4823.1881      33.797815      4823.1881      33.797815
            3.2      4558.2773      34.123017      4558.2773      34.123017      4558.2773      34.123017
            3.3      4285.9331      32.394553      4285.9331      32.394553      4285.9331      32.394553
            3.4      4021.7386      31.147743      4021.7386      31.147743      4021.7386      31.147743
            3.5      3755.9356       31.15638      3755.9356       31.15638      3755.9356       31.15638
            3.6       3480.846      28.003646       3480.846      28.003646       3480.846      28.003646
            3.7      3206.1754      29.329398      3206.1754      29.329398      3206.1754      29.329398
            3.8      3003.9079      30.712733      3003.9079      30.712733      3003.9079      30.712733
            3.9      2730.7309      27.404991      2730.7309      27.404991      2730.7309      27.404991
              4      2465.1017      24.176374      2465.1017      24.176374      2465.1017      24.176374
            4.1      2161.5287      23.920021      2161.5287      23.920021      2161.5287      23.920021
            4.2       1997.875      22.947125       1997.875      22.947125       1997.875      22.947125
            4.3      1758.5384      22.795381      1758.5384      22.795381      1758.5384      22.795381
            4.4      1544.0746      21.263246      1544.0746      21.263246      1544.0746      21.263246
            4.5      1400.7304      20.363944      1400.7304      20.363944      1400.7304      20.363944
            4.6      1175.9518      18.916136      1175.9518      18.916136      1175.9518      18.916136
            4.7      994.93341      14.937226      994.93341      14.937226      994.93341      14.937226
            4.8      875.30269      16.320132      875.30269      16.320132      875.30269      16.320132
            4.9      725.86152      12.385613      725.86152      12.385613      725.86152      12.385613
              5      725.86152      12.385613      725.86152      12.385613      725.86152      12.385613
