# pt_Z-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      446.58378      1.6978141      446.58378      1.6978141      446.58378      1.6978141
              5      1069.3404      2.4400497      1069.3404      2.4400497      1069.3404      2.4400497
             10      1273.3468      2.4815344      1273.3468      2.4815344      1273.3468      2.4815344
             15      1241.9874      2.4706761      1241.9874      2.4706761      1241.9874      2.4706761
             20      1116.4377      2.2926388      1116.4377      2.2926388      1116.4377      2.2926388
             25      967.79186      2.0459952      967.79186      2.0459952      967.79186      2.0459952
             30      826.68012      1.8936157      826.68012      1.8936157      826.68012      1.8936157
             35      700.54328      1.7455378      700.54328      1.7455378      700.54328      1.7455378
             40       589.4637      1.5828133       589.4637      1.5828133       589.4637      1.5828133
             45      501.02211       1.438706      501.02211       1.438706      501.02211       1.438706
             50      424.36418      1.3767586      424.36418      1.3767586      424.36418      1.3767586
             55      359.00516      1.2678449      359.00516      1.2678449      359.00516      1.2678449
             60      304.02059      1.1394616      304.02059      1.1394616      304.02059      1.1394616
             65      258.02927      1.0479181      258.02927      1.0479181      258.02927      1.0479181
             70      218.96075      1.0079914      218.96075      1.0079914      218.96075      1.0079914
             75      187.78642     0.94769898      187.78642     0.94769898      187.78642     0.94769898
             80      162.85266      0.9506504      162.85266      0.9506504      162.85266      0.9506504
             85      136.91148     0.76832236      136.91148     0.76832236      136.91148     0.76832236
             90      118.05879     0.75701935      118.05879     0.75701935      118.05879     0.75701935
             95      101.35693     0.63414703      101.35693     0.63414703      101.35693     0.63414703
            100      88.559409     0.66774555      88.559409     0.66774555      88.559409     0.66774555
            105      75.112604     0.58815633      75.112604     0.58815633      75.112604     0.58815633
            110      66.293989     0.62188657      66.293989     0.62188657      66.293989     0.62188657
            115        57.4594     0.55746607        57.4594     0.55746607        57.4594     0.55746607
            120      49.760437     0.50731823      49.760437     0.50731823      49.760437     0.50731823
            125      43.450566     0.40763433      43.450566     0.40763433      43.450566     0.40763433
            130      38.770535     0.49090648      38.770535     0.49090648      38.770535     0.49090648
            135      33.464689     0.36493306      33.464689     0.36493306      33.464689     0.36493306
            140      29.808958     0.40261863      29.808958     0.40261863      29.808958     0.40261863
            145      26.624209     0.36357176      26.624209     0.36357176      26.624209     0.36357176
            150      23.034716     0.32012771      23.034716     0.32012771      23.034716     0.32012771
            155      21.177235     0.30639341      21.177235     0.30639341      21.177235     0.30639341
            160      18.285399     0.27434286      18.285399     0.27434286      18.285399     0.27434286
            165      16.602527     0.27407417      16.602527     0.27407417      16.602527     0.27407417
            170      14.188331     0.21369572      14.188331     0.21369572      14.188331     0.21369572
            175      13.401037     0.27663416      13.401037     0.27663416      13.401037     0.27663416
            180      12.403711     0.34681786      12.403711     0.34681786      12.403711     0.34681786
            185      10.702097     0.24589722      10.702097     0.24589722      10.702097     0.24589722
            190      9.3687986     0.18050163      9.3687986     0.18050163      9.3687986     0.18050163
            195      8.8331451     0.27825426      8.8331451     0.27825426      8.8331451     0.27825426
            200      7.8317218     0.18644589      7.8317218     0.18644589      7.8317218     0.18644589
            205      7.2212277      0.1578747      7.2212277      0.1578747      7.2212277      0.1578747
            210      6.7672084      0.2959876      6.7672084      0.2959876      6.7672084      0.2959876
            215      6.0913614     0.14724756      6.0913614     0.14724756      6.0913614     0.14724756
            220      5.1813964     0.12880989      5.1813964     0.12880989      5.1813964     0.12880989
            225      5.0790836     0.18548005      5.0790836     0.18548005      5.0790836     0.18548005
            230      4.3977707     0.12172315      4.3977707     0.12172315      4.3977707     0.12172315
            235       4.328073     0.14365695       4.328073     0.14365695       4.328073     0.14365695
            240      3.6751413     0.11104984      3.6751413     0.11104984      3.6751413     0.11104984
            245      3.4616271     0.19115911      3.4616271     0.19115911      3.4616271     0.19115911
            250      3.1591209     0.10084979      3.1591209     0.10084979      3.1591209     0.10084979
            255      3.0164776     0.10248836      3.0164776     0.10248836      3.0164776     0.10248836
            260      2.7133086    0.092403044      2.7133086    0.092403044      2.7133086    0.092403044
            265       2.419238    0.081440855       2.419238    0.081440855       2.419238    0.081440855
            270      2.3119489    0.085975091      2.3119489    0.085975091      2.3119489    0.085975091
            275       2.168899     0.13086316       2.168899     0.13086316       2.168899     0.13086316
            280      1.8817516    0.075561042      1.8817516    0.075561042      1.8817516    0.075561042
            285      1.8992829    0.096258194      1.8992829    0.096258194      1.8992829    0.096258194
            290      1.8294313     0.13276999      1.8294313     0.13276999      1.8294313     0.13276999
            295      1.6132098    0.088478037      1.6132098    0.088478037      1.6132098    0.088478037
            300      1.6069898     0.13711841      1.6069898     0.13711841      1.6069898     0.13711841
            305      1.3470867     0.05934752      1.3470867     0.05934752      1.3470867     0.05934752
            310      1.2050513    0.081026237      1.2050513    0.081026237      1.2050513    0.081026237
            315      1.1238027    0.061333272      1.1238027    0.061333272      1.1238027    0.061333272
            320      1.1197646    0.082407301      1.1197646    0.082407301      1.1197646    0.082407301
            325      1.0895404    0.073308152      1.0895404    0.073308152      1.0895404    0.073308152
            330     0.85799772      0.0449588     0.85799772      0.0449588     0.85799772      0.0449588
            335     0.87254417    0.047798872     0.87254417    0.047798872     0.87254417    0.047798872
            340     0.99415794     0.13498069     0.99415794     0.13498069     0.99415794     0.13498069
            345     0.63146632    0.089450188     0.63146632    0.089450188     0.63146632    0.089450188
            350     0.60487899    0.039233642     0.60487899    0.039233642     0.60487899    0.039233642
            355     0.58146716    0.039806817     0.58146716    0.039806817     0.58146716    0.039806817
            360     0.68631445     0.13939591     0.68631445     0.13939591     0.68631445     0.13939591
            365     0.52766565    0.036111425     0.52766565    0.036111425     0.52766565    0.036111425
            370     0.50859176    0.043116928     0.50859176    0.043116928     0.50859176    0.043116928
            375     0.50886489    0.044279795     0.50886489    0.044279795     0.50886489    0.044279795
            380     0.59047335    0.088883913     0.59047335    0.088883913     0.59047335    0.088883913
            385     0.45331756    0.041700463     0.45331756    0.041700463     0.45331756    0.041700463
            390     0.42944618    0.053405727     0.42944618    0.053405727     0.42944618    0.053405727
            395     0.36155211    0.027665485     0.36155211    0.027665485     0.36155211    0.027665485
            400     0.46361755     0.05988399     0.46361755     0.05988399     0.46361755     0.05988399
            405     0.31002388    0.031660891     0.31002388    0.031660891     0.31002388    0.031660891
            410     0.34216722    0.035691957     0.34216722    0.035691957     0.34216722    0.035691957
            415     0.42274536     0.11895437     0.42274536     0.11895437     0.42274536     0.11895437
            420     0.21989206    0.016294891     0.21989206    0.016294891     0.21989206    0.016294891
