#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.3      9140.0617      44.523787      9140.0617      44.523787      9140.0617      44.523787
           -1.2      9312.2356      48.526133      9312.2356      48.526133      9312.2356      48.526133
           -1.1      9316.5447       46.86441      9316.5447       46.86441      9316.5447       46.86441
             -1      9237.4137      47.351811      9237.4137      47.351811      9237.4137      47.351811
           -0.9      9304.4166      49.159724      9304.4166      49.159724      9304.4166      49.159724
           -0.8      9323.2972      51.454299      9323.2972      51.454299      9323.2972      51.454299
           -0.7      9220.4009      48.470861      9220.4009      48.470861      9220.4009      48.470861
           -0.6      9264.6819      48.422956      9264.6819      48.422956      9264.6819      48.422956
           -0.5      9375.4631      48.988683      9375.4631      48.988683      9375.4631      48.988683
           -0.4      9290.7161       48.21919      9290.7161       48.21919      9290.7161       48.21919
           -0.3      9365.8979      49.178441      9365.8979      49.178441      9365.8979      49.178441
           -0.2      9321.6163      46.647007      9321.6163      46.647007      9321.6163      46.647007
           -0.1      9313.9216      47.847103      9313.9216      47.847103      9313.9216      47.847103
              0      9227.1544      46.548816      9227.1544      46.548816      9227.1544      46.548816
            0.1      9231.9403      47.827134      9231.9403      47.827134      9231.9403      47.827134
            0.2      9324.6115      51.191745      9324.6115      51.191745      9324.6115      51.191745
            0.3      9265.7346      45.653023      9265.7346      45.653023      9265.7346      45.653023
            0.4      9195.5502      46.234266      9195.5502      46.234266      9195.5502      46.234266
            0.5      9302.4776      48.912938      9302.4776      48.912938      9302.4776      48.912938
            0.6      9355.1347      49.667005      9355.1347      49.667005      9355.1347      49.667005
            0.7      9322.2594      47.377275      9322.2594      47.377275      9322.2594      47.377275
            0.8      9252.9843      49.272803      9252.9843      49.272803      9252.9843      49.272803
            0.9      9314.4807      50.582376      9314.4807      50.582376      9314.4807      50.582376
              1      9289.2808      48.929298      9289.2808      48.929298      9289.2808      48.929298
            1.1      9223.6663       46.80983      9223.6663       46.80983      9223.6663       46.80983
            1.2      9226.8369      51.169627      9226.8369      51.169627      9226.8369      51.169627
            1.3      9124.9804      46.353068      9124.9804      46.353068      9124.9804      46.353068
            1.4      9149.6572      48.326096      9149.6572      48.326096      9149.6572      48.326096
            1.5      9057.4709      46.361676      9057.4709      46.361676      9057.4709      46.361676
            1.6      8904.7507      43.518489      8904.7507      43.518489      8904.7507      43.518489
            1.7      8904.7093      46.146645      8904.7093      46.146645      8904.7093      46.146645
            1.8      8726.6905      44.327315      8726.6905      44.327315      8726.6905      44.327315
            1.9      8520.4349       42.65695      8520.4349       42.65695      8520.4349       42.65695
              2      8419.1976      41.710888      8419.1976      41.710888      8419.1976      41.710888
            2.1      8166.7515      42.226324      8166.7515      42.226324      8166.7515      42.226324
            2.2      7960.2817      43.621573      7960.2817      43.621573      7960.2817      43.621573
            2.3      7721.8714      42.899461      7721.8714      42.899461      7721.8714      42.899461
            2.4      7347.7177      40.397201      7347.7177      40.397201      7347.7177      40.397201
            2.5      7053.6924      38.095127      7053.6924      38.095127      7053.6924      38.095127
            2.6      6763.2445      40.536274      6763.2445      40.536274      6763.2445      40.536274
            2.7      6390.8323      37.088801      6390.8323      37.088801      6390.8323      37.088801
            2.8      5983.0042      36.953668      5983.0042      36.953668      5983.0042      36.953668
            2.9      5570.4184      34.861335      5570.4184      34.861335      5570.4184      34.861335
              3      5084.2014       32.90952      5084.2014       32.90952      5084.2014       32.90952
            3.1      4768.5628      34.754392      4768.5628      34.754392      4768.5628      34.754392
            3.2      4285.3281      30.139487      4285.3281      30.139487      4285.3281      30.139487
            3.3      3813.8504       29.45779      3813.8504       29.45779      3813.8504       29.45779
            3.4      3452.2698      28.391618      3452.2698      28.391618      3452.2698      28.391618
            3.5      2986.0005      26.111375      2986.0005      26.111375      2986.0005      26.111375
            3.6      2602.7247      24.517481      2602.7247      24.517481      2602.7247      24.517481
            3.7      2277.3548      23.307042      2277.3548      23.307042      2277.3548      23.307042
            3.8      1975.7652       24.38938      1975.7652       24.38938      1975.7652       24.38938
            3.9      1659.8993      20.653381      1659.8993      20.653381      1659.8993      20.653381
              4       1394.349      22.505718       1394.349      22.505718       1394.349      22.505718
            4.1       1160.495      17.072266       1160.495      17.072266       1160.495      17.072266
            4.2      972.07903      17.242281      972.07903      17.242281      972.07903      17.242281
            4.3      753.28148      13.012763      753.28148      13.012763      753.28148      13.012763
            4.4      628.21248      11.967362      628.21248      11.967362      628.21248      11.967362
            4.5      503.62386       11.51082      503.62386       11.51082      503.62386       11.51082
            4.6      429.88492       14.03592      429.88492       14.03592      429.88492       14.03592
            4.7      353.39424        11.0801      353.39424        11.0801      353.39424        11.0801
            4.8      296.08883      11.579514      296.08883      11.579514      296.08883      11.579514
            4.9      218.31821      6.3420679      218.31821      6.3420679      218.31821      6.3420679
              5      218.31821      6.3420679      218.31821      6.3420679      218.31821      6.3420679
