#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      217.51178      9.9461914      217.51178      9.9461914      217.51178      9.9461914
           -4.9      283.73457      10.776553      283.73457      10.776553      283.73457      10.776553
           -4.8      328.84895      7.9496115      328.84895      7.9496115      328.84895      7.9496115
           -4.7       424.2971      13.203235       424.2971      13.203235       424.2971      13.203235
           -4.6      511.61841      12.611181      511.61841      12.611181      511.61841      12.611181
           -4.5      639.88663       15.28671      639.88663       15.28671      639.88663       15.28671
           -4.4      762.94719      13.866431      762.94719      13.866431      762.94719      13.866431
           -4.3      966.50913      18.532081      966.50913      18.532081      966.50913      18.532081
           -4.2      1140.8461      16.049011      1140.8461      16.049011      1140.8461      16.049011
           -4.1      1372.1672       17.42923      1372.1672       17.42923      1372.1672       17.42923
             -4      1644.5939      20.874608      1644.5939      20.874608      1644.5939      20.874608
           -3.9      1936.0071      23.744783      1936.0071      23.744783      1936.0071      23.744783
           -3.8      2271.8549       23.85522      2271.8549       23.85522      2271.8549       23.85522
           -3.7      2630.3786      26.143803      2630.3786      26.143803      2630.3786      26.143803
           -3.6      2975.4993      25.937966      2975.4993      25.937966      2975.4993      25.937966
           -3.5      3407.9274      25.786464      3407.9274      25.786464      3407.9274      25.786464
           -3.4      3883.3398      33.775468      3883.3398      33.775468      3883.3398      33.775468
           -3.3      4256.6908      29.933385      4256.6908      29.933385      4256.6908      29.933385
           -3.2      4702.8441      32.162949      4702.8441      32.162949      4702.8441      32.162949
           -3.1       5174.744      35.002201       5174.744      35.002201       5174.744      35.002201
             -3      5535.2374      35.206712      5535.2374      35.206712      5535.2374      35.206712
           -2.9      5968.5755      36.639399      5968.5755      36.639399      5968.5755      36.639399
           -2.8      6398.4467      38.711307      6398.4467      38.711307      6398.4467      38.711307
           -2.7      6746.4253      38.977384      6746.4253      38.977384      6746.4253      38.977384
           -2.6      7099.7561      37.894516      7099.7561      37.894516      7099.7561      37.894516
           -2.5      7430.0531      41.095422      7430.0531      41.095422      7430.0531      41.095422
           -2.4      7640.6697      39.918385      7640.6697      39.918385      7640.6697      39.918385
           -2.3      8010.3627      43.526879      8010.3627      43.526879      8010.3627      43.526879
           -2.2      8161.2667      41.285462      8161.2667      41.285462      8161.2667      41.285462
           -2.1      8440.4989      45.188955      8440.4989      45.188955      8440.4989      45.188955
             -2      8680.6389      48.222709      8680.6389      48.222709      8680.6389      48.222709
           -1.9      8719.6925      43.577121      8719.6925      43.577121      8719.6925      43.577121
           -1.8        8794.85      45.182944        8794.85      45.182944        8794.85      45.182944
           -1.7      8971.1856      45.281681      8971.1856      45.281681      8971.1856      45.281681
           -1.6      9104.5079      46.325914      9104.5079      46.325914      9104.5079      46.325914
           -1.5      9133.3678      46.878162      9133.3678      46.878162      9133.3678      46.878162
           -1.4      9144.5649      46.235842      9144.5649      46.235842      9144.5649      46.235842
