#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2359.9367      3.1949649      2359.9367      3.1949649      2359.9367      3.1949649
              5      3041.8416      3.5379877      3041.8416      3.5379877      3041.8416      3.5379877
             10      1995.5107      2.9456445      1995.5107      2.9456445      1995.5107      2.9456445
             15      1267.9437      2.4908289      1267.9437      2.4908289      1267.9437      2.4908289
             20      824.18099      2.0601244      824.18099      2.0601244      824.18099      2.0601244
             25      558.11508      1.7042538      558.11508      1.7042538      558.11508      1.7042538
             30      394.23723      1.4522496      394.23723      1.4522496      394.23723      1.4522496
             35      283.60513      1.2742654      283.60513      1.2742654      283.60513      1.2742654
             40      211.02305      1.1137353      211.02305      1.1137353      211.02305      1.1137353
             45      158.33707     0.88601414      158.33707     0.88601414      158.33707     0.88601414
             50       123.5684     0.86443765       123.5684     0.86443765       123.5684     0.86443765
             55      96.512817     0.75829809      96.512817     0.75829809      96.512817     0.75829809
             60      76.462418     0.61913657      76.462418     0.61913657      76.462418     0.61913657
             65      60.971805     0.54521418      60.971805     0.54521418      60.971805     0.54521418
             70       50.30383     0.51875539       50.30383     0.51875539       50.30383     0.51875539
             75      41.258435     0.52000397      41.258435     0.52000397      41.258435     0.52000397
             80      34.021019     0.44939979      34.021019     0.44939979      34.021019     0.44939979
             85      27.835114     0.38134986      27.835114     0.38134986      27.835114     0.38134986
             90      24.171716     0.41611063      24.171716     0.41611063      24.171716     0.41611063
             95      20.312861     0.32807762      20.312861     0.32807762      20.312861     0.32807762
            100      17.641549     0.41881628      17.641549     0.41881628      17.641549     0.41881628
            105      15.023575     0.31479023      15.023575     0.31479023      15.023575     0.31479023
            110      12.696353     0.27973953      12.696353     0.27973953      12.696353     0.27973953
            115      10.927413     0.24096042      10.927413     0.24096042      10.927413     0.24096042
            120      9.3452617     0.19677293      9.3452617     0.19677293      9.3452617     0.19677293
            125      8.9940321     0.26481715      8.9940321     0.26481715      8.9940321     0.26481715
            130      7.2455053     0.21219897      7.2455053     0.21219897      7.2455053     0.21219897
            135      6.9303665     0.24518485      6.9303665     0.24518485      6.9303665     0.24518485
            140      5.7861671     0.22776066      5.7861671     0.22776066      5.7861671     0.22776066
            145      4.9422174     0.14318692      4.9422174     0.14318692      4.9422174     0.14318692
            150      4.4560714     0.15712207      4.4560714     0.15712207      4.4560714     0.15712207
            155      4.3993938     0.27697016      4.3993938     0.27697016      4.3993938     0.27697016
            160      3.9495614     0.26421235      3.9495614     0.26421235      3.9495614     0.26421235
            165      3.1709968     0.12601124      3.1709968     0.12601124      3.1709968     0.12601124
            170      3.0243912     0.20357608      3.0243912     0.20357608      3.0243912     0.20357608
            175      2.9120102     0.21323115      2.9120102     0.21323115      2.9120102     0.21323115
            180      2.4496028     0.13605564      2.4496028     0.13605564      2.4496028     0.13605564
            185      2.1885135     0.11856646      2.1885135     0.11856646      2.1885135     0.11856646
            190      2.2275942     0.18798247      2.2275942     0.18798247      2.2275942     0.18798247
            195      1.8049737       0.127183      1.8049737       0.127183      1.8049737       0.127183
            200      1.5485396    0.088262264      1.5485396    0.088262264      1.5485396    0.088262264
            205      1.5161264     0.12833927      1.5161264     0.12833927      1.5161264     0.12833927
            210      1.2389632    0.067781651      1.2389632    0.067781651      1.2389632    0.067781651
            215      1.1813854    0.078091776      1.1813854    0.078091776      1.1813854    0.078091776
            220      1.1268524     0.07224672      1.1268524     0.07224672      1.1268524     0.07224672
            225      1.0602099    0.079910289      1.0602099    0.079910289      1.0602099    0.079910289
            230     0.86855977    0.053639916     0.86855977    0.053639916     0.86855977    0.053639916
            235     0.90030028      0.1120336     0.90030028      0.1120336     0.90030028      0.1120336
            240     0.83623552    0.097021121     0.83623552    0.097021121     0.83623552    0.097021121
            245     0.73730475    0.081290396     0.73730475    0.081290396     0.73730475    0.081290396
            250     0.76238667    0.093665279     0.76238667    0.093665279     0.76238667    0.093665279
            255     0.63079491    0.077097416     0.63079491    0.077097416     0.63079491    0.077097416
            260     0.76150235     0.11731587     0.76150235     0.11731587     0.76150235     0.11731587
            265     0.54981419    0.054135536     0.54981419    0.054135536     0.54981419    0.054135536
            270     0.53143483    0.042545611     0.53143483    0.042545611     0.53143483    0.042545611
            275     0.54344087     0.13502336     0.54344087     0.13502336     0.54344087     0.13502336
            280      0.4810928    0.084823358      0.4810928    0.084823358      0.4810928    0.084823358
            285     0.30468448    0.020409087     0.30468448    0.020409087     0.30468448    0.020409087
            290     0.28106831     0.02246958     0.28106831     0.02246958     0.28106831     0.02246958
            295     0.33905629    0.061857688     0.33905629    0.061857688     0.33905629    0.061857688
            300     0.27952939    0.033411742     0.27952939    0.033411742     0.27952939    0.033411742
            305     0.27188077    0.040661943     0.27188077    0.040661943     0.27188077    0.040661943
            310     0.30943319     0.06738497     0.30943319     0.06738497     0.30943319     0.06738497
            315     0.26861173    0.042877473     0.26861173    0.042877473     0.26861173    0.042877473
            320     0.21674721    0.021733602     0.21674721    0.021733602     0.21674721    0.021733602
            325     0.22557839    0.028358506     0.22557839    0.028358506     0.22557839    0.028358506
            330     0.25752417    0.057761197     0.25752417    0.057761197     0.25752417    0.057761197
            335       0.219046    0.033142242       0.219046    0.033142242       0.219046    0.033142242
            340     0.16502785    0.020610819     0.16502785    0.020610819     0.16502785    0.020610819
            345     0.10182884    0.020089018     0.10182884    0.020089018     0.10182884    0.020089018
            350     0.19971141    0.056790155     0.19971141    0.056790155     0.19971141    0.056790155
            355     0.10529152    0.013624673     0.10529152    0.013624673     0.10529152    0.013624673
            360     0.15316051    0.035365481     0.15316051    0.035365481     0.15316051    0.035365481
            365     0.18793049    0.063107474     0.18793049    0.063107474     0.18793049    0.063107474
            370     0.12261262    0.021412611     0.12261262    0.021412611     0.12261262    0.021412611
            375     0.11849961     0.03719688     0.11849961     0.03719688     0.11849961     0.03719688
            380     0.20288333    0.066752623     0.20288333    0.066752623     0.20288333    0.066752623
            385     0.11125081    0.027842233     0.11125081    0.027842233     0.11125081    0.027842233
            390     0.14167652    0.046897444     0.14167652    0.046897444     0.14167652    0.046897444
            395     0.22939214    0.086329117     0.22939214    0.086329117     0.22939214    0.086329117
            400    0.082185721    0.015467809    0.082185721    0.015467809    0.082185721    0.015467809
            405     0.10978992    0.046445682     0.10978992    0.046445682     0.10978992    0.046445682
            410    0.057580925    0.011282696    0.057580925    0.011282696    0.057580925    0.011282696
            415     0.05562935   0.0090724174     0.05562935   0.0090724174     0.05562935   0.0090724174
            420    0.046490315    0.013698716    0.046490315    0.013698716    0.046490315    0.013698716
            425    0.043188485    0.011054233    0.043188485    0.011054233    0.043188485    0.011054233
            430    0.086384684     0.02904849    0.086384684     0.02904849    0.086384684     0.02904849
            435    0.048417893   0.0098887143    0.048417893   0.0098887143    0.048417893   0.0098887143
            440    0.048434134   0.0083186723    0.048434134   0.0083186723    0.048434134   0.0083186723
            445    0.056302343    0.020086361    0.056302343    0.020086361    0.056302343    0.020086361
            450    0.036949252   0.0073750946    0.036949252   0.0073750946    0.036949252   0.0073750946
            455    0.068167894    0.022312501    0.068167894    0.022312501    0.068167894    0.022312501
            460     0.06819063    0.024966497     0.06819063    0.024966497     0.06819063    0.024966497
            465    0.052264173    0.022220656    0.052264173    0.022220656    0.052264173    0.022220656
            470    0.039334901    0.016100793    0.039334901    0.016100793    0.039334901    0.016100793
            475    0.026129567    0.010068643    0.026129567    0.010068643    0.026129567    0.010068643
            480    0.019217165    0.004447756    0.019217165    0.004447756    0.019217165    0.004447756
            485    0.027689055   0.0061616531    0.027689055   0.0061616531    0.027689055   0.0061616531
            490    0.067396968     0.02463334    0.067396968     0.02463334    0.067396968     0.02463334
            495    0.032767382    0.010079847    0.032767382    0.010079847    0.032767382    0.010079847
            500    0.032767382    0.010079847    0.032767382    0.010079847    0.032767382    0.010079847
