# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5      148.06604      1.3006331      148.06604      1.3006331      148.06604      1.3006331
            0.5      2550.2131      6.6589261      2550.2131      6.6589261      2550.2131      6.6589261
            1.5      14545.766      15.970522      14545.766      15.970522      14545.766      15.970522
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
