#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1145.7837      16.023336      1145.7837      16.023336      1145.7837      16.023336
           -4.9      1310.3333       16.78653      1310.3333       16.78653      1310.3333       16.78653
           -4.8      1502.6714      21.154247      1502.6714      21.154247      1502.6714      21.154247
           -4.7      1613.3717      18.018617      1613.3717      18.018617      1613.3717      18.018617
           -4.6      1868.8599      22.217609      1868.8599      22.217609      1868.8599      22.217609
           -4.5      2042.2268      21.226097      2042.2268      21.226097      2042.2268      21.226097
           -4.4      2308.3301      25.884055      2308.3301      25.884055      2308.3301      25.884055
           -4.3      2450.1799      23.160049      2450.1799      23.160049      2450.1799      23.160049
           -4.2      2678.1896      24.381914      2678.1896      24.381914      2678.1896      24.381914
           -4.1      2922.6995      28.856028      2922.6995      28.856028      2922.6995      28.856028
             -4      3168.5385      29.222998      3168.5385      29.222998      3168.5385      29.222998
           -3.9      3433.2008      27.271843      3433.2008      27.271843      3433.2008      27.271843
           -3.8      3687.3969      30.071244      3687.3969      30.071244      3687.3969      30.071244
           -3.7      3964.6385       31.02547      3964.6385       31.02547      3964.6385       31.02547
           -3.6      4133.4548      30.711703      4133.4548      30.711703      4133.4548      30.711703
           -3.5      4490.3327      34.014799      4490.3327      34.014799      4490.3327      34.014799
           -3.4      4729.3153      33.359807      4729.3153      33.359807      4729.3153      33.359807
           -3.3      5012.9584       37.46185      5012.9584       37.46185      5012.9584       37.46185
           -3.2      5181.9781      33.031906      5181.9781      33.031906      5181.9781      33.031906
           -3.1      5462.1825       38.33978      5462.1825       38.33978      5462.1825       38.33978
             -3      5759.1884      37.695304      5759.1884      37.695304      5759.1884      37.695304
           -2.9       5969.041      38.350203       5969.041      38.350203       5969.041      38.350203
           -2.8      6059.8643      35.964064      6059.8643      35.964064      6059.8643      35.964064
           -2.7      6235.3756       38.63762      6235.3756       38.63762      6235.3756       38.63762
           -2.6      6583.0164      42.272097      6583.0164      42.272097      6583.0164      42.272097
           -2.5      6711.1195       39.98761      6711.1195       39.98761      6711.1195       39.98761
           -2.4      6863.5447      37.239253      6863.5447      37.239253      6863.5447      37.239253
           -2.3      7106.3304      39.626924      7106.3304      39.626924      7106.3304      39.626924
           -2.2      7210.6048      38.596598      7210.6048      38.596598      7210.6048      38.596598
           -2.1      7316.6545      40.502907      7316.6545      40.502907      7316.6545      40.502907
             -2      7527.6778      42.279332      7527.6778      42.279332      7527.6778      42.279332
           -1.9       7681.603      45.247956       7681.603      45.247956       7681.603      45.247956
           -1.8      7793.6119      44.438355      7793.6119      44.438355      7793.6119      44.438355
           -1.7      7845.2049      41.979587      7845.2049      41.979587      7845.2049      41.979587
           -1.6      7900.0115      44.160647      7900.0115      44.160647      7900.0115      44.160647
           -1.5      7958.3441      42.299042      7958.3441      42.299042      7958.3441      42.299042
           -1.4      8049.7527      44.529751      8049.7527      44.529751      8049.7527      44.529751
           -1.3      8067.3867      45.319911      8067.3867      45.319911      8067.3867      45.319911
           -1.2       8112.746      44.600605       8112.746      44.600605       8112.746      44.600605
