#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5       1286.169      16.429642       1286.169      16.429642       1286.169      16.429642
           -4.9      1502.7789      17.278264      1502.7789      17.278264      1502.7789      17.278264
           -4.8       1731.161      18.857646       1731.161      18.857646       1731.161      18.857646
           -4.7      1956.2406       23.68945      1956.2406       23.68945      1956.2406       23.68945
           -4.6      2221.9962       23.97592      2221.9962       23.97592      2221.9962       23.97592
           -4.5       2546.823      25.764444       2546.823      25.764444       2546.823      25.764444
           -4.4      2751.1989      23.242356      2751.1989      23.242356      2751.1989      23.242356
           -4.3      3107.0344      26.594075      3107.0344      26.594075      3107.0344      26.594075
           -4.2      3388.2234      28.113301      3388.2234      28.113301      3388.2234      28.113301
           -4.1      3758.8679      31.623496      3758.8679      31.623496      3758.8679      31.623496
             -4       3984.787      29.646513       3984.787      29.646513       3984.787      29.646513
           -3.9      4252.2045      28.882152      4252.2045      28.882152      4252.2045      28.882152
           -3.8      4493.9148       30.51248      4493.9148       30.51248      4493.9148       30.51248
           -3.7      4791.2874      32.754174      4791.2874      32.754174      4791.2874      32.754174
           -3.6      5101.2674      36.500765      5101.2674      36.500765      5101.2674      36.500765
           -3.5      5329.7939      35.762457      5329.7939      35.762457      5329.7939      35.762457
           -3.4      5512.8238      37.542758      5512.8238      37.542758      5512.8238      37.542758
           -3.3       5719.026      35.794033       5719.026      35.794033       5719.026      35.794033
           -3.2      5843.9137      36.139809      5843.9137      36.139809      5843.9137      36.139809
           -3.1      6046.8159      37.957738      6046.8159      37.957738      6046.8159      37.957738
             -3      6146.7414      38.243486      6146.7414      38.243486      6146.7414      38.243486
           -2.9      6255.1288      35.049547      6255.1288      35.049547      6255.1288      35.049547
           -2.8      6416.4429      37.515751      6416.4429      37.515751      6416.4429      37.515751
           -2.7      6409.0355      33.547733      6409.0355      33.547733      6409.0355      33.547733
           -2.6      6610.4426      40.132038      6610.4426      40.132038      6610.4426      40.132038
           -2.5      6581.4075       34.41351      6581.4075       34.41351      6581.4075       34.41351
           -2.4      6645.5719      37.047904      6645.5719      37.047904      6645.5719      37.047904
           -2.3      6812.9703      39.828389      6812.9703      39.828389      6812.9703      39.828389
           -2.2      6801.8709      36.813407      6801.8709      36.813407      6801.8709      36.813407
           -2.1      6935.4098       37.50669      6935.4098       37.50669      6935.4098       37.50669
             -2        6952.41      39.917416        6952.41      39.917416        6952.41      39.917416
           -1.9      7097.8223      43.372935      7097.8223      43.372935      7097.8223      43.372935
           -1.8      7059.0858      39.622285      7059.0858      39.622285      7059.0858      39.622285
           -1.7      7091.9416       40.61417      7091.9416       40.61417      7091.9416       40.61417
           -1.6      7208.0135      40.774956      7208.0135      40.774956      7208.0135      40.774956
           -1.5      7225.5971      39.661324      7225.5971      39.661324      7225.5971      39.661324
           -1.4      7289.9517      42.266523      7289.9517      42.266523      7289.9517      42.266523
           -1.3      7363.8406      42.944227      7363.8406      42.944227      7363.8406      42.944227
           -1.2      7430.4867      42.797796      7430.4867      42.797796      7430.4867      42.797796
           -1.1      7381.4457       41.58142      7381.4457       41.58142      7381.4457       41.58142
             -1      7403.4174       43.53736      7403.4174       43.53736      7403.4174       43.53736
           -0.9       7452.052      44.303406       7452.052      44.303406       7452.052      44.303406
           -0.8      7517.4379      45.012791      7517.4379      45.012791      7517.4379      45.012791
           -0.7      7542.7696      44.209148      7542.7696      44.209148      7542.7696      44.209148
           -0.6       7534.191      47.451008       7534.191      47.451008       7534.191      47.451008
           -0.5      7536.3299      45.102307      7536.3299      45.102307      7536.3299      45.102307
           -0.4      7553.3549      47.859231      7553.3549      47.859231      7553.3549      47.859231
           -0.3      7612.4042      47.348213      7612.4042      47.348213      7612.4042      47.348213
           -0.2      7641.5587       49.27717      7641.5587       49.27717      7641.5587       49.27717
