#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.1      7621.3407       45.57796      7621.3407       45.57796      7621.3407       45.57796
              0      7527.3664      47.676208      7527.3664      47.676208      7527.3664      47.676208
            0.1      7502.7741       43.10331      7502.7741       43.10331      7502.7741       43.10331
            0.2      7615.8264       45.20327      7615.8264       45.20327      7615.8264       45.20327
            0.3       7500.756      43.298492       7500.756      43.298492       7500.756      43.298492
            0.4      7597.2743      46.048381      7597.2743      46.048381      7597.2743      46.048381
            0.5      7548.2041      45.558735      7548.2041      45.558735      7548.2041      45.558735
            0.6      7540.0751       44.47987      7540.0751       44.47987      7540.0751       44.47987
            0.7      7411.0632        42.8431      7411.0632        42.8431      7411.0632        42.8431
            0.8      7502.6905      45.360005      7502.6905      45.360005      7502.6905      45.360005
            0.9      7413.6691      44.662544      7413.6691      44.662544      7413.6691      44.662544
              1      7383.7785      45.082325      7383.7785      45.082325      7383.7785      45.082325
            1.1      7410.0821      45.388462      7410.0821      45.388462      7410.0821      45.388462
            1.2      7344.4015      45.423821      7344.4015      45.423821      7344.4015      45.423821
            1.3      7275.6123      42.727306      7275.6123      42.727306      7275.6123      42.727306
            1.4      7196.3508      40.565488      7196.3508      40.565488      7196.3508      40.565488
            1.5      7198.9666      42.298685      7198.9666      42.298685      7198.9666      42.298685
            1.6      7149.5354      41.589024      7149.5354      41.589024      7149.5354      41.589024
            1.7      7064.9115      41.876334      7064.9115      41.876334      7064.9115      41.876334
            1.8      7057.3013      38.626993      7057.3013      38.626993      7057.3013      38.626993
            1.9      6965.7627      39.776713      6965.7627      39.776713      6965.7627      39.776713
              2      6929.5044      38.781456      6929.5044      38.781456      6929.5044      38.781456
            2.1      6832.0431      39.675196      6832.0431      39.675196      6832.0431      39.675196
            2.2      6821.5482      40.664409      6821.5482      40.664409      6821.5482      40.664409
            2.3      6702.2516      38.448999      6702.2516      38.448999      6702.2516      38.448999
            2.4      6677.5372      37.821687      6677.5372      37.821687      6677.5372      37.821687
            2.5      6584.8686      38.223493      6584.8686      38.223493      6584.8686      38.223493
            2.6      6502.5805      39.584905      6502.5805      39.584905      6502.5805      39.584905
            2.7      6426.0869      37.535212      6426.0869      37.535212      6426.0869      37.535212
            2.8      6225.0892      35.914668      6225.0892      35.914668      6225.0892      35.914668
            2.9      6089.1603      35.838998      6089.1603      35.838998      6089.1603      35.838998
              3      5984.3574      37.812789      5984.3574      37.812789      5984.3574      37.812789
            3.1      5843.4271      37.321682      5843.4271      37.321682      5843.4271      37.321682
            3.2      5733.8272      38.660749      5733.8272      38.660749      5733.8272      38.660749
            3.3      5501.0218      38.558806      5501.0218      38.558806      5501.0218      38.558806
            3.4      5213.4529      32.134667      5213.4529      32.134667      5213.4529      32.134667
            3.5      5070.4606      31.873421      5070.4606      31.873421      5070.4606      31.873421
            3.6      4813.8146      31.940463      4813.8146      31.940463      4813.8146      31.940463
            3.7      4530.6762      34.076113      4530.6762      34.076113      4530.6762      34.076113
            3.8      4251.2209      30.782484      4251.2209      30.782484      4251.2209      30.782484
            3.9      3989.5645       31.86185      3989.5645       31.86185      3989.5645       31.86185
              4      3681.8615      28.107153      3681.8615      28.107153      3681.8615      28.107153
            4.1      3369.8206      26.667468      3369.8206      26.667468      3369.8206      26.667468
            4.2      3076.4809      25.584873      3076.4809      25.584873      3076.4809      25.584873
            4.3      2816.4653      24.633658      2816.4653      24.633658      2816.4653      24.633658
            4.4      2523.3131      24.876989      2523.3131      24.876989      2523.3131      24.876989
            4.5      2239.9956      22.437929      2239.9956      22.437929      2239.9956      22.437929
            4.6      1942.0004      19.075696      1942.0004      19.075696      1942.0004      19.075696
            4.7      1700.9414      18.608267      1700.9414      18.608267      1700.9414      18.608267
            4.8      1463.3804      14.867174      1463.3804      14.867174      1463.3804      14.867174
            4.9      1287.0333      17.021793      1287.0333      17.021793      1287.0333      17.021793
              5      1287.0333      17.021793      1287.0333      17.021793      1287.0333      17.021793
