#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      7.5359587     0.88434655      7.5359587     0.88434655      7.5359587     0.88434655
           -4.9      23.332905      2.1068913      23.332905      2.1068913      23.332905      2.1068913
           -4.8      56.840499      2.9822457      56.840499      2.9822457      56.840499      2.9822457
           -4.7      131.85156      5.5702911      131.85156      5.5702911      131.85156      5.5702911
           -4.6      252.39746      10.261978      252.39746      10.261978      252.39746      10.261978
           -4.5      405.42723      8.6707937      405.42723      8.6707937      405.42723      8.6707937
           -4.4      649.36496      11.473255      649.36496      11.473255      649.36496      11.473255
           -4.3        983.509      15.073691        983.509      15.073691        983.509      15.073691
           -4.2      1383.1327      14.640967      1383.1327      14.640967      1383.1327      14.640967
           -4.1      1851.8438      21.470856      1851.8438      21.470856      1851.8438      21.470856
             -4      2286.2291      20.240734      2286.2291      20.240734      2286.2291      20.240734
           -3.9      2860.2576      26.411713      2860.2576      26.411713      2860.2576      26.411713
           -3.8      3362.0245      26.131646      3362.0245      26.131646      3362.0245      26.131646
           -3.7      3838.5503      27.622771      3838.5503      27.622771      3838.5503      27.622771
           -3.6      4383.7517       29.15358      4383.7517       29.15358      4383.7517       29.15358
           -3.5      4833.4764      29.823135      4833.4764      29.823135      4833.4764      29.823135
           -3.4      5291.6474      30.066368      5291.6474      30.066368      5291.6474      30.066368
           -3.3      5751.4501      31.926126      5751.4501      31.926126      5751.4501      31.926126
           -3.2      6093.6931      33.198416      6093.6931      33.198416      6093.6931      33.198416
           -3.1      6401.8101      36.192274      6401.8101      36.192274      6401.8101      36.192274
             -3       6759.403      36.291337       6759.403      36.291337       6759.403      36.291337
           -2.9       7054.069      38.314824       7054.069      38.314824       7054.069      38.314824
           -2.8      7266.1408      38.218832      7266.1408      38.218832      7266.1408      38.218832
           -2.7      7449.6354      36.909989      7449.6354      36.909989      7449.6354      36.909989
           -2.6       7619.807      39.261053       7619.807      39.261053       7619.807      39.261053
           -2.5       7825.976      41.684587       7825.976      41.684587       7825.976      41.684587
           -2.4      7882.0335      40.925435      7882.0335      40.925435      7882.0335      40.925435
           -2.3      7984.4752      42.015856      7984.4752      42.015856      7984.4752      42.015856
           -2.2      8091.5573      44.582871      8091.5573      44.582871      8091.5573      44.582871
           -2.1      8138.5949      44.061226      8138.5949      44.061226      8138.5949      44.061226
             -2      8273.2607      49.633628      8273.2607      49.633628      8273.2607      49.633628
           -1.9      8331.7192       44.10811      8331.7192       44.10811      8331.7192       44.10811
           -1.8      8324.4036       46.68876      8324.4036       46.68876      8324.4036       46.68876
           -1.7       8358.704      44.908123       8358.704      44.908123       8358.704      44.908123
           -1.6      8403.4345      46.560225      8403.4345      46.560225      8403.4345      46.560225
           -1.5      8456.6046      49.014257      8456.6046      49.014257      8456.6046      49.014257
           -1.4      8322.9368      46.374641      8322.9368      46.374641      8322.9368      46.374641
           -1.3      8428.5842      46.803827      8428.5842      46.803827      8428.5842      46.803827
           -1.2      8383.7453      46.079335      8383.7453      46.079335      8383.7453      46.079335
           -1.1      8376.3311      44.342058      8376.3311      44.342058      8376.3311      44.342058
             -1      8435.1314       48.95948      8435.1314       48.95948      8435.1314       48.95948
           -0.9      8417.1323      46.342757      8417.1323      46.342757      8417.1323      46.342757
           -0.8       8546.939      49.570224       8546.939      49.570224       8546.939      49.570224
           -0.7      8500.7784      47.052841      8500.7784      47.052841      8500.7784      47.052841
           -0.6      8555.6265      50.717379      8555.6265      50.717379      8555.6265      50.717379
           -0.5      8433.1183      46.023404      8433.1183      46.023404      8433.1183      46.023404
           -0.4      8502.8525      51.456525      8502.8525      51.456525      8502.8525      51.456525
           -0.3      8406.6492      46.498136      8406.6492      46.498136      8406.6492      46.498136
           -0.2      8461.1189      48.113802      8461.1189      48.113802      8461.1189      48.113802
           -0.1      8422.7206      45.337931      8422.7206      45.337931      8422.7206      45.337931
              0      8474.3277      50.308616      8474.3277      50.308616      8474.3277      50.308616
            0.1       8403.277       47.91677       8403.277       47.91677       8403.277       47.91677
            0.2      8453.9343      49.437665      8453.9343      49.437665      8453.9343      49.437665
            0.3      8446.8404      46.348681      8446.8404      46.348681      8446.8404      46.348681
            0.4      8441.0541      47.385094      8441.0541      47.385094      8441.0541      47.385094
            0.5      8448.5957      48.837538      8448.5957      48.837538      8448.5957      48.837538
            0.6      8412.7583      49.499191      8412.7583      49.499191      8412.7583      49.499191
            0.7      8349.1811      46.575815      8349.1811      46.575815      8349.1811      46.575815
            0.8      8394.2126       46.84427      8394.2126       46.84427      8394.2126       46.84427
            0.9      8386.5386      46.508094      8386.5386      46.508094      8386.5386      46.508094
              1       8470.576      49.386017       8470.576      49.386017       8470.576      49.386017
            1.1      8407.2183      46.457126      8407.2183      46.457126      8407.2183      46.457126
            1.2      8400.1502      45.875805      8400.1502      45.875805      8400.1502      45.875805
            1.3      8462.9719      47.117302      8462.9719      47.117302      8462.9719      47.117302
            1.4      8377.8918       46.88486      8377.8918       46.88486      8377.8918       46.88486
            1.5      8327.6638      45.398884      8327.6638      45.398884      8327.6638      45.398884
            1.6      8356.0064      46.668571      8356.0064      46.668571      8356.0064      46.668571
            1.7      8321.5014      43.114192      8321.5014      43.114192      8321.5014      43.114192
            1.8      8326.6381      47.324201      8326.6381      47.324201      8326.6381      47.324201
            1.9      8188.1391      44.507072      8188.1391      44.507072      8188.1391      44.507072
              2      8169.9093      43.678045      8169.9093      43.678045      8169.9093      43.678045
            2.1      8029.6512      42.676982      8029.6512      42.676982      8029.6512      42.676982
            2.2      7993.0441      43.201121      7993.0441      43.201121      7993.0441      43.201121
            2.3      7942.6117      44.020491      7942.6117      44.020491      7942.6117      44.020491
            2.4      7737.0442       40.57711      7737.0442       40.57711      7737.0442       40.57711
            2.5      7660.0572      40.856007      7660.0572      40.856007      7660.0572      40.856007
            2.6      7449.5624      41.414925      7449.5624      41.414925      7449.5624      41.414925
            2.7      7298.1159      41.451843      7298.1159      41.451843      7298.1159      41.451843
            2.8        7001.97      35.732068        7001.97      35.732068        7001.97      35.732068
            2.9      6823.2023      37.563059      6823.2023      37.563059      6823.2023      37.563059
              3      6509.4361       36.91875      6509.4361       36.91875      6509.4361       36.91875
            3.1      6067.0512       33.15929      6067.0512       33.15929      6067.0512       33.15929
            3.2      5733.2317      33.570583      5733.2317      33.570583      5733.2317      33.570583
            3.3      5299.2659      33.507384      5299.2659      33.507384      5299.2659      33.507384
            3.4      4871.2594      30.556842      4871.2594      30.556842      4871.2594      30.556842
            3.5      4364.9184      27.901617      4364.9184      27.901617      4364.9184      27.901617
            3.6      3892.5277      27.736901      3892.5277      27.736901      3892.5277      27.736901
            3.7      3328.8094      25.439431      3328.8094      25.439431      3328.8094      25.439431
            3.8      2787.0568      22.657673      2787.0568      22.657673      2787.0568      22.657673
            3.9      2286.1565      19.664269      2286.1565      19.664269      2286.1565      19.664269
              4      1815.3681      19.303814      1815.3681      19.303814      1815.3681      19.303814
            4.1      1398.8943      16.607126      1398.8943      16.607126      1398.8943      16.607126
            4.2      963.09201       13.59281      963.09201       13.59281      963.09201       13.59281
            4.3      676.31056      12.165911      676.31056      12.165911      676.31056      12.165911
            4.4      414.76979      12.198037      414.76979      12.198037      414.76979      12.198037
            4.5      241.57335      7.0047786      241.57335      7.0047786      241.57335      7.0047786
            4.6       124.7421      5.8330995       124.7421      5.8330995       124.7421      5.8330995
            4.7      53.249195      2.6934779      53.249195      2.6934779      53.249195      2.6934779
            4.8      23.065382      1.8384428      23.065382      1.8384428      23.065382      1.8384428
            4.9      8.8646634      1.0966094      8.8646634      1.0966094      8.8646634      1.0966094
              5      8.8646634      1.0966094      8.8646634      1.0966094      8.8646634      1.0966094
