# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0     0.33649764    0.050255792     0.33649764    0.050255792     0.33649764    0.050255792
              1      1.0922425     0.10937264      1.0922425     0.10937264      1.0922425     0.10937264
              2      1.8234471     0.12319646      1.8234471     0.12319646      1.8234471     0.12319646
              3      2.9235536     0.23405071      2.9235536     0.23405071      2.9235536     0.23405071
              4      3.6757256      0.2076415      3.6757256      0.2076415      3.6757256      0.2076415
              5      4.1927743     0.18941834      4.1927743     0.18941834      4.1927743     0.18941834
              6      5.5299768     0.27988876      5.5299768     0.27988876      5.5299768     0.27988876
              7      6.5000479     0.26951396      6.5000479     0.26951396      6.5000479     0.26951396
              8      9.1864522     0.89480121      9.1864522     0.89480121      9.1864522     0.89480121
              9      8.8489523     0.37919401      8.8489523     0.37919401      8.8489523     0.37919401
             10      10.139572     0.35159513      10.139572     0.35159513      10.139572     0.35159513
             11      11.950999     0.42518398      11.950999     0.42518398      11.950999     0.42518398
             12      11.410042     0.32065666      11.410042     0.32065666      11.410042     0.32065666
             13      13.687375      0.4617199      13.687375      0.4617199      13.687375      0.4617199
             14      14.690581     0.42153496      14.690581     0.42153496      14.690581     0.42153496
             15      16.075287     0.48699176      16.075287     0.48699176      16.075287     0.48699176
             16      16.765334     0.40371378      16.765334     0.40371378      16.765334     0.40371378
             17      18.153486     0.50706053      18.153486     0.50706053      18.153486     0.50706053
             18      19.460946      0.5077998      19.460946      0.5077998      19.460946      0.5077998
             19      20.988712     0.49856941      20.988712     0.49856941      20.988712     0.49856941
             20      23.159991     0.53561302      23.159991     0.53561302      23.159991     0.53561302
             21      22.556186     0.97830645      22.556186     0.97830645      22.556186     0.97830645
             22       27.84186     0.99178644       27.84186     0.99178644       27.84186     0.99178644
             23      28.440312     0.69107777      28.440312     0.69107777      28.440312     0.69107777
             24      30.086949     0.96406936      30.086949     0.96406936      30.086949     0.96406936
             25      30.062404     0.59269961      30.062404     0.59269961      30.062404     0.59269961
             26      30.420306     0.65551022      30.420306     0.65551022      30.420306     0.65551022
             27       32.63018     0.61085232       32.63018     0.61085232       32.63018     0.61085232
             28      35.423939     0.72893545      35.423939     0.72893545      35.423939     0.72893545
             29      35.164883      0.6251066      35.164883      0.6251066      35.164883      0.6251066
             30      38.146518     0.76310441      38.146518     0.76310441      38.146518     0.76310441
             31      40.397364     0.74361833      40.397364     0.74361833      40.397364     0.74361833
             32      43.603105      1.0245615      43.603105      1.0245615      43.603105      1.0245615
             33      45.439752      1.0489302      45.439752      1.0489302      45.439752      1.0489302
             34      44.507446     0.75860976      44.507446     0.75860976      44.507446     0.75860976
             35      47.764538     0.93064075      47.764538     0.93064075      47.764538     0.93064075
             36      47.038798     0.73318259      47.038798     0.73318259      47.038798     0.73318259
             37      51.678191      0.8993226      51.678191      0.8993226      51.678191      0.8993226
             38      53.401294      1.3735918      53.401294      1.3735918      53.401294      1.3735918
             39      54.697035     0.90431823      54.697035     0.90431823      54.697035     0.90431823
             40      56.921683      1.0389621      56.921683      1.0389621      56.921683      1.0389621
             41      60.509695       1.110144      60.509695       1.110144      60.509695       1.110144
             42      62.155838      1.1248757      62.155838      1.1248757      62.155838      1.1248757
             43      64.994528       1.116228      64.994528       1.116228      64.994528       1.116228
             44      64.473478      1.0042609      64.473478      1.0042609      64.473478      1.0042609
             45      67.892957     0.92614155      67.892957     0.92614155      67.892957     0.92614155
             46      72.352843      1.1118826      72.352843      1.1118826      72.352843      1.1118826
             47      71.719794      1.0295341      71.719794      1.0295341      71.719794      1.0295341
             48      76.024961       1.106599      76.024961       1.106599      76.024961       1.106599
             49      79.742872      1.1267173      79.742872      1.1267173      79.742872      1.1267173
             50      79.742872      1.1267173      79.742872      1.1267173      79.742872      1.1267173
