#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1167.6101      2.3315888      1167.6101      2.3315888      1167.6101      2.3315888
              5       1636.731      2.8693643       1636.731      2.8693643       1636.731      2.8693643
             10      1328.3332      2.4826392      1328.3332      2.4826392      1328.3332      2.4826392
             15      1072.4833       2.109555      1072.4833       2.109555      1072.4833       2.109555
             20      880.76267      1.8690719      880.76267      1.8690719      880.76267      1.8690719
             25      735.29304       1.723449      735.29304       1.723449      735.29304       1.723449
             30      624.79936      1.5981985      624.79936      1.5981985      624.79936      1.5981985
             35      531.03586      1.4046889      531.03586      1.4046889      531.03586      1.4046889
             40      457.22623      1.3528852      457.22623      1.3528852      457.22623      1.3528852
             45      394.11813      1.2227809      394.11813      1.2227809      394.11813      1.2227809
             50      344.07213      1.1491796      344.07213      1.1491796      344.07213      1.1491796
             55      299.68882      1.0910049      299.68882      1.0910049      299.68882      1.0910049
             60      261.23391      1.0586249      261.23391      1.0586249      261.23391      1.0586249
             65      231.31096      1.0473285      231.31096      1.0473285      231.31096      1.0473285
             70      201.85243     0.97454528      201.85243     0.97454528      201.85243     0.97454528
             75      178.92944     0.94532984      178.92944     0.94532984      178.92944     0.94532984
             80      158.59882     0.90568804      158.59882     0.90568804      158.59882     0.90568804
             85      138.68562     0.83556067      138.68562     0.83556067      138.68562     0.83556067
             90      124.42933      0.8812753      124.42933      0.8812753      124.42933      0.8812753
             95      109.03678     0.84427161      109.03678     0.84427161      109.03678     0.84427161
            100      94.091039      0.7511779      94.091039      0.7511779      94.091039      0.7511779
            105      83.777259     0.73223259      83.777259     0.73223259      83.777259     0.73223259
            110      74.845166     0.75707978      74.845166     0.75707978      74.845166     0.75707978
            115      64.872253     0.63057049      64.872253     0.63057049      64.872253     0.63057049
            120      57.321243     0.58365035      57.321243     0.58365035      57.321243     0.58365035
            125      52.106897     0.60445354      52.106897     0.60445354      52.106897     0.60445354
            130       47.18653     0.62857249       47.18653     0.62857249       47.18653     0.62857249
            135      41.508214     0.61362582      41.508214     0.61362582      41.508214     0.61362582
            140      36.325218     0.52608259      36.325218     0.52608259      36.325218     0.52608259
            145      32.825637       0.508838      32.825637       0.508838      32.825637       0.508838
            150      29.021372     0.52686586      29.021372     0.52686586      29.021372     0.52686586
            155      26.363284      0.5001365      26.363284      0.5001365      26.363284      0.5001365
            160      24.097993     0.48150079      24.097993     0.48150079      24.097993     0.48150079
            165      21.413817     0.45227368      21.413817     0.45227368      21.413817     0.45227368
            170      19.040902     0.42894995      19.040902     0.42894995      19.040902     0.42894995
            175      17.624324     0.40733551      17.624324     0.40733551      17.624324     0.40733551
            180      15.614544     0.41862976      15.614544     0.41862976      15.614544     0.41862976
            185      13.948567     0.31903207      13.948567     0.31903207      13.948567     0.31903207
            190      12.838032     0.34542676      12.838032     0.34542676      12.838032     0.34542676
            195      11.970061     0.43829715      11.970061     0.43829715      11.970061     0.43829715
            200      10.896574     0.34995491      10.896574     0.34995491      10.896574     0.34995491
            205      9.6603861     0.29283612      9.6603861     0.29283612      9.6603861     0.29283612
            210      8.8453296     0.27509427      8.8453296     0.27509427      8.8453296     0.27509427
            215      8.4774485     0.32525636      8.4774485     0.32525636      8.4774485     0.32525636
            220      7.6178543     0.28809048      7.6178543     0.28809048      7.6178543     0.28809048
            225      7.1001226     0.28911197      7.1001226     0.28911197      7.1001226     0.28911197
            230      6.6667984     0.35771191      6.6667984     0.35771191      6.6667984     0.35771191
            235      5.9704931     0.30504251      5.9704931     0.30504251      5.9704931     0.30504251
            240      5.2879548     0.22297449      5.2879548     0.22297449      5.2879548     0.22297449
            245      5.0556579     0.22444446      5.0556579     0.22444446      5.0556579     0.22444446
            250      4.5856811     0.19657385      4.5856811     0.19657385      4.5856811     0.19657385
            255      4.9205159      0.2908758      4.9205159      0.2908758      4.9205159      0.2908758
            260      3.8467549     0.20576923      3.8467549     0.20576923      3.8467549     0.20576923
            265      3.4053053     0.14642449      3.4053053     0.14642449      3.4053053     0.14642449
            270       2.986198     0.11692839       2.986198     0.11692839       2.986198     0.11692839
            275      3.0189463     0.13241034      3.0189463     0.13241034      3.0189463     0.13241034
            280      3.0266819     0.20123807      3.0266819     0.20123807      3.0266819     0.20123807
            285      3.0500927     0.29118169      3.0500927     0.29118169      3.0500927     0.29118169
            290      2.3334583     0.13441242      2.3334583     0.13441242      2.3334583     0.13441242
            295       2.119278     0.10335125       2.119278     0.10335125       2.119278     0.10335125
            300      2.2890507     0.14414839      2.2890507     0.14414839      2.2890507     0.14414839
            305      1.8689278     0.11266185      1.8689278     0.11266185      1.8689278     0.11266185
            310      1.6487719    0.083807275      1.6487719    0.083807275      1.6487719    0.083807275
            315      1.9300548     0.17831558      1.9300548     0.17831558      1.9300548     0.17831558
            320      1.8869962     0.17840501      1.8869962     0.17840501      1.8869962     0.17840501
            325      1.7726242     0.22757209      1.7726242     0.22757209      1.7726242     0.22757209
            330      1.8073826     0.18177809      1.8073826     0.18177809      1.8073826     0.18177809
            335      1.4520096      0.1156925      1.4520096      0.1156925      1.4520096      0.1156925
            340      1.2453356     0.12614316      1.2453356     0.12614316      1.2453356     0.12614316
            345      1.1836465    0.081477724      1.1836465    0.081477724      1.1836465    0.081477724
            350      1.2958415     0.20988645      1.2958415     0.20988645      1.2958415     0.20988645
            355      1.1125364     0.12253488      1.1125364     0.12253488      1.1125364     0.12253488
            360       1.123605     0.15430797       1.123605     0.15430797       1.123605     0.15430797
            365     0.91927472     0.13772561     0.91927472     0.13772561     0.91927472     0.13772561
            370      0.7427458     0.07028588      0.7427458     0.07028588      0.7427458     0.07028588
            375     0.93673492      0.1244428     0.93673492      0.1244428     0.93673492      0.1244428
            380      0.7467155    0.098731531      0.7467155    0.098731531      0.7467155    0.098731531
            385       0.714528     0.10721343       0.714528     0.10721343       0.714528     0.10721343
            390     0.89623183     0.13786293     0.89623183     0.13786293     0.89623183     0.13786293
            395      0.7900054     0.16678382      0.7900054     0.16678382      0.7900054     0.16678382
            400     0.74317929     0.11861174     0.74317929     0.11861174     0.74317929     0.11861174
            405     0.57936445    0.060998088     0.57936445    0.060998088     0.57936445    0.060998088
            410     0.51080681    0.052492362     0.51080681    0.052492362     0.51080681    0.052492362
            415     0.46257711     0.10044256     0.46257711     0.10044256     0.46257711     0.10044256
            420     0.69199036     0.15094041     0.69199036     0.15094041     0.69199036     0.15094041
            425     0.54338234    0.088751611     0.54338234    0.088751611     0.54338234    0.088751611
            430     0.46521923     0.06543011     0.46521923     0.06543011     0.46521923     0.06543011
            435     0.60482492     0.15211262     0.60482492     0.15211262     0.60482492     0.15211262
            440     0.29405996    0.028177333     0.29405996    0.028177333     0.29405996    0.028177333
            445     0.42134347    0.096575219     0.42134347    0.096575219     0.42134347    0.096575219
            450     0.29354781    0.044845377     0.29354781    0.044845377     0.29354781    0.044845377
            455     0.50133729    0.098053457     0.50133729    0.098053457     0.50133729    0.098053457
            460     0.31313433    0.056641625     0.31313433    0.056641625     0.31313433    0.056641625
            465     0.35374236    0.091220529     0.35374236    0.091220529     0.35374236    0.091220529
            470     0.37159444     0.12432383     0.37159444     0.12432383     0.37159444     0.12432383
            475     0.28989029    0.051949377     0.28989029    0.051949377     0.28989029    0.051949377
            480     0.19753209    0.035741742     0.19753209    0.035741742     0.19753209    0.035741742
            485     0.24244108    0.055268722     0.24244108    0.055268722     0.24244108    0.055268722
            490     0.33009112    0.079938903     0.33009112    0.079938903     0.33009112    0.079938903
            495     0.18589333    0.028060688     0.18589333    0.028060688     0.18589333    0.028060688
            500     0.24431601    0.042893293     0.24431601    0.042893293     0.24431601    0.042893293
            505     0.26071862    0.068314233     0.26071862    0.068314233     0.26071862    0.068314233
            510      0.1732451     0.04883108      0.1732451     0.04883108      0.1732451     0.04883108
            515     0.30380498     0.13420748     0.30380498     0.13420748     0.30380498     0.13420748
            520     0.21622061    0.047304634     0.21622061    0.047304634     0.21622061    0.047304634
            525     0.16736155    0.033281979     0.16736155    0.033281979     0.16736155    0.033281979
            530     0.15020478     0.04190719     0.15020478     0.04190719     0.15020478     0.04190719
            535     0.27159772     0.12134928     0.27159772     0.12134928     0.27159772     0.12134928
            540     0.14724646    0.046871204     0.14724646    0.046871204     0.14724646    0.046871204
            545     0.13855858    0.036622799     0.13855858    0.036622799     0.13855858    0.036622799
            550    0.078852736    0.012517241    0.078852736    0.012517241    0.078852736    0.012517241
            555    0.086383857    0.016739567    0.086383857    0.016739567    0.086383857    0.016739567
            560     0.21168443    0.083389469     0.21168443    0.083389469     0.21168443    0.083389469
            565    0.078776692    0.010005943    0.078776692    0.010005943    0.078776692    0.010005943
            570    0.084049528    0.012404805    0.084049528    0.012404805    0.084049528    0.012404805
            575     0.10255359    0.031177241     0.10255359    0.031177241     0.10255359    0.031177241
            580     0.12270067    0.052505624     0.12270067    0.052505624     0.12270067    0.052505624
            585     0.11478053    0.026499009     0.11478053    0.026499009     0.11478053    0.026499009
            590    0.053719114   0.0069035475    0.053719114   0.0069035475    0.053719114   0.0069035475
            595    0.067615689     0.02331363    0.067615689     0.02331363    0.067615689     0.02331363
            600    0.073518917    0.013706698    0.073518917    0.013706698    0.073518917    0.013706698
            605    0.039949823    0.007839616    0.039949823    0.007839616    0.039949823    0.007839616
            610    0.044602854    0.006806585    0.044602854    0.006806585    0.044602854    0.006806585
            615    0.094885433    0.040810667    0.094885433    0.040810667    0.094885433    0.040810667
