#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5     0.86698751     0.33660872     0.86698751     0.33660872     0.86698751     0.33660872
           -4.9      3.7178071        1.47883      3.7178071        1.47883      3.7178071        1.47883
           -4.8      7.7730647      1.1625551      7.7730647      1.1625551      7.7730647      1.1625551
           -4.7      29.710736       3.587812      29.710736       3.587812      29.710736       3.587812
           -4.6      61.605529      3.6972956      61.605529      3.6972956      61.605529      3.6972956
           -4.5      132.71528      6.1417586      132.71528      6.1417586      132.71528      6.1417586
           -4.4      237.63385      7.0668749      237.63385      7.0668749      237.63385      7.0668749
           -4.3      416.23806      11.511445      416.23806      11.511445      416.23806      11.511445
           -4.2      649.47573      12.349752      649.47573      12.349752      649.47573      12.349752
           -4.1      986.88194      16.494027      986.88194      16.494027      986.88194      16.494027
             -4      1319.5761      15.354974      1319.5761      15.354974      1319.5761      15.354974
           -3.9      1788.0409      19.181946      1788.0409      19.181946      1788.0409      19.181946
           -3.8      2229.6201      23.591552      2229.6201      23.591552      2229.6201      23.591552
           -3.7      2704.0514      26.703963      2704.0514      26.703963      2704.0514      26.703963
           -3.6      3218.8712      26.514595      3218.8712      26.514595      3218.8712      26.514595
           -3.5      3740.1594      26.353934      3740.1594      26.353934      3740.1594      26.353934
           -3.4      4222.2893      28.869132      4222.2893      28.869132      4222.2893      28.869132
           -3.3      4753.7183      29.641426      4753.7183      29.641426      4753.7183      29.641426
           -3.2       5196.015      31.289728       5196.015      31.289728       5196.015      31.289728
           -3.1      5680.5053      34.068684      5680.5053      34.068684      5680.5053      34.068684
             -3      6059.3302      33.511166      6059.3302      33.511166      6059.3302      33.511166
           -2.9      6446.8986      35.703438      6446.8986      35.703438      6446.8986      35.703438
           -2.8      6779.1811       39.04568      6779.1811       39.04568      6779.1811       39.04568
           -2.7      7175.0158      41.978078      7175.0158      41.978078      7175.0158      41.978078
           -2.6      7341.0137       37.29562      7341.0137       37.29562      7341.0137       37.29562
           -2.5      7723.6285      43.006967      7723.6285      43.006967      7723.6285      43.006967
           -2.4      7900.1544      42.526613      7900.1544      42.526613      7900.1544      42.526613
           -2.3      8127.4703      44.391173      8127.4703      44.391173      8127.4703      44.391173
           -2.2      8306.9098       45.25666      8306.9098       45.25666      8306.9098       45.25666
           -2.1      8460.6649      46.147442      8460.6649      46.147442      8460.6649      46.147442
             -2      8618.3529      47.359564      8618.3529      47.359564      8618.3529      47.359564
           -1.9      8688.9139      46.888749      8688.9139      46.888749      8688.9139      46.888749
           -1.8       8863.489      45.759782       8863.489      45.759782       8863.489      45.759782
           -1.7      8882.8035      44.849378      8882.8035      44.849378      8882.8035      44.849378
           -1.6       9040.252       46.38332       9040.252       46.38332       9040.252       46.38332
           -1.5      9071.9895      47.698646      9071.9895      47.698646      9071.9895      47.698646
           -1.4      9097.8956      46.073876      9097.8956      46.073876      9097.8956      46.073876
           -1.3      9208.1913      48.051159      9208.1913      48.051159      9208.1913      48.051159
           -1.2      9269.5102      47.727836      9269.5102      47.727836      9269.5102      47.727836
           -1.1      9162.2804      48.249592      9162.2804      48.249592      9162.2804      48.249592
             -1      9305.0256      50.913185      9305.0256      50.913185      9305.0256      50.913185
           -0.9       9342.302      47.460394       9342.302      47.460394       9342.302      47.460394
           -0.8      9250.1184      46.414663      9250.1184      46.414663      9250.1184      46.414663
           -0.7      9314.7921      48.736188      9314.7921      48.736188      9314.7921      48.736188
           -0.6      9407.4653      49.611855      9407.4653      49.611855      9407.4653      49.611855
           -0.5      9391.8353      47.484975      9391.8353      47.484975      9391.8353      47.484975
           -0.4      9473.2279      53.566138      9473.2279      53.566138      9473.2279      53.566138
           -0.3      9308.7847      45.814741      9308.7847      45.814741      9308.7847      45.814741
           -0.2      9412.7917       49.07915      9412.7917       49.07915      9412.7917       49.07915
           -0.1      9482.7833      50.051036      9482.7833      50.051036      9482.7833      50.051036
              0       9392.004      47.769272       9392.004      47.769272       9392.004      47.769272
            0.1      9313.0908      45.950745      9313.0908      45.950745      9313.0908      45.950745
            0.2       9377.579      53.144693       9377.579      53.144693       9377.579      53.144693
            0.3      9354.3221      50.169438      9354.3221      50.169438      9354.3221      50.169438
            0.4      9415.9706      51.660445      9415.9706      51.660445      9415.9706      51.660445
            0.5      9342.8034       48.89328      9342.8034       48.89328      9342.8034       48.89328
            0.6        9377.45      51.204445        9377.45      51.204445        9377.45      51.204445
            0.7       9341.738      49.964753       9341.738      49.964753       9341.738      49.964753
            0.8      9265.1473      47.456346      9265.1473      47.456346      9265.1473      47.456346
            0.9      9186.4501      48.332058      9186.4501      48.332058      9186.4501      48.332058
              1       9234.076      47.649521       9234.076      47.649521       9234.076      47.649521
            1.1      9164.2798      46.828034      9164.2798      46.828034      9164.2798      46.828034
            1.2      9176.6328      49.489903      9176.6328      49.489903      9176.6328      49.489903
            1.3      9094.4478      46.475261      9094.4478      46.475261      9094.4478      46.475261
            1.4      9039.2159      47.707665      9039.2159      47.707665      9039.2159      47.707665
            1.5       8992.651      47.277491       8992.651      47.277491       8992.651      47.277491
            1.6      8963.5881      49.264276      8963.5881      49.264276      8963.5881      49.264276
            1.7      8706.1378      43.929486      8706.1378      43.929486      8706.1378      43.929486
            1.8      8676.9051      46.398112      8676.9051      46.398112      8676.9051      46.398112
            1.9      8587.3584      46.613518      8587.3584      46.613518      8587.3584      46.613518
