# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      4.1164882     0.35041781      4.1164882     0.35041781      4.1164882     0.35041781
              1      12.615324     0.41507574      12.615324     0.41507574      12.615324     0.41507574
              2      23.038863     0.83232664      23.038863     0.83232664      23.038863     0.83232664
              3      32.984947     0.75781373      32.984947     0.75781373      32.984947     0.75781373
              4      46.036565     0.95560426      46.036565     0.95560426      46.036565     0.95560426
              5      59.939426      1.2735295      59.939426      1.2735295      59.939426      1.2735295
              6       70.74551      1.0416121       70.74551      1.0416121       70.74551      1.0416121
              7      87.571687      1.3394212      87.571687      1.3394212      87.571687      1.3394212
              8      108.07679      1.7951271      108.07679      1.7951271      108.07679      1.7951271
              9      122.75718       1.524333      122.75718       1.524333      122.75718       1.524333
             10      143.08633      1.5715352      143.08633      1.5715352      143.08633      1.5715352
             11      163.40296      1.7848633      163.40296      1.7848633      163.40296      1.7848633
             12      183.75607       1.814197      183.75607       1.814197      183.75607       1.814197
             13       208.4611       1.877815       208.4611       1.877815       208.4611       1.877815
             14      236.87082      2.4153622      236.87082      2.4153622      236.87082      2.4153622
             15      263.59057      2.1418445      263.59057      2.1418445      263.59057      2.1418445
             16      293.51824      2.2657066      293.51824      2.2657066      293.51824      2.2657066
             17      324.85807      2.2894217      324.85807      2.2894217      324.85807      2.2894217
             18      356.82344      2.4875983      356.82344      2.4875983      356.82344      2.4875983
             19      387.82264      2.8587983      387.82264      2.8587983      387.82264      2.8587983
             20      446.62475      3.0416201      446.62475      3.0416201      446.62475      3.0416201
             21      474.38958      3.0363257      474.38958      3.0363257      474.38958      3.0363257
             22      513.72744      3.3151145      513.72744      3.3151145      513.72744      3.3151145
             23      537.88325      3.3080841      537.88325      3.3080841      537.88325      3.3080841
             24       552.7699      3.3260462       552.7699      3.3260462       552.7699      3.3260462
             25       563.9815      3.1989155       563.9815      3.1989155       563.9815      3.1989155
             26      569.50153      3.1804413      569.50153      3.1804413      569.50153      3.1804413
             27      575.46744      3.3742679      575.46744      3.3742679      575.46744      3.3742679
             28      582.23244      3.6625455      582.23244      3.6625455      582.23244      3.6625455
             29      579.97581      3.5220444      579.97581      3.5220444      579.97581      3.5220444
             30      574.02268      3.4231637      574.02268      3.4231637      574.02268      3.4231637
             31       573.3046      3.2880225       573.3046      3.2880225       573.3046      3.2880225
             32      563.61772      3.2512286      563.61772      3.2512286      563.61772      3.2512286
             33      556.84979      3.6575678      556.84979      3.6575678      556.84979      3.6575678
             34      545.40034      3.4228428      545.40034      3.4228428      545.40034      3.4228428
             35      536.72711      3.2243895      536.72711      3.2243895      536.72711      3.2243895
             36      519.20348      2.9635066      519.20348      2.9635066      519.20348      2.9635066
             37      508.75874      3.1815538      508.75874      3.1815538      508.75874      3.1815538
             38      498.45208      3.1590809      498.45208      3.1590809      498.45208      3.1590809
             39      488.46114      3.0949974      488.46114      3.0949974      488.46114      3.0949974
             40      473.95974      3.2091949      473.95974      3.2091949      473.95974      3.2091949
             41      463.02317      3.1051829      463.02317      3.1051829      463.02317      3.1051829
             42      446.99455      2.9053655      446.99455      2.9053655      446.99455      2.9053655
             43      432.02189      2.9580701      432.02189      2.9580701      432.02189      2.9580701
             44      419.07483      2.9335155      419.07483      2.9335155      419.07483      2.9335155
             45      409.55485      2.8766045      409.55485      2.8766045      409.55485      2.8766045
             46      399.14865      2.9416142      399.14865      2.9416142      399.14865      2.9416142
             47      385.82006      2.7191424      385.82006      2.7191424      385.82006      2.7191424
             48      372.78426      2.5868718      372.78426      2.5868718      372.78426      2.5868718
             49      363.14984      2.5137561      363.14984      2.5137561      363.14984      2.5137561
             50      363.14984      2.5137561      363.14984      2.5137561      363.14984      2.5137561
