#    pt_bb-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      196.84605      2.7090686      196.84605      2.7090686      196.84605      2.7090686
              1      576.62149      4.2992961      576.62149      4.2992961      576.62149      4.2992961
              2      924.60798      4.8686641      924.60798      4.8686641      924.60798      4.8686641
              3      1222.8863      5.4357467      1222.8863      5.4357467      1222.8863      5.4357467
              4       1463.192      5.9040028       1463.192      5.9040028       1463.192      5.9040028
              5      1667.7398      6.2536197      1667.7398      6.2536197      1667.7398      6.2536197
              6      1783.3823      6.1710438      1783.3823      6.1710438      1783.3823      6.1710438
              7      1866.3255      6.4175335      1866.3255      6.4175335      1866.3255      6.4175335
              8      1916.6177      6.6613385      1916.6177      6.6613385      1916.6177      6.6613385
              9       1925.996      6.3272939       1925.996      6.3272939       1925.996      6.3272939
             10      1914.9886      6.2881377      1914.9886      6.2881377      1914.9886      6.2881377
             11      1882.9105      6.4104348      1882.9105      6.4104348      1882.9105      6.4104348
             12       1831.189       6.115414       1831.189       6.115414       1831.189       6.115414
             13      1787.6127      6.6900858      1787.6127      6.6900858      1787.6127      6.6900858
             14      1700.4317      5.6901285      1700.4317      5.6901285      1700.4317      5.6901285
             15      1641.3613       5.864102      1641.3613       5.864102      1641.3613       5.864102
             16      1569.5178      5.8095069      1569.5178      5.8095069      1569.5178      5.8095069
             17      1504.2508      5.7254334      1504.2508      5.7254334      1504.2508      5.7254334
             18      1426.4889      5.5510271      1426.4889      5.5510271      1426.4889      5.5510271
             19       1357.579      5.5488499       1357.579      5.5488499       1357.579      5.5488499
             20      1295.2755      5.5751731      1295.2755      5.5751731      1295.2755      5.5751731
             21       1226.229      5.3310542       1226.229      5.3310542       1226.229      5.3310542
             22      1177.5484      5.7249145      1177.5484      5.7249145      1177.5484      5.7249145
             23       1113.558      5.0484163       1113.558      5.0484163       1113.558      5.0484163
             24      1061.2117       5.164441      1061.2117       5.164441      1061.2117       5.164441
             25      994.02651      4.8347434      994.02651      4.8347434      994.02651      4.8347434
             26      937.82308      4.5451945      937.82308      4.5451945      937.82308      4.5451945
             27       891.9521      4.2271746       891.9521      4.2271746       891.9521      4.2271746
             28      849.64217      4.3479936      849.64217      4.3479936      849.64217      4.3479936
             29      797.78488      4.1861842      797.78488      4.1861842      797.78488      4.1861842
             30      763.60692      4.0736829      763.60692      4.0736829      763.60692      4.0736829
             31      715.73676      3.7679423      715.73676      3.7679423      715.73676      3.7679423
             32      686.38324      3.9962648      686.38324      3.9962648      686.38324      3.9962648
             33       657.5904      4.1605667       657.5904      4.1605667       657.5904      4.1605667
             34      618.17735      3.9720015      618.17735      3.9720015      618.17735      3.9720015
             35      587.39793      3.7130022      587.39793      3.7130022      587.39793      3.7130022
             36      565.43783      3.4533826      565.43783      3.4533826      565.43783      3.4533826
             37      528.71418      3.6233636      528.71418      3.6233636      528.71418      3.6233636
             38      506.31036      3.2238552      506.31036      3.2238552      506.31036      3.2238552
             39      477.60661      3.3621465      477.60661      3.3621465      477.60661      3.3621465
             40      466.52446      3.7314423      466.52446      3.7314423      466.52446      3.7314423
             41       440.0961      3.2757189       440.0961      3.2757189       440.0961      3.2757189
             42       414.4381      3.1438298       414.4381      3.1438298       414.4381      3.1438298
             43      406.45085      3.0668291      406.45085      3.0668291      406.45085      3.0668291
             44      385.48638      3.2752103      385.48638      3.2752103      385.48638      3.2752103
             45      368.71497      3.1335549      368.71497      3.1335549      368.71497      3.1335549
             46      351.14344      3.1880132      351.14344      3.1880132      351.14344      3.1880132
             47      328.24075      2.9540596      328.24075      2.9540596      328.24075      2.9540596
             48      317.65227      2.8607701      317.65227      2.8607701      317.65227      2.8607701
             49      305.32652       2.695325      305.32652       2.695325      305.32652       2.695325
             50      305.32652       2.695325      305.32652       2.695325      305.32652       2.695325
