#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1014.7667      7.5964552      1014.7667      7.5964552      1014.7667      7.5964552
              1      1014.7667      7.5964552      1014.7667      7.5964552      1014.7667      7.5964552
