#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.6      7951.4985      40.542663      7951.4985      40.542663      7951.4985      40.542663
            0.7      8131.1407      45.674819      8131.1407      45.674819      8131.1407      45.674819
            0.8      8089.0407      44.100465      8089.0407      44.100465      8089.0407      44.100465
            0.9      8119.3142      45.677877      8119.3142      45.677877      8119.3142      45.677877
              1      8072.0332      44.191221      8072.0332      44.191221      8072.0332      44.191221
            1.1      8026.2155      43.647061      8026.2155      43.647061      8026.2155      43.647061
            1.2      8086.5681      45.075825      8086.5681      45.075825      8086.5681      45.075825
            1.3      7992.0391      43.388387      7992.0391      43.388387      7992.0391      43.388387
            1.4      7997.9179      45.670018      7997.9179      45.670018      7997.9179      45.670018
            1.5      7933.6832      41.925767      7933.6832      41.925767      7933.6832      41.925767
            1.6      7805.5239      43.890339      7805.5239      43.890339      7805.5239      43.890339
            1.7      7722.3529      42.730718      7722.3529      42.730718      7722.3529      42.730718
            1.8      7611.0666      41.086449      7611.0666      41.086449      7611.0666      41.086449
            1.9      7545.7455      42.579872      7545.7455      42.579872      7545.7455      42.579872
              2      7412.0886      42.520428      7412.0886      42.520428      7412.0886      42.520428
            2.1      7228.5162      42.616635      7228.5162      42.616635      7228.5162      42.616635
            2.2      7090.7698      41.369925      7090.7698      41.369925      7090.7698      41.369925
            2.3       6934.877       41.81566       6934.877       41.81566       6934.877       41.81566
            2.4      6759.9229      39.625569      6759.9229      39.625569      6759.9229      39.625569
            2.5      6530.9043      37.961448      6530.9043      37.961448      6530.9043      37.961448
            2.6      6372.2648       40.09119      6372.2648       40.09119      6372.2648       40.09119
            2.7      6101.5135      36.164197      6101.5135      36.164197      6101.5135      36.164197
            2.8      5940.2222        37.3669      5940.2222        37.3669      5940.2222        37.3669
            2.9      5680.6318      35.355015      5680.6318      35.355015      5680.6318      35.355015
              3      5467.4163      37.119779      5467.4163      37.119779      5467.4163      37.119779
            3.1      5246.6192      37.007774      5246.6192      37.007774      5246.6192      37.007774
            3.2      4996.1717      35.917666      4996.1717      35.917666      4996.1717      35.917666
            3.3      4738.1549      33.143741      4738.1549      33.143741      4738.1549      33.143741
            3.4      4450.2319      34.486431      4450.2319      34.486431      4450.2319      34.486431
            3.5      4178.6973      32.390483      4178.6973      32.390483      4178.6973      32.390483
            3.6      3960.1226      30.757868      3960.1226      30.757868      3960.1226      30.757868
            3.7      3679.3126      32.016993      3679.3126      32.016993      3679.3126      32.016993
            3.8      3447.6571      30.457996      3447.6571      30.457996      3447.6571      30.457996
            3.9      3225.6844      29.639137      3225.6844      29.639137      3225.6844      29.639137
              4      3011.3303      29.407601      3011.3303      29.407601      3011.3303      29.407601
            4.1      2706.3033      24.730479      2706.3033      24.730479      2706.3033      24.730479
            4.2      2469.0137      24.941892      2469.0137      24.941892      2469.0137      24.941892
            4.3      2252.8315      24.093948      2252.8315      24.093948      2252.8315      24.093948
            4.4       2044.147      25.370319       2044.147      25.370319       2044.147      25.370319
            4.5      1829.6632      18.878474      1829.6632      18.878474      1829.6632      18.878474
            4.6      1659.9537      22.424534      1659.9537      22.424534      1659.9537      22.424534
            4.7      1462.2722      20.222134      1462.2722      20.222134      1462.2722      20.222134
            4.8      1278.6111      18.310645      1278.6111      18.310645      1278.6111      18.310645
            4.9      1156.5737      17.443675      1156.5737      17.443675      1156.5737      17.443675
              5      1156.5737      17.443675      1156.5737      17.443675      1156.5737      17.443675
