#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1158.5264      19.018673      1158.5264      19.018673      1158.5264      19.018673
           -4.9      1310.2897      18.586117      1310.2897      18.586117      1310.2897      18.586117
           -4.8      1448.7288      17.125814      1448.7288      17.125814      1448.7288      17.125814
           -4.7      1634.2934      21.730565      1634.2934      21.730565      1634.2934      21.730565
           -4.6      1831.4185        21.5695      1831.4185        21.5695      1831.4185        21.5695
           -4.5      2034.7472      21.875493      2034.7472      21.875493      2034.7472      21.875493
           -4.4      2235.0287      23.975549      2235.0287      23.975549      2235.0287      23.975549
           -4.3      2460.2142       24.29426      2460.2142       24.29426      2460.2142       24.29426
           -4.2      2687.2084      26.997664      2687.2084      26.997664      2687.2084      26.997664
           -4.1      2888.6737      28.281334      2888.6737      28.281334      2888.6737      28.281334
             -4      3194.9409      27.388975      3194.9409      27.388975      3194.9409      27.388975
           -3.9      3500.4436      27.749527      3500.4436      27.749527      3500.4436      27.749527
           -3.8      3744.5399      31.393784      3744.5399      31.393784      3744.5399      31.393784
           -3.7      3988.7894      32.096751      3988.7894      32.096751      3988.7894      32.096751
           -3.6      4205.5067      32.031076      4205.5067      32.031076      4205.5067      32.031076
           -3.5       4500.016      35.702955       4500.016      35.702955       4500.016      35.702955
           -3.4       4750.908        33.6995       4750.908        33.6995       4750.908        33.6995
           -3.3      4964.1266      35.502296      4964.1266      35.502296      4964.1266      35.502296
           -3.2      5219.0577      35.029358      5219.0577      35.029358      5219.0577      35.029358
           -3.1      5518.2618      38.004698      5518.2618      38.004698      5518.2618      38.004698
             -3      5710.0615      37.287885      5710.0615      37.287885      5710.0615      37.287885
           -2.9      5902.5717      37.124171      5902.5717      37.124171      5902.5717      37.124171
           -2.8      6085.9712      35.749608      6085.9712      35.749608      6085.9712      35.749608
           -2.7      6369.2489      36.869004      6369.2489      36.869004      6369.2489      36.869004
           -2.6       6627.001      41.721693       6627.001      41.721693       6627.001      41.721693
           -2.5      6734.1658      40.300425      6734.1658      40.300425      6734.1658      40.300425
           -2.4      6935.7641      37.546972      6935.7641      37.546972      6935.7641      37.546972
           -2.3      7108.1409       41.59295      7108.1409       41.59295      7108.1409       41.59295
           -2.2      7252.2203      39.863389      7252.2203      39.863389      7252.2203      39.863389
           -2.1      7362.4236      39.424508      7362.4236      39.424508      7362.4236      39.424508
             -2      7450.6661      38.071991      7450.6661      38.071991      7450.6661      38.071991
           -1.9      7624.8147       41.93976      7624.8147       41.93976      7624.8147       41.93976
           -1.8      7722.1004      44.738758      7722.1004      44.738758      7722.1004      44.738758
           -1.7      7903.5363      44.062781      7903.5363      44.062781      7903.5363      44.062781
           -1.6       7917.255      41.093768       7917.255      41.093768       7917.255      41.093768
           -1.5      7927.4717      44.486508      7927.4717      44.486508      7927.4717      44.486508
           -1.4      8024.1475      43.258529      8024.1475      43.258529      8024.1475      43.258529
           -1.3      8102.7223      43.131298      8102.7223      43.131298      8102.7223      43.131298
           -1.2      8122.2571      45.273491      8122.2571      45.273491      8122.2571      45.273491
           -1.1      8091.2593       44.02736      8091.2593       44.02736      8091.2593       44.02736
             -1      8050.7514      43.802077      8050.7514      43.802077      8050.7514      43.802077
           -0.9      8097.4059      43.919696      8097.4059      43.919696      8097.4059      43.919696
           -0.8      8121.2246      45.261091      8121.2246      45.261091      8121.2246      45.261091
           -0.7      8021.3982      41.906358      8021.3982      41.906358      8021.3982      41.906358
           -0.6       7899.859      41.903565       7899.859      41.903565       7899.859      41.903565
           -0.5      7948.3363      45.215979      7948.3363      45.215979      7948.3363      45.215979
           -0.4      7911.6352      42.645561      7911.6352      42.645561      7911.6352      42.645561
           -0.3      7938.6912      43.365272      7938.6912      43.365272      7938.6912      43.365272
           -0.2      7916.2226       41.77377      7916.2226       41.77377      7916.2226       41.77377
           -0.1      7913.7869      42.538148      7913.7869      42.538148      7913.7869      42.538148
              0      7853.3615      43.929598      7853.3615      43.929598      7853.3615      43.929598
            0.1      7841.1613      43.371141      7841.1613      43.371141      7841.1613      43.371141
            0.2      7913.6992      44.841569      7913.6992      44.841569      7913.6992      44.841569
            0.3      8051.6476      46.208375      8051.6476      46.208375      8051.6476      46.208375
            0.4      7927.3714      39.561014      7927.3714      39.561014      7927.3714      39.561014
            0.5      7967.8204      43.994593      7967.8204      43.994593      7967.8204      43.994593
