# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      57323.258      32.473567      57323.258      32.473567      57323.258      32.473567
              1      57323.258      32.473567      57323.258      32.473567      57323.258      32.473567
