# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      34408.765      26.361828      34408.765      26.361828      34408.765      26.361828
              1      34408.765      26.361828      34408.765      26.361828      34408.765      26.361828
