# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4      290.77591        3.09504      290.77591        3.09504      290.77591        3.09504
            1.2      146.01219      2.1392034      146.01219      2.1392034      146.01219      2.1392034
              2      155.66526      3.5206806      155.66526      3.5206806      155.66526      3.5206806
            2.4      195.25193      2.9140944      195.25193      2.9140944      195.25193      2.9140944
              3       144.4411      2.5995466       144.4411      2.5995466       144.4411      2.5995466
            3.4      21.868422      1.1286571      21.868422      1.1286571      21.868422      1.1286571
              4       2.404403      0.2311971       2.404403      0.2311971       2.404403      0.2311971
            4.5     0.48920945     0.11408805     0.48920945     0.11408805     0.48920945     0.11408805
              5     0.48920945     0.11408805     0.48920945     0.11408805     0.48920945     0.11408805
