# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0      2275.2884      10.686366      2275.2884      10.686366      2275.2884      10.686366
            0.4         2206.4       10.76693         2206.4       10.76693         2206.4       10.76693
            0.8      2021.9467      10.217973      2021.9467      10.217973      2021.9467      10.217973
            1.2      1788.5018      10.600876      1788.5018      10.600876      1788.5018      10.600876
            1.6      1477.5393      8.7608781      1477.5393      8.7608781      1477.5393      8.7608781
              2      1177.5558      8.8177383      1177.5558      8.8177383      1177.5558      8.8177383
            2.4      1177.5558      8.8177383      1177.5558      8.8177383      1177.5558      8.8177383
