#    y_j1-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5       10.88907     0.41487881      9.0769756     0.34641047      13.318603     0.50886544
           -4.9      16.726271     0.51590823      14.038222     0.43275835      20.278832     0.63274386
           -4.8      25.742271     0.64060676      21.527269     0.53504009      31.358365     0.78821294
           -4.7      37.846333     0.77522312       31.57562      0.6477871      46.226973     0.95148276
           -4.6      50.722568      0.8980602      42.364781     0.75025227      61.869246      1.1020596
           -4.5      71.770928      1.0677793      59.988749     0.89973572      87.475446      1.3361504
           -4.4      95.508927      1.2375714      79.528719      1.0314216      116.93786      1.5240197
           -4.3      119.43195       1.383788      99.496794       1.153125      146.13509      1.7027212
           -4.2      151.26406      1.5770082      125.90232      1.3103224      185.27695      1.9483251
           -4.1      187.57038      1.7613888      156.05882       1.465617      229.85596      2.1775864
             -4      229.07242      1.9123743      190.42182       1.590821      281.01844      2.3594295
           -3.9      281.47717      2.1941165      233.85274      1.8175055      345.53957      2.7207338
           -3.8      328.89557      2.3037976      273.15764      1.9126825      403.88406      2.8518159
           -3.7      386.00671      2.4906717      320.49508      2.0679726      474.19192      3.0815139
           -3.6      450.45466      2.6883213      373.82554      2.2330644      553.68247      3.3241081
           -3.5      520.50224      2.8867917      432.00923      2.3975479      639.67843      3.5702177
           -3.4      591.10923      3.1452245      490.09004      2.6025163      727.33236      3.9087145
           -3.3      660.05043      3.4723234      546.76217      2.8561245      813.03228      4.3566614
           -3.2      733.04423       3.412008      607.17308      2.8303375      903.04212      4.2310921
           -3.1      808.29422      3.5929773      669.18389      2.9811864      996.29983      4.4644196
             -3      886.67642      3.7743282      733.23512      3.1275702      1094.4088      4.7021199
           -2.9      955.55865      3.9075283      790.12029      3.2365376       1179.557      4.8653725
           -2.8      1041.4285      4.0873129      860.37929      3.3804687      1286.8775      5.0883421
           -2.7      1124.4645      4.2339156      928.36007      3.4994934      1390.5913       5.266848
           -2.6      1195.8696      4.4006589      987.70185      3.6368226      1478.1462      5.4791854
           -2.5      1275.8952      4.5541464      1052.5045      3.7576649       1579.379       5.680891
           -2.4      1346.5236      4.6418279      1111.2866      3.8342278      1665.8603      5.7858078
           -2.3      1414.4412      4.7515428       1167.486      3.9496951      1749.5819       5.979447
           -2.2      1482.9043      4.8651239      1222.2175       4.013712      1837.5013      6.0646328
           -2.1       1552.298      5.0089522      1279.3015      4.1301554      1923.6472      6.2466293
             -2      1617.7118      5.0823699      1333.3145      4.1935694      2004.5241      6.3416647
           -1.9      1668.6406      5.1832527      1374.3474      4.2720761        2069.32      6.4690107
           -1.8      1722.9962        5.26806      1419.2112       4.340381      2136.5265      6.5771789
           -1.7      1783.3249      5.7240324      1468.5037      4.6759726      2212.0484      7.2233471
           -1.6      1825.0558      5.4137259      1502.6955      4.4615465      2264.0928      6.7613716
           -1.5      1882.2767      5.5343754      1549.3882      4.5573222      2335.7866      6.9224246
           -1.4      1923.8765      5.5372318      1583.8961       4.566539      2386.9223      6.9225095
           -1.3      1962.2324      5.5980411      1615.0599      4.6134191      2435.2674      6.9992093
           -1.2      1994.5893      5.6855215      1640.8657      4.6927588      2476.9168       7.139751
           -1.1      2036.3829      5.7215292       1675.891      4.7109765      2527.5388      7.1528963
             -1      2066.7776      5.9382155      1700.3856      4.8741754      2566.2205      7.4509619
           -0.9      2103.1447      5.8087147       1729.962       4.782606      2611.9701      7.2628641
           -0.8      2123.9276      5.8383307      1746.9688      4.8059793      2637.9607      7.2969709
           -0.7      2131.6986      5.8424922      1753.1203      4.8103632      2648.0482      7.3037651
           -0.6       2150.623      5.8853726      1768.5442      4.8435506      2671.7903      7.3643251
           -0.5      2175.3947      5.9031628      1789.4669      4.8673556      2701.6108      7.4048825
           -0.4      2188.9446      6.1787225      1800.0107      5.0596558      2719.4723      7.7694008
           -0.3      2198.4793      5.9287651      1808.3839      4.8837557      2730.2856      7.4183794
           -0.2      2210.0747      6.1411477      1817.2363      5.0332421      2745.9716      7.7113496
           -0.1      2195.4486      6.0179386       1805.386      4.9466157      2727.5341      7.5529829
              0      2210.6857      5.9388177      1818.6727      4.8988772      2745.0632      7.4379601
            0.1      2200.6327      6.0079173      1810.7592       4.941486      2731.8843      7.5261151
            0.2      2193.8561      6.0869122       1804.656      5.0013501      2724.4733      7.6492297
            0.3      2181.2398      6.0570072      1794.0687      4.9732934      2709.1956      7.5918797
            0.4      2159.5523      5.8929831      1776.2759      4.8599846      2682.1381      7.4010004
            0.5      2161.8687      5.9843543      1778.1513      4.9213455      2685.0607        7.48828
            0.6      2137.3504      5.8730906      1758.5408      4.8388668      2653.6865      7.3484511
            0.7      2112.2372      5.8453896      1737.2631      4.8106872      2623.6206      7.3149653
            0.8      2098.7277      5.9650647      1726.1069      4.8983437      2606.8667      7.4721078
            0.9      2050.5065      5.7195875      1687.5738      4.7197019      2544.9824      7.1649688
              1      2033.5253      5.7005963      1672.8229      4.6946462      2525.3409      7.1213487
            1.1      1999.0866       5.677574      1645.0544      4.6728823      2481.5865      7.0968622
            1.2      1961.5775      5.6041283      1614.7752      4.6166141      2433.9908      6.9957422
            1.3      1920.5062      5.5282297      1581.1477       4.558405      2382.6929      6.9013787
            1.4      1888.1183      5.5355883      1554.6702      4.5588461      2342.1904      6.9171167
            1.5      1829.1758      5.4158982      1506.4379      4.4638616      2268.5685      6.7591788
            1.6      1778.1996       5.357405      1464.9041      4.4158852      2204.5263      6.6913221
            1.7      1730.6768      5.3844382      1425.8925      4.4356719      2145.3717      6.7230364
            1.8      1672.1621      5.1655157      1378.1921      4.2638263      2071.9698      6.4426191
            1.9      1615.9624      5.1132473      1331.2454      4.2132677      2003.4919       6.381474
              2      1548.2596      4.9714172      1276.0316      4.1013947      1918.5618      6.1958313
            2.1      1483.0338      4.8657702      1223.1053      4.0183073      1836.2056       6.059061
            2.2      1418.3918       4.778543      1169.8847      3.9455692      1756.0725      5.9570905
            2.3       1347.988      4.6774709       1111.951      3.8594384      1668.6346      5.8291887
            2.4      1279.4163      4.7260766        1055.96      3.8950164      1582.7208      5.9371217
            2.5      1195.2008      4.4195163       986.9161      3.6548806      1477.7612      5.4934777
            2.6      1122.5229      4.2829257      926.86447       3.536269      1387.9652      5.3358641
            2.7      1047.3161      4.0848959      865.16763      3.3792672      1294.3385      5.0747536
            2.8       963.2647      3.9642971      796.07612      3.2747972      1189.8018      4.9393002
            2.9      894.61421      3.8082321      739.87166      3.1513458      1104.0692      4.7260397
              3      809.14483      3.5901874      670.02897      2.9764531      997.10662        4.45096
            3.1      734.76462      3.4218963      608.03691       2.835924      906.18273      4.2417797
            3.2      663.94853      3.2564293      550.03571      2.7074013      817.76911      4.0584858
            3.3      584.50006      3.0510827      484.44592      2.5323597      719.51259      3.7815764
            3.4      519.16864      2.8744089      430.73437      2.3905201      638.30423      3.5572775
            3.5      449.77932      2.6825113      373.17389      2.2269689      553.00051      3.3187723
            3.6      392.06874      2.4945093      325.50824      2.0740922       481.6577      3.0793212
            3.7      333.44832      2.3527338      277.03903      1.9513949      409.30345       2.914925
            3.8      276.34613      2.1055459      229.91052      1.7645663      338.63146      2.6465546
            3.9      232.01335      1.9382388      192.91543      1.6110084      284.53382      2.3941249
              4      191.31552      1.8517864      159.14039      1.5323409      234.52504      2.3007121
            4.1       148.9531      1.5413027      123.96134      1.2832381      182.49009      1.9004171
            4.2       117.9605      1.3705985      98.271085      1.1440291      144.34739      1.6848407
            4.3      92.342212      1.2181976      76.894333      1.0159728      113.05571      1.5025474
            4.4      71.573898      1.0716031      59.636441     0.89533919      87.576675      1.3311655
            4.5      52.257624     0.91141988      43.620925     0.76126177      63.792503      1.1188809
            4.6      35.224985     0.74910556      29.416153     0.62529504      42.975869      0.9208595
            4.7      26.192937     0.64754382      21.822332     0.53865493      32.054388     0.79908817
            4.8      16.863287     0.52023834        14.0487     0.43391829      20.640607      0.6388608
            4.9      10.405291     0.40775981      8.7155982     0.34123818       12.64818     0.49960955
              5      10.405291     0.40775981      8.7155982     0.34123818       12.64818     0.49960955
