#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      83.124366     0.33108476       69.53607     0.27718734      101.14224     0.40534071
              5      252.25344     0.57428517      211.10235     0.48053006      306.75514     0.70457561
             10      434.03587     0.74059452      363.31696     0.62123217      527.65589     0.91045611
             15      625.27544      0.8777443      523.40145     0.73653561      760.15501      1.0791675
             20      818.61675     0.99084344      686.01535     0.83105788       993.7922      1.2132404
             25      992.18047      1.0753895      832.26141     0.90571517      1203.0206      1.3228367
             30      1098.4869      1.1224151      921.97399     0.94330966       1330.946      1.3720358
             35      1055.0509      1.1051895      885.89887     0.93067852      1277.6389      1.3557819
             40      792.63348     0.97452578      665.82415      0.8193625      959.45974      1.1902185
             45       508.7944      0.7962641      427.62357     0.67076928      615.54273     0.97219044
             50       328.7558     0.65511474      276.31709     0.55234504      397.75867     0.80675126
             55      220.44773     0.53414933      185.18886     0.44906331      266.92685     0.65164956
             60      154.40325     0.44933851      129.63095     0.37761873      187.11568      0.5491097
             65      111.37228     0.38232142      93.411326     0.32093544      135.14972     0.46727195
             70      82.312396     0.33285296      69.006406     0.27891221      99.950701     0.40802118
             75      62.009295     0.30602691      51.920306     0.25386666      75.425418     0.37941254
             80      47.297775      0.2498551      39.565958     0.20931851      57.600167     0.30627707
             85      36.798964     0.22550433      30.767326     0.18829765       44.84419     0.27746934
             90      29.466317      0.1980387      24.627611     0.16571113      35.927331     0.24311552
             95      23.108095     0.17487838      19.305437     0.14633824      28.191753     0.21471581
            100      18.957605     0.16026805      15.851711      0.1338959      23.104639     0.19733808
            105      15.595742     0.14466422      13.030665     0.12097468       19.02679     0.17803834
            110      12.882697      0.1322698      10.755971     0.11050961      15.731381       0.163416
            115      10.497694     0.11891264       8.755324    0.099210399      12.834928     0.14657081
            120      8.6492204     0.10757556      7.2069115    0.089680187        10.5873       0.132689
            125        7.46941    0.099413848      6.2225918    0.082912951      9.1513463     0.12283188
            130        6.19391    0.091017939      5.1761811    0.076116492      7.5605543     0.11235591
            135       5.326739     0.08477805      4.4390212     0.07076693      6.5264659     0.10481949
            140      4.4949899    0.077224022      3.7546056    0.065227738      5.4944154    0.096202113
            145       3.906638     0.07266726      3.2385395    0.060385849      4.8151122    0.090475328
            150      3.3148693    0.066523939      2.7529204    0.055503823      4.0781174    0.082689277
            155      2.7196738    0.060491983      2.2623357    0.050410633      3.3394337     0.07528155
            160      2.4186698    0.056648305      1.9959847    0.046872976      2.9962736    0.070712393
            165      2.2303006    0.055163071      1.8511554     0.04598289      2.7454354    0.069165687
            170      1.9506054    0.052010031      1.6127352    0.043110936      2.4111353    0.065087714
            175       1.723312    0.047793522      1.4281746     0.03975632        2.12541    0.059426435
            180      1.5088586    0.044809436      1.2411795     0.03698728      1.8764498    0.056209742
            185      1.3258789      0.0422206      1.0955688    0.034944617      1.6398268    0.052698102
            190      1.0903686    0.038275489      0.9010511    0.031656894      1.3488271    0.047852411
            195      1.0744937    0.038209494     0.88962953    0.031669208       1.326677    0.047786779
            200      0.8575088    0.033877374     0.70864393    0.028046133      1.0603895    0.042351344
            205      0.9036934    0.035107775      0.7432901     0.02894998      1.1238325    0.044016219
            210     0.78630677    0.032463853     0.65016223    0.026892777     0.97169018    0.040611391
            215     0.70221503    0.031368568     0.58200267    0.025951371     0.86544487    0.039204662
            220     0.61176953    0.028671317     0.50178729    0.023513471     0.76284827    0.036225262
            225     0.54117127    0.026881432      0.4471509    0.022241762      0.6695719    0.033686147
            230     0.49354263    0.025554077      0.4051877    0.021068555     0.61498457    0.032077334
            235      0.4153416    0.023635013      0.3399181    0.019330875      0.5193979    0.029929921
            240     0.41061817    0.024112937      0.3376588    0.019726961     0.51087133    0.030618112
            245     0.35568863    0.021890721      0.2922641    0.017981383      0.4426644    0.027528479
            250      0.2924185    0.019890661     0.24022177    0.016329659      0.3639979    0.025092148
            255     0.29782397    0.019991562     0.24912263    0.016739287     0.36328893    0.024683919
            260     0.26568387    0.018967787      0.2162289    0.015435249     0.33441553    0.024144388
            265     0.23547273    0.017794408     0.19917177    0.015134895     0.28318019    0.024061317
            270     0.20359907    0.016543485      0.1652107    0.013447859     0.25696843    0.021085996
            275     0.22370693    0.017357299     0.18203793    0.014074145     0.28153597    0.022194629
            280     0.19356507    0.016533491     0.15744617     0.01335895     0.24357423    0.021237968
            285      0.1806197    0.015436349      0.1493409    0.012811454     0.22305647    0.019173745
            290       0.157832    0.014645328     0.13006217     0.01204225     0.19555687    0.018498014
            295     0.16835413    0.014879544     0.13665667    0.012143396      0.2127319    0.018932387
            300     0.12800133    0.013425492     0.10226893    0.010744861     0.16435697    0.017376061
            305     0.12889613    0.013151943     0.10321983    0.010565723     0.16505017    0.016945217
            310      0.0995141    0.011671812    0.081354433   0.0095604965     0.12450573    0.014736492
            315       0.098645    0.011389913    0.079027466   0.0091655656     0.12638553    0.014672796
            320    0.097594533    0.011498959    0.079989967   0.0094184858     0.12197497    0.014584143
            325    0.097329733     0.01161548    0.082436833   0.0097971976     0.11685909    0.014393815
            330      0.0888594    0.011516288    0.073052467   0.0094283897     0.11035087    0.014504834
            335    0.077411933    0.010534649      0.0624286   0.0085085394    0.098295933    0.013525752
            340      0.0621368   0.0093026345    0.049770167   0.0074664637    0.079511433    0.011998661
            345      0.0754592    0.010006026    0.062292833   0.0083071254      0.0933474    0.012494031
            350    0.088122867    0.010924848      0.0720518   0.0089319593      0.1103257    0.013842462
            355      0.0670786   0.0093923211    0.054454434   0.0077293131    0.084635527    0.012060608
            360      0.0434038   0.0075552311    0.035907067   0.0062829694       0.053643   0.0094057484
            365    0.066294933   0.0096449758      0.0536651   0.0078199228    0.084076866     0.01238701
            370       0.039458    0.007203604      0.0327432   0.0060152297    0.048381767   0.0089117786
            375      0.0315664   0.0064431422    0.025527633   0.0052454939      0.0400262   0.0082375799
            380    0.034196933    0.006959389    0.029180233   0.0057654326    0.040515933   0.0087456676
            385      0.0355122   0.0068339843      0.0294673   0.0056962912      0.0435691   0.0084391454
            390    0.038366634      0.0074061    0.030305767    0.005870892    0.049863267   0.0096699501
            395    0.023873233   0.0059292227      0.0201277   0.0048915397      0.0286758    0.007382541
            400    0.034196933   0.0067062093    0.028531667   0.0056216121    0.041767133   0.0082463799
            405      0.0276206   0.0060270077    0.022506433   0.0049588363    0.034804533   0.0076887019
            410    0.026305333   0.0058817572      0.0219451   0.0050282617    0.032143443   0.0074342375
            415    0.021044267   0.0052607707      0.0167647   0.0042115479    0.027154333   0.0068311684
            420      0.0157832   0.0049210312      0.0128198   0.0038637638      0.0198299   0.0064948066
            425      0.0229199   0.0055851014    0.018557233   0.0045340723    0.028995133   0.0071105137
            430    0.028935867   0.0064431422    0.023770133   0.0052402963    0.036061867   0.0082654413
            435    0.013152667   0.0041590304    0.010874667   0.0034551813    0.016244267   0.0051699678
            440       0.019729   0.0054227122    0.015799133   0.0042716134      0.0252568   0.0071233103
            445   0.0092068667   0.0039456027      0.0082026   0.0033087892    0.010315833   0.0049007251
            450      0.0157832   0.0045559896    0.012833033    0.003718129    0.019871667   0.0057646892
            455      0.0078916   0.0032215175   0.0064776667   0.0026665871   0.0098343333   0.0040655094
            460      0.0276206   0.0060270077    0.023122033   0.0050794414       0.033538   0.0073917674
            465    0.014467933   0.0047420243    0.013203467    0.004284996     0.01584096   0.0058283804
            470   0.0052610667   0.0026304018   0.0049034667   0.0024665035   0.0055306667   0.0028023686
            475      0.0157832   0.0049210312    0.012589133    0.003896463      0.0203263   0.0064829744
            480    0.014467933   0.0043619883    0.011841133   0.0035925133      0.0181066   0.0055089587
            485    0.014467933   0.0043620279    0.011697033   0.0035419137      0.0183255   0.0055569636
            490   0.0092068667   0.0034796945   0.0069083668   0.0026201242    0.012650467   0.0048001697
            495   0.0092068667   0.0034796945   0.0071672001   0.0027241546    0.012121567   0.0046120526
            500   0.0092068667   0.0034796945   0.0071672001   0.0027241546    0.012121567   0.0046120526
