#       pt_lep2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      155.91849     0.22358467      130.73428     0.18728338      189.16782     0.27377829
              5      441.07319     0.36774994      369.91188     0.30839074      534.97058     0.45019581
             10      699.15233     0.45483802      586.10557     0.38155861       848.4683     0.55766508
             15      948.61955     0.51993741        795.185     0.43644887      1151.3493     0.63811456
             20      1187.7815      0.5696672      996.31515      0.4783547      1440.4264      0.6974211
             25       1380.372     0.60621965      1158.6725     0.50942159      1672.4457     0.74228106
             30      1432.3958     0.61327138      1202.4864     0.51590264      1735.1852     0.75129572
             35      1085.2748     0.54851176      910.71087     0.46089743      1315.3797     0.67161626
             40      283.60316     0.29922987      237.58975      0.2505979      344.53903     0.36704697
             45      99.446495       0.177488      83.131397     0.14873273      121.16789      0.2184353
             50      52.935839     0.13040985      44.190302     0.10896332      64.614318     0.16059851
             55      32.371086     0.10215099      26.991976    0.085230936      39.571011     0.12595217
             60      21.173857    0.082604502      17.652749     0.06888682      25.888644     0.10180173
             65        14.4753    0.068457529       12.05775    0.057049437      17.718301    0.084477749
             70       10.43197    0.059062022      8.6788013    0.049112375      12.806022    0.073276807
             75      7.5472613    0.049418977      6.2646378    0.041083484      9.2889636    0.061417992
             80      5.6036365    0.043233955      4.6404134    0.035847493      6.9145868    0.054042385
             85      4.3009303    0.037251825      3.5546786    0.030915029      5.3191775    0.046616964
             90      3.2965196    0.032477948      2.7159249    0.026837858      4.0911394      0.0406298
             95        2.59531    0.029218879      2.1370271    0.024085413      3.2235367    0.036716992
            100      2.0426014    0.026670177      1.6802084     0.02192737      2.5392394    0.033559054
            105      1.6695946     0.02313286       1.368921    0.019007847      2.0832786    0.029104312
            110      1.3910955    0.022097763      1.1410135    0.018072296      1.7347824    0.027953449
            115      1.0890181    0.018666128      0.8927816    0.015350841      1.3589265     0.02349067
            120     0.91756975    0.018526564      0.7500869    0.015076348      1.1487936     0.02353304
            125     0.75590475    0.015547255     0.61739079    0.012740111     0.94710549    0.019636812
            130     0.62228206      0.0143824     0.50989436    0.011803979     0.77696134    0.018213723
            135     0.53696317    0.013182652     0.44029894    0.010817129     0.66975441    0.016833252
            140     0.43331191     0.01205802     0.35254278   0.0098078121     0.54537139    0.015338602
            145     0.36713607     0.01094519     0.30136144    0.008995443     0.45743797    0.013769443
            150     0.29443436   0.0097059471     0.24006821   0.0079283885     0.36971781    0.012321894
            155     0.27829393   0.0094401833     0.22648297   0.0077078882     0.35011204    0.011969199
            160     0.23483516    0.010509469     0.19170308   0.0084170541     0.29449496    0.013539984
            165     0.20671958   0.0088243224     0.16796875   0.0071061109     0.26056055    0.011365682
            170     0.18247278   0.0085418664     0.14966311   0.0069028384     0.22746748    0.010924771
            175      0.1554417   0.0070785769     0.12716494   0.0057861611     0.19440013    0.008970082
            180     0.12485407   0.0062986812     0.10164431   0.0051423702     0.15696778   0.0079847752
            185     0.11586058   0.0061077521    0.094378695   0.0049891128     0.14561176   0.0077474484
            190     0.10962708   0.0059693139    0.090022641   0.0049144925     0.13653504   0.0075222798
            195    0.088472285      0.0055515     0.07228064   0.0045267736     0.11080106   0.0070514593
            200    0.084597519   0.0053257017    0.068992125   0.0043267413     0.10613565    0.006784842
            205    0.070835206   0.0048762289    0.057464906   0.0039553416    0.089381921   0.0062140136
            210    0.056842257   0.0042600102    0.046533101    0.003499763    0.071027099   0.0053664361
            215     0.05911579     0.00757098    0.047887395   0.0059779439    0.074632845   0.0098243319
            220    0.055918471    0.004202943    0.045231101   0.0034164155    0.070789708    0.005355226
            225    0.043318055   0.0037546168    0.035459768   0.0030691876    0.054098607   0.0047571992
            230    0.036000096   0.0034301806    0.029549957   0.0027925188    0.044914158   0.0043994717
            235    0.039157999   0.0035163106    0.032096143   0.0028955424    0.048814814   0.0044116166
            240    0.033473774     0.00328161    0.027780456   0.0027240077    0.041166339   0.0041068016
            245    0.028985074   0.0031130398    0.023994198   0.0025691965    0.035705082   0.0038940302
            250    0.026842177   0.0029112939    0.021922921    0.002388315    0.033603353   0.0036670379
            255    0.021183737   0.0026639354    0.017205162    0.002148082    0.026752133   0.0034235291
            260    0.024000064   0.0027528585     0.01925082   0.0022180424    0.030686339      0.0035405
            265    0.022736903   0.0027163878    0.018497743   0.0022057807    0.028635998   0.0034709985
            270    0.018947419    0.002445979    0.015234446    0.001975015    0.024137807   0.0031330524
            275    0.016105306   0.0022988732    0.013274054    0.001896328    0.019982705   0.0028869126
            280    0.017638928   0.0025095461    0.014690348   0.0020738933    0.021571701   0.0031361145
            285    0.010373157   0.0019571909   0.0086778231   0.0015683309    0.012652357   0.0025525162
            290    0.014526355   0.0021877501    0.012440576   0.0019046508    0.017208579   0.0027502217
            295    0.013578984    0.002070672    0.011114814   0.0017023178    0.016963601   0.0026028188
            300    0.013393701   0.0020706081    0.010933213   0.0016974818    0.016768275   0.0026120885
            305   0.0097894998   0.0017581582   0.0080555261   0.0014524759     0.01213531   0.0021918376
            310   0.0080963185   0.0016311807   0.0066388795   0.0013399926     0.01008525   0.0020512104
            315   0.0088497079   0.0016723705   0.0072762625   0.0013796092    0.010964434    0.002081878
            320   0.0078947579   0.0015788726   0.0064226491   0.0012920637   0.0099360945   0.0020027325
            325   0.0099057543   0.0019806982   0.0081023369   0.0016054351    0.012343105   0.0025106332
            330   0.0050526451   0.0012630981   0.0040555102   0.0010178959   0.0064490676   0.0016205558
            335   0.0047368547   0.0012229895   0.0038271149  0.00099253255   0.0059913005   0.0015562743
            340   0.0078947579     0.00157886   0.0064139495   0.0012900753   0.0099557102   0.0020063357
            345    0.005057351   0.0012642827   0.0040732774   0.0010234956   0.0064397759   0.0016219952
            350   0.0066315966   0.0014470538   0.0052939976   0.0011626765   0.0085513165   0.0018816477
            355   0.0082105482   0.0016101343   0.0066988556   0.0013205153    0.010310724   0.0020373113
            360   0.0041052741   0.0011385412   0.0034680592  0.00096666687   0.0049390396    0.001380596
            365   0.0039171188   0.0012543868   0.0032629212   0.0010286908   0.0047748619   0.0015799489
            370   0.0025263225  0.00089314523   0.0022255862  0.00078890616   0.0028639856   0.0010173578
            375   0.0050526451   0.0012630981   0.0041777751   0.0010503319   0.0062290756   0.0015720955
            380   0.0012631613  0.00077348646   0.0010560064  0.00060464615   0.0015313245   0.0010165396
            385   0.0012631613  0.00089314523   0.0010692197   0.0012598632   0.0013355182  0.00071397298
            390   0.0025263225  0.00089314523   0.0020861624  0.00073966166   0.0031107163   0.0011040934
            395   0.0031579032  0.00099856673    0.002532621  0.00080427463    0.004037527   0.0012839869
            400   0.0028421128  0.00094732358   0.0022747579  0.00076182656   0.0036410804     0.00122123
            405   0.0015789516  0.00070609331   0.0013057303  0.00058493483   0.0019405523  0.00087004086
            410   0.0018947419  0.00077348646   0.0014628972  0.00059870711    0.002519984   0.0010321787
            415   0.0022105322  0.00083546087   0.0018141497  0.00068855015   0.0027547179    0.001047671
            420   0.0031579032  0.00099856673   0.0025335174  0.00080581639   0.0040402081   0.0012880872
            425   0.0025263225  0.00089314523   0.0019790636  0.00070292695   0.0033232413   0.0011822194
            430   0.0012631613  0.00063154905  0.00097629452  0.00048930688   0.0016785434  0.00084169507
            435   0.0012631613  0.00063154905    0.001052405  0.00052851478   0.0015520528  0.00078114783
            440   0.0022105322  0.00083546087   0.0017905002  0.00067903993    0.002790012   0.0010598675
            445   0.0018947419  0.00077348646   0.0016391357  0.00067047372   0.0022007923   0.0009011527
            450   0.0022105322  0.00083546087   0.0019608643  0.00074995008    0.002497407   0.0009652473
            455  0.00094737095  0.00054693752  0.00072167267  0.00041801807   0.0012781272  0.00074057396
            460   0.0012631613  0.00063154905   0.0010689876  0.00053830846   0.0015059464  0.00076199959
            465   0.0012631613  0.00063154905   0.0010937415  0.00054686452   0.0014618087  0.00073092821
            470  0.00063158063  0.00044657262   0.0005479712  0.00038748373  0.00073018007  0.00051634075
            475  0.00031579032  0.00054693752  0.00027442175  0.00042106295  0.00036254502  0.00072790044
            480   0.0015789516  0.00070609331   0.0012895318   0.0005790613    0.001969988  0.00088611303
            485  0.00063158063  0.00044657262  0.00052861945  0.00037455449  0.00076272109  0.00054098353
            490  0.00094737095  0.00054693752  0.00068599441   0.0003976229   0.0013568227  0.00078675273
            495   0.0015789516  0.00070609331    0.001297591  0.00058276395   0.0019559744  0.00088087122
