#   y_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5    0.065763333    0.065760045    0.060298335     0.06029532       0.069825     0.06982151
           -4.4        0.19729     0.11389974     0.16072334    0.092994005     0.24842167      0.1439004
           -4.3      1.1179767     0.27113561     0.91912168     0.22313913      1.3912233     0.33794328
           -4.2        2.36748     0.39455808      1.9533733     0.32618155        2.93333     0.49038336
           -4.1       4.476595     0.54285889      3.7389717      0.4539017        5.46059     0.66354464
             -4      9.5437133     0.79255143      7.9625667      0.6624541       11.66387     0.97146059
           -3.9       17.36152      1.0684516      14.554335     0.89740901      21.080897      1.3015143
           -3.8      28.423733      1.3674951      23.916485      1.1526452      34.356757      1.6581316
           -3.7       43.45014       1.694303      36.319038      1.4188636      52.968212      2.0747009
           -3.6       58.97217      1.9745419      49.165568       1.647253        72.1204       2.426062
           -3.5      84.236395      2.3608796      70.208247      1.9685233      103.08038      2.9072222
           -3.4       112.6462      2.7238139      94.003087       2.277005      137.61112      3.3437636
           -3.3      147.03681      3.2124819      122.59159       2.669112      179.82986       3.972342
           -3.2       176.4417      3.4110813      147.05949      2.8463027      215.88208      4.1938788
           -3.1      221.64801      3.8308918      184.81711      3.2346173      271.03762      4.8766374
             -3      258.68821       4.181008      215.20178      3.4769239      317.20601      5.1906896
           -2.9      304.28588      4.4836673      252.34864      3.7214415        374.563      5.5531819
           -2.8      354.86028      4.8552711      293.97944      4.0230561      437.37439      6.0245825
           -2.7      402.99816      5.1752795      333.30387      4.2853737      497.69498      6.4361093
           -2.6      436.85306       5.488527      360.28207      4.5225391      541.31603      6.8559213
           -2.5      491.47849      5.9678892       405.2931      4.9031532       608.9923       7.473685
           -2.4      546.45085      6.5592121      450.25206       5.361847      677.70498        8.27535
           -2.3       582.2516      6.2052567      480.18543      5.1289711      721.26477      7.7648526
           -2.2      643.11684      6.6209981       528.1967      5.4364734      800.61969      8.3058289
           -2.1      663.45037      6.6555313       545.1639      5.4904741      825.35152      8.3560743
             -2       706.2308      7.0225332      579.39334       5.757902      880.18966      8.8116136
           -1.9      742.21468      7.1456228      607.88845      5.8507467      926.80304      8.9808725
           -1.8       782.6444      7.2213157      641.23266      5.9204219      976.71612      9.0717627
           -1.7      816.65857      7.5723325      668.34191        6.18545      1020.4797        9.54534
           -1.6      840.06255      7.6351092      687.49439      6.2466163      1049.5224      9.6068911
           -1.5      861.35616      7.5377379      704.59996      6.1832975      1076.6939      9.4955568
           -1.4      898.33506      9.5555081      734.07844      7.6602236      1124.2304       12.28534
           -1.3      901.48719      7.8371283      736.28848      6.4047321      1128.7911       9.868402
           -1.2      925.27623      7.8493133       755.5281      6.4172508      1158.8744       9.876008
           -1.1      929.53896      9.3452404      758.54736      7.5196074      1164.9625      11.955485
             -1      950.04166      7.9430084      775.22353      6.4898276      1190.7258      9.9986648
           -0.9        963.937      8.0120632      786.88228      6.5473962      1207.5209      10.089981
           -0.8       975.2998      8.1396497      794.87742       6.632021      1223.9646      10.277595
           -0.7       994.6067      8.1301454      811.79769      6.6447695      1246.0131      10.237495
           -0.6      999.09803      8.1771511      817.18724      6.7905392      1248.4119      10.571858
           -0.5      1000.9631      8.3160872      815.51585      6.7718414      1256.6347      10.505865
           -0.4       986.3318      8.0886736      804.98756      6.6064473      1235.6854      10.189403
           -0.3      1009.1211      8.1760429      823.66365       6.687443       1264.154      10.302856
           -0.2      1023.1978      8.2757097      834.22037      6.7525226      1283.3842       10.44006
           -0.1      1005.1124      8.1939815      818.95181      6.6830153      1261.6512      10.335958
              0      1013.7206      8.1832907      827.59367      6.7141048      1269.5436      10.350056
            0.1       1010.961      8.3100956       823.7064      6.7806529        1269.04      10.503736
            0.2      1015.4162      8.3493593       828.9396      6.8161894      1271.7252       10.55385
            0.3      991.67184      8.2164247      808.11058      6.6957459      1244.6401      10.371153
            0.4      1006.1357      8.1725994      820.50426      6.6756238      1261.7428      10.324569
            0.5      1003.3694      8.1510073      818.04147      6.6560066      1258.6203      10.272443
            0.6      1010.8073      8.6195358      824.58291      7.0710358      1267.1086      10.806991
