# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0      524.30012     0.90737166      446.73393     0.77272937      622.98881      1.0894996
              1      1506.4899       1.516844      1285.0485      1.2964421      1787.5294      1.8227298
              2       1863.828      1.6790823      1589.6728      1.4344908      2212.1228      2.0138452
              3      1857.2028      1.6762379      1583.0292      1.4292262      2206.2592      2.0062748
              4      1744.7657      1.6269979      1486.0555      1.3884101      2074.8886      1.9560299
              5      1585.5335      1.5544271      1348.7635      1.3230264      1888.7007      1.8655095
              6       1452.524      1.4903855      1234.2084      1.2672403      1732.9132      1.7912799
              7      1331.9549      1.4315878      1130.7821       1.219999      1590.8994      1.7339639
              8      1223.1898      1.3723332      1036.9748      1.1653036      1463.7395      1.6575794
              9      1126.8174      1.3207518      954.21524       1.119514      1350.3733       1.596724
             10      1044.7798      1.2710744      883.68597      1.0760646      1254.0132      1.5368944
             11      969.69544      1.2259765      819.38171      1.0382537      1165.3717      1.4883935
             12      905.77929      1.1856652      764.70997      1.0058848       1089.771      1.4482049
             13      848.98365      1.1497214      715.93892      0.9703908      1022.9476      1.3958389
             14      797.81795      1.1152211      672.32067      0.9411184      962.16459      1.3562468
             15      750.23879      1.0821102      631.56063       0.912296      906.00656      1.3184221
             16      707.59837      1.0509911      595.27387     0.88497825      855.21681      1.2797467
             17      669.75845      1.0227571      562.90961     0.86046456      810.45807      1.2461263
             18       632.4232     0.99509221      531.07685     0.83660842      766.11346       1.214765
             19      600.83223     0.96989529      504.18652     0.81470453      728.50273      1.1837432
             20      571.84788     0.95022535      479.43302     0.79708083      694.14246      1.1622615
             21      543.00658     0.92220446      455.12517      0.7742752      659.36403      1.1282557
             22      517.42005     0.90261547      433.36814     0.75656408      628.86434      1.1051597
             23      493.73613     0.88117866      413.33012     0.73856904      600.43189       1.079655
             24        471.287     0.86015044      394.17689     0.72031312      573.79919      1.0541339
             25      451.37525      0.8433291      377.26466     0.70597409      550.02162      1.0361687
             26      429.53934     0.82288354      358.86078     0.68818895      523.68898      1.0103355
             27      411.13515     0.80577022      343.29265     0.67330493      501.60046     0.99064779
             28      394.85194     0.78943633      329.45872     0.65936799      482.16762     0.97081677
             29      377.72567     0.77150956      315.03602     0.64614864      461.49319      0.9535393
             30      361.91533     0.75579398      301.63944     0.63057826      442.56144     0.93070804
             31      347.76877     0.74279353      289.75547     0.61935347      425.43176      0.9154108
             32      333.14961      0.7420486      277.35639     0.61617921      407.94839     0.91883841
             33      320.61267     0.71275274      266.94481     0.59483554       392.5496     0.88129497
             34      308.05037      0.7009648      256.30773     0.58401833      377.48484     0.86681634
             35      295.46839     0.68453909      245.73753     0.57019627       362.2636     0.84675891
             36      283.95511       0.670713      236.06111     0.55822092       348.3252     0.82897861
             37      274.42956     0.66250533       227.9604     0.55050037      336.97132     0.81952018
             38      263.57316     0.65127044      218.89465     0.54087366      323.72632     0.80608087
             39      254.33478     0.63817555      211.19722     0.53019168      312.42991     0.79059818
             40      244.05844     0.62225275      202.52508     0.51694185      300.05446     0.76988143
             41      233.75402     0.61045453      193.88394     0.50673304      287.55368     0.75638432
             42      226.68604     0.60094263      187.97631     0.49941318      278.93782      0.7464768
             43      219.30495     0.58996228      181.74506     0.49059181      270.06107     0.73426918
             44      209.88044     0.57837978      173.93031     0.47987948      258.45547     0.71810775
             45      203.50205     0.56897812       168.5113     0.47170705      250.85507     0.70628956
             46      196.11821     0.56134877      162.39345     0.46515359      241.75468     0.69734691
             47      188.49544     0.54930461      156.02966     0.45663129      232.44998     0.68654803
             48      182.94713     0.54086648      151.37033     0.44780858      225.72903     0.67233782
             49      175.99824     0.52908287      145.58251     0.43818412      217.22413      0.6577254
             50      175.99824     0.52908287      145.58251     0.43818412      217.22413      0.6577254
