# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      6.2629527    0.022363802       5.304994     0.01896483      7.5088903    0.027017709
             50      6.5848073    0.022860522      5.5847877    0.019422727      7.8838729     0.02757592
             70      4.2914314     0.01846385      3.6393329    0.015678111      5.1395044    0.022248718
             90      2.7784823    0.014994982      2.3536849    0.012709087      3.3324545    0.018123871
            110      1.5047527   0.0078842224      1.2670452   0.0066384144      1.8201022   0.0096248018
            150     0.65612579   0.0051954023     0.54720372   0.0043004322     0.80204921   0.0064681714
            200     0.65612579   0.0051954023     0.54720372   0.0043004322     0.80204921   0.0064681714
