# pt_bb-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      584.70408     0.41852539      493.47688     0.35331214      703.42768      0.5085141
              5      1231.7382     0.58010586      1037.4732      0.4887363      1485.7581     0.70774467
             10      1218.8774     0.57550744      1025.1368     0.48486957      1473.1086     0.70415215
             15       996.3356     0.52909742      837.11195      0.4450575      1205.8234     0.64732096
             20      768.85482      0.4703833      645.55855     0.39561361      931.36786     0.57493527
             25      586.96537     0.41720565      492.48838     0.35035213      711.72207     0.51010968
             30      448.40267     0.36735069      375.96852     0.30829891      544.21405     0.44906768
             35      347.48741     0.32746635      291.23081     0.27468925      421.97759     0.40147643
             40        271.662     0.28933424      227.52223      0.2429324      330.20124     0.35514384
             45      215.37471     0.25983529      180.21884     0.21773794      262.08602     0.31911946
             50      172.36219     0.23190927      144.10384     0.19419894      209.97413     0.28469899
             55      139.37064      0.2096205      116.44617     0.17541739      169.91969     0.25784797
             60      113.83236     0.18951132      95.010263     0.15840461      138.96133     0.23320999
             65       93.53389     0.17197735      77.987215     0.14365083      114.32621     0.21193676
             70       77.67387     0.15753526      64.727395      0.1314417      95.005596      0.1943798
             75      64.993602     0.14321201      54.097695      0.1194458      79.608224     0.17672217
             80      54.954657     0.13193595      45.711069     0.11006596      67.365676     0.16328413
             85      46.383275     0.12126642      38.550701     0.10098662      56.912805     0.14996738
             90      39.551721     0.11298231      32.840761     0.09395831      48.586649     0.14008501
             95      33.884118     0.10362053       28.12561    0.086249234      41.640636     0.12851308
            100      29.251319    0.096306493      24.255734    0.080025278       35.98892     0.11950225
            105      25.306788    0.090224078      20.981382    0.074920808      31.142164     0.11207683
            110      21.790373      0.0834832      18.038185    0.069184693      26.862697     0.10369014
            115      19.234199     0.07821202      15.906357    0.064897946      23.744717    0.097384782
            120      16.857945    0.074216037      13.902827     0.06128182      20.873943    0.092748677
            125      14.817318    0.071594191      12.193176    0.058784947      18.390718    0.089932237
            130      13.024963    0.068727858      10.695232    0.056159241      16.204094    0.086720914
            135      11.525444    0.060903135      9.4463099    0.050030049      14.368922    0.076511937
            140      10.099317    0.057009304      8.2672653    0.046811963        12.6084    0.071834025
            145      9.1116264     0.05501942      7.4358212    0.044974838      11.412797    0.069617895
            150      8.1863747    0.051779449      6.6725889    0.042291837      10.268166    0.065535575
            155      7.1611626    0.048541072      5.8295676    0.039589858       8.994846    0.061492703
            160      6.3477813    0.045052627      5.1520865    0.036656484      7.9989435    0.057228969
            165      5.7551888    0.043427614      4.6738589    0.035322681      7.2476234    0.055218531
            170      5.2169431    0.040894327      4.2328405    0.033258572      6.5762959     0.05195719
            175      4.6350006    0.038413766      3.7500825    0.031194691      5.8611174    0.049003196
            180      4.1326352    0.036599961      3.3374231    0.029698075      5.2362683    0.046846012
            185      3.7353394    0.035044229      3.0093615    0.028296953      4.7452073    0.044829757
            190      3.2917956     0.03242028      2.6546512    0.026216493      4.1774529    0.041497657
            195      3.1322937    0.031605474      2.5196383    0.025505293      3.9861267     0.04048801
            200      2.8059798     0.03044485      2.2531225    0.024487522      3.5775976    0.039106174
            205      2.5663035    0.028611423      2.0589929    0.023012636      3.2747271    0.036772443
            210      2.3497852    0.027467672      1.8805901    0.022028744       3.006568    0.035413104
            215      2.0926899    0.025838507      1.6794314    0.020808211       2.669848    0.033217333
            220      1.8941428    0.024998802      1.5107029    0.019990071      2.4326652    0.032290206
            225      1.7283416    0.023476103      1.3800029    0.018807745      2.2168387    0.030324475
            230      1.6199954    0.022809481      1.2922661    0.018246866      2.0804098      0.0294971
            235       1.465366    0.021618689      1.1648512     0.01724041       1.888937    0.028038966
            240      1.3468818    0.020772322       1.072097    0.016591536      1.7337742     0.02691749
            245      1.2127958    0.020102405     0.96473444    0.016031026      1.5623213    0.026085761
            250      1.1108267    0.030658509     0.88134583    0.024337541      1.4347613    0.039585915
            255      1.0469845    0.018247094     0.83284379    0.014582461      1.3492371    0.023698052
            260     0.95211269    0.017432996     0.75462166    0.013842183      1.2313232    0.022710364
            265     0.88371731    0.017091382     0.69692291    0.013496986      1.1487715    0.022368695
            270     0.82585798    0.016238055     0.65133815    0.012835968      1.0738246    0.021290171
            275     0.74343251    0.015431752     0.58687254    0.012221072      0.9657114     0.02017091
