# pt_bb-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      579.67413      0.8451144      489.33702      0.7136228      697.20744      1.0255032
              5      1219.4599      1.1724113      1027.6878       0.989392       1469.999      1.4296291
             10      1201.8993      1.1657421      1011.4865     0.98403234      1451.5191      1.4280611
             15      981.79162      1.0726696       825.5555     0.90566405         1187.1      1.3181245
             20      755.73564     0.95346939      635.16367     0.80198681      914.42637      1.1628896
             25      573.47793     0.83988907       481.6397     0.70601905      694.59142      1.0251432
             30      437.35658     0.73990909      367.16038     0.62191488      530.04815     0.90353112
             35      336.90322     0.65380402      282.66428     0.54933373      408.63145     0.79913043
             40      262.57548     0.58119618      220.22779     0.49049728      318.63119     0.71791493
             45      207.80189     0.51755489      174.14212     0.43458466      252.44285     0.63388344
             50      165.38621     0.46467589      138.48535     0.38962201      201.12495     0.56990731
             55       133.4257     0.41728104      111.66238     0.34984538      162.37194      0.5117218
             60      107.63862     0.37632054      90.013058     0.31525491      131.11731     0.46228639
             65      88.658438     0.34194981      74.064858     0.28627229      108.13606     0.42072226
             70      73.165409     0.31040195      61.088188     0.25966196      89.301972     0.38186831
             75      60.877474     0.28284712      50.822687     0.23649617      74.315112     0.34790266
             80      50.612226     0.25855958      42.217823     0.21627223      61.846767     0.31937502
             85      42.707684     0.23729582      35.586762     0.19829063      52.256329     0.29337055
             90      35.992543     0.21876735      29.961753     0.18230794      44.091267     0.27001677
             95      30.822575     0.20186545      25.634029     0.16815402        37.8015     0.24923809
            100      26.408033     0.18671016      21.953902     0.15553386      32.402721      0.2307085
            105      22.584588     0.17729543      18.785917     0.14761141       27.69162     0.22042533
            110        19.4211     0.16155135      16.112819     0.13403116       23.88642     0.20048841
            115      17.073215      0.1504961      14.164354     0.12495686      20.999668     0.18683555
            120      14.722949     0.14006489        12.2006     0.11613397      18.132973      0.1737833
            125      12.691067     0.12970613        10.5034     0.10750281      15.653898     0.16110218
            130      11.093137     0.12253373      9.1792627     0.10144322      13.684689     0.15262232
            135      9.7858952      0.1140461      8.0810934    0.094478414      12.101019     0.14197882
            140      8.5439255     0.10685995      7.0481643    0.088359387      10.577511     0.13351544
            145      7.4596661    0.099776699      6.1334504    0.082415019      9.2685327     0.12500181
            150      6.6288966    0.093759109      5.4424884    0.077265554      8.2501215     0.11837518
            155      5.6300307    0.093072921       4.617593    0.076100127      7.0139961     0.11728514
            160      5.0811075    0.082063669       4.148534    0.067179546      6.3618771     0.10351597
            165      4.4593106    0.077891259      3.6567607     0.06400472      5.5579504    0.098183586
            170      4.0376698    0.073229752      3.2926083    0.059858949      5.0634308    0.092586469
            175      3.5331654    0.068581305      2.8750831    0.055932358      4.4411848    0.087021958
            180      2.9923297    0.063201491      2.4275592     0.05140206      3.7742174    0.080322945
            185      2.7687358    0.063958719      2.2440338    0.051903178      3.4951743    0.081285692
            190      2.2838092    0.055115934      1.8523924    0.044825844      2.8808992    0.070014777
            195      2.2023564    0.053981395      1.7796279    0.043734729      2.7903088     0.06887084
            200      1.9423775    0.050830601      1.5635262    0.041023144      2.4711323     0.06508107
            205      1.7062358    0.047554989      1.3720405    0.038346889      2.1730674    0.060948471
            210      1.6011553    0.046019414      1.2860496    0.037057692       2.041909    0.059095253
            215      1.3326062    0.041946989      1.0729199    0.033953536      1.6952759    0.054109609
            220      1.1573562    0.039566565     0.91987803    0.031489797      1.4923504    0.051332438
            225      1.0328767    0.037258941     0.82101843    0.029697082      1.3320025    0.048310973
            230     0.94501697    0.035521091     0.74837223    0.028206694      1.2237358     0.04624656
            235      0.8167806     0.03282566      0.6458996    0.026046623       1.059328    0.042761811
            240     0.76160997    0.031703049     0.60033057    0.025077665      0.9913472    0.041450838
            245     0.68247533    0.034742435      0.5393237    0.027539993      0.8857531    0.045180655
            250     0.66724913      0.1050466      0.5230178    0.083237116     0.87276793     0.13523707
            255     0.54583567    0.026791737     0.42936193    0.021160422     0.71234387    0.035112718
            260     0.40745243    0.023200314     0.31934853    0.018252039      0.5334794    0.030489949
            265     0.41167847    0.023267618     0.32400907    0.018389966     0.53702313    0.030485688
            270      0.3966756    0.022875581     0.30908987    0.017888636     0.52272037    0.030251864
            275     0.36038307    0.021849299     0.28426387    0.017299591     0.46922897    0.028607862
            280     0.31368943    0.020342583      0.2459004    0.016006082     0.41102973    0.026759476
            285     0.29330447    0.019639821     0.22814937    0.015340773     0.38754387     0.02605585
            290     0.23411747    0.017546772       0.178967    0.013451474      0.3145723    0.023642825
            295      0.2525312    0.018223579     0.19563763    0.014165891     0.33489523    0.024249521
            300     0.19037417    0.016001814      0.1514482    0.012870339     0.24723327    0.022861963
            305      0.2130732    0.016842482      0.1651876    0.013093938      0.2824897     0.02241455
            310     0.19202893    0.015891513      0.1486204    0.012355005     0.25515523    0.021208225
            315     0.17624573    0.015224426     0.13525057    0.011733109     0.23603167    0.020471155
            320     0.16703887     0.01482141      0.1284287     0.01143438     0.22337987    0.019886829
            325      0.1262656    0.012886244    0.098775566    0.010128859     0.16598593    0.017023804
            330     0.11705873    0.012407539    0.090158534   0.0095865918      0.1562416    0.016612322
            335     0.13284193    0.013217475     0.10197203     0.01018708     0.17801287    0.017782335
            340      0.1262656    0.012886231    0.097807467    0.010021797     0.16756913    0.017169684
            345    0.076285467    0.010016254    0.058451367   0.0077003959     0.10248927    0.013501692
            350     0.10127553    0.011540751    0.078443166   0.0089744901     0.13448177    0.015387967
            355       0.078916    0.010187485    0.061231267    0.007944239      0.1045805    0.013566789
            360      0.0946992    0.011159788    0.073093133   0.0086570698     0.12636383    0.014962707
            365    0.068393867   0.0094840303    0.052863967    0.007359783    0.091058733    0.012676636
            370    0.079726667    0.012593704    0.061445866   0.0097797274     0.10637033    0.016721415
            375       0.060923   0.0092421727    0.047856267    0.007308203    0.079872567    0.012188042
            380      0.0597974    0.011821047    0.046215066   0.0091272831      0.0794816    0.015742948
            385    0.044719067   0.0076688732    0.034195334   0.0058844921      0.0602064    0.010360959
            390    0.038142733   0.0070825248      0.0291809    0.005444073    0.051343733   0.0095782329
            395    0.049980133   0.0081074002    0.038818434   0.0063303231    0.066330667    0.010816978
            400    0.036827467    0.006959389      0.0281023   0.0053282031    0.049662433   0.0094159937
            405    0.040773267   0.0073226815    0.030892067   0.0055658878      0.0554489   0.0099895526
            410    0.022359533   0.0054227122    0.016733633   0.0040677807    0.030731067    0.007469948
            415    0.028935867   0.0064431154      0.0226563   0.0050633538    0.038133733   0.0085622907
            420    0.030251133   0.0063074819    0.023225033    0.004865163    0.040597367   0.0085030797
            425      0.0236748   0.0055799249      0.0186544    0.004427814       0.030957   0.0073521163
            430      0.0157832   0.0045559896    0.011835733   0.0034233963      0.0216517   0.0062616814
            435    0.021044267   0.0052608036      0.0157899    0.003957037      0.0288873   0.0072381515
            440      0.0157832   0.0045559896      0.0127613   0.0036967865      0.0200162   0.0058032676
            445    0.028771533   0.0083973472    0.022293567   0.0065984313    0.038233867    0.011021383
            450    0.035627133   0.0082875095    0.026919833   0.0063702072    0.048549167    0.011121869
            455      0.0157832   0.0045559896    0.012362233   0.0035879974      0.0207813   0.0060363933
            460    0.022359533   0.0054227122    0.017896833   0.0043652192    0.028752533   0.0070201502
            465      0.0118374   0.0039456027      0.0088945   0.0029742703    0.016231033   0.0054272697
            470    0.018413733   0.0049210312      0.0149135   0.0040076346      0.0233515   0.0062838229
            475       0.019729   0.0050937512      0.0156685   0.0040660274      0.0255749   0.0066428903
            480    0.013152667   0.0041590304      0.0107932   0.0034239973    0.016418067   0.0052142809
            485    0.017098467   0.0047420243    0.013982467   0.0039183641    0.021490133    0.006036883
            490      0.0078916   0.0032215175   0.0060599999   0.0024838978    0.010609833   0.0043496776
            495   0.0092068667   0.0034796945   0.0069897332   0.0026519821      0.0125139   0.0047472947
            500      0.0118374   0.0039456027   0.0096773667   0.0032666614    0.014935333   0.0050586839
            505    0.010522133   0.0037199499   0.0079456666   0.0028205283    0.014389633   0.0051078821
            510   0.0092068667   0.0034796945   0.0072133668   0.0027379924      0.0121294   0.0046053938
            515    0.017098467   0.0047419878    0.013069433   0.0036406374    0.023083033   0.0064314503
            520   0.0013152667   0.0013152009   0.0011447333   0.0011446761   0.0015268667   0.0015267903
            525   0.0052610667   0.0026304018   0.0041220666   0.0020723703   0.0069209001   0.0034809396
            530    0.013152667   0.0041590304    0.010545033   0.0033549145      0.0169084   0.0053856371
            535   0.0092068667   0.0034796945   0.0066115333   0.0024989198    0.013183733   0.0049829994
            540      0.0039458   0.0022779948      0.0028278    0.001632823   0.0056648333   0.0032710594
            545   0.0065763333   0.0029408786   0.0049338667   0.0022129207   0.0090389333   0.0040537766
            550      0.0039458   0.0022779948   0.0031104333   0.0017995984   0.0051455667   0.0029784317
            555   0.0026305333    0.001859975      0.0019046   0.0013466922   0.0037247667    0.002633702
            560      0.0039458   0.0022779948   0.0031944001   0.0018513005   0.0050180334    0.002912026
            565      0.0039458   0.0022779948      0.0032157    0.001863872   0.0049860333   0.0028938629
            570      0.0039458   0.0022779948   0.0030307666   0.0017543873   0.0052834334   0.0030586403
            575   0.0065763333   0.0029408198      0.0048335     0.00216407   0.0092177667   0.0041271192
            580   0.0026305333    0.001859975   0.0023021999   0.0016279328   0.0030250333   0.0021411402
            585              0              0              0              0              0              0
            590              0              0              0              0              0              0
            595   0.0052610667   0.0026304018      0.0037338   0.0018669542      0.0076366   0.0038184367
            600   0.0026305333    0.001859975   0.0018880001   0.0013349511   0.0037738667   0.0026683935
            605      0.0039458   0.0022779948   0.0030316667   0.0017597496   0.0053158334   0.0030861617
            610   0.0013152667   0.0013152009   0.0009316667   0.0009316201   0.0019153333   0.0019152375
            615   0.0026305333    0.001859975   0.0018807334   0.0013298742   0.0037878333   0.0026784244
