#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            775   0.0092068667   0.0034796945   0.0065481333   0.0024766035      0.0133587   0.0050530881
            780   0.0092068667   0.0034796945   0.0065308334   0.0024685005    0.013366633    0.005052359
            785    0.014467933   0.0043620279    0.011154767   0.0033865431      0.0193148   0.0058707666
            790      0.0039458   0.0022779948   0.0028233333   0.0016299857      0.0056751    0.003276401
            795      0.0078916   0.0032215711   0.0058503334   0.0024023412    0.010983933   0.0045078883
            800   0.0065763333   0.0029408198   0.0051488666   0.0023107945   0.0086452999   0.0038830951
            805   0.0065763333   0.0029408786   0.0052584334   0.0023616974      0.0084484   0.0037991872
            810      0.0078916   0.0032215711   0.0058444667   0.0023973548    0.010992033   0.0045088403
            815   0.0052610667   0.0026304018   0.0042424334    0.002121593      0.0066748   0.0033381867
            820   0.0026305333    0.001859975   0.0018604333   0.0013155417   0.0038199667   0.0027012186
            825      0.0039458   0.0022779948   0.0027886667   0.0016102193   0.0057507667   0.0033208207
            830   0.0026305333    0.001859975   0.0018726667   0.0013241237   0.0038058333   0.0026910273
            835      0.0039458   0.0022779948      0.0027833   0.0016068818   0.0057560667     0.00332315
            840      0.0078916   0.0032215711      0.0058255   0.0023913389    0.011068733   0.0045407696
            845      0.0039458   0.0022779948   0.0030334667   0.0017623385   0.0053031334   0.0030821732
            850   0.0013152667   0.0013152009   0.0012011333   0.0012010733   0.0014298334   0.0014297618
            855   0.0052610667   0.0026304018      0.0036403   0.0018212653   0.0078704667   0.0039389799
            860   0.0092068667   0.0034796945   0.0068015666   0.0025758104      0.0128541   0.0048677792
            865   0.0013152667   0.0013152009   0.0011378333   0.0011377764   0.0015303333   0.0015302568
            870   0.0026305333    0.001859975      0.0018811   0.0013301305      0.0037832   0.0026751564
            875   0.0026305333    0.001859975   0.0020397666    0.001447185      0.0034984   0.0024833905
            880   0.0013152667   0.0013152009   0.0010487666   0.0010487142   0.0016828667   0.0016827825
            885   0.0013152667   0.0013152009  0.00092516663  0.00092512038   0.0019247667   0.0019246705
            890   0.0026305333    0.001859975   0.0020843666   0.0014801987   0.0034194333   0.0024299476
            895      0.0039458   0.0022779189   0.0031936667   0.0018503109   0.0049651667   0.0028814681
            900      0.0039458   0.0022779948   0.0030076334   0.0017463352   0.0053483667    0.003107589
            905      0.0039458   0.0022779948      0.0029921    0.001735181   0.0053740334   0.0031175546
            910   0.0013152667   0.0013152009  0.00091616668  0.00091612088   0.0019486667   0.0019485692
            915   0.0052610667   0.0026304018   0.0038396668   0.0019267902   0.0074468333   0.0037382421
            920   0.0026305333    0.001859975   0.0018236666   0.0012901495   0.0039259333   0.0027779786
            925              0              0              0              0              0              0
            930   0.0052610667   0.0026304018   0.0041418667   0.0020805832      0.0068852   0.0034614427
            935              0              0              0              0              0              0
            940   0.0026305333    0.001859975      0.0018406   0.0013014774      0.0038758   0.0027405431
            945   0.0052610667   0.0026304018   0.0044335668   0.0022342812   0.0063648667   0.0032188502
            950      0.0039458   0.0022779948   0.0035645332   0.0020591239   0.0043352001   0.0025050145
            955   0.0013152667   0.0013152009  0.00094256668  0.00094251955      0.0018833   0.0018832058
            960   0.0026305333    0.001859975   0.0018740333   0.0013250919      0.0037943   0.0026828687
            965   0.0013152667   0.0013152009  0.00092206668  0.00092202058   0.0019371667   0.0019370698
            970   0.0013152667   0.0013152009  0.00092103335   0.0009209873   0.0019401667   0.0019400697
            975   0.0013152667   0.0013152009  0.00090763333  0.00090758795      0.0019709   0.0019708013
            980   0.0026305333    0.001859975   0.0018531666   0.0013103365   0.0038487667   0.0027214094
            985   0.0013152667   0.0013152009   0.0010859666   0.0010859123   0.0016233667   0.0016232855
            990      0.0039458   0.0022779948   0.0027817667   0.0016059821      0.0057648   0.0033281569
            995   0.0013152667   0.0013152009   0.0011028666   0.0011028115   0.0015971667   0.0015970868
           1000   0.0013152667   0.0013152009   0.0011028666   0.0011028115   0.0015971667   0.0015970868
