#  y_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1              0              0              0              0              0              0
             -4              0              0              0              0              0              0
           -3.9              0              0              0              0              0              0
           -3.8    0.015789516    0.015788726    0.010556222    0.010555694    0.022854741    0.022853599
           -3.7              0              0              0              0              0              0
           -3.6    0.047368547    0.027346876    0.038434574    0.022336947    0.060351739    0.035173775
           -3.5    0.094737095    0.038674323    0.077841537    0.031813807     0.11785034    0.048192918
           -3.4     0.23684274    0.061149474     0.19017607    0.049529482     0.30644538    0.080085681
           -3.3     0.47368547    0.086478415     0.37896599    0.069826766     0.61189436     0.11303023
           -3.2     0.78947579     0.11164271     0.65428411    0.092688741     0.97796159     0.13943097
           -3.1      1.7715178     0.16741218      1.4378756     0.13667956      2.2466326     0.21400749
             -3      2.6210596     0.20464516      2.1412717     0.16771577      3.2985594     0.26046237
           -2.9      3.0726263     0.22079147      2.4912905     0.18010923      3.9034606     0.28276856
           -2.8      5.2263297     0.28724888      4.2998687     0.23808057      6.5196059     0.36185038
           -2.7      7.4567895     0.34479718      6.0439372     0.28012194        9.46305     0.44352533
           -2.6      10.505669     0.40800692      8.5948948      0.3380669      13.189603     0.52029405
           -2.5      12.982218     0.47241866      10.515156     0.38299564      16.473523     0.60557431
           -2.4       15.97046     0.54425116      13.047798     0.44132312      20.071397     0.69719354
           -2.3      20.152978     0.56816162      16.453786     0.46579261      25.345083     0.72029226
           -2.2      23.255917     0.60904979      18.897438     0.49725261      29.396616     0.77569055
           -2.1      26.947262     0.66604725      21.868256     0.54161886      34.100644     0.85103932
             -2      32.312762     0.72327361      26.137593     0.58774143       41.04036     0.92779262
           -1.9      37.970049     0.78696747      30.705308     0.63877574      48.220422      1.0065928
           -1.8      41.137141     0.80757098      33.236945     0.65555163      52.295076      1.0336398
           -1.7      44.320266     0.84478952      35.542894     0.68016567      56.780607      1.0893568
           -1.6      50.351743     0.92598535      40.448727     0.74484695      64.384185      1.1938889
           -1.5      51.631769     0.91653922      41.524445     0.73947438      65.935103       1.178792
           -1.4      56.209439      1.5456806      45.181733      1.2338759      71.823074      1.9870673
           -1.3       61.48113      1.0053745      49.312176     0.80863729      78.747714      1.2977686
           -1.2      63.264854      1.0224056      50.675601     0.82203648      81.136016      1.3187772
           -1.1       68.52011      1.2605225      54.614844      1.0005862      88.328862      1.6391512
             -1      70.170269      1.1119906      56.048206     0.88842646       90.27977      1.4422448
           -0.9      73.003899      1.0971006      58.199488     0.87703723       94.10987      1.4244653
           -0.8      73.514614      1.0834632      58.553968     0.86629716       94.88125      1.4071948
           -0.7      77.600616      1.1147342      61.631017      0.8888313      100.43857      1.4505535
           -0.6      78.349721      1.1437946       62.10872     0.90876089      101.61572      1.4932325
           -0.5      79.319873      1.1461974      62.826503     0.91046134      102.95783      1.4975066
           -0.4      80.184116      1.1786633      63.683667     0.93677092      103.79259      1.5378029
           -0.3      79.898299      1.1393874       63.14891     0.90393326      103.93345      1.4892878
           -0.2      85.497059      1.6734492      67.577998      1.3101685      111.21506      2.1988246
           -0.1      81.437679      1.1497431      64.433191      0.9130108      105.84082      1.5027352
              0      81.712614      1.2320989      64.813244     0.97339668      105.93082      1.6162209
            0.1      78.480094      1.1195431      62.140303     0.89005062      101.91442      1.4619505
            0.2       83.25168      1.2464581      66.051152     0.99057265       107.8544      1.6227653
            0.3      79.001949      1.1426409      62.529969     0.90683326      102.62781      1.4933504
            0.4      78.325505      1.1242234      62.082248     0.89519952      101.61154      1.4700609
            0.5      76.262272      1.1132297      60.495924     0.88651487      98.836019      1.4506446
            0.6      74.648467      1.0929835      59.286805     0.87182553       96.61167      1.4221103
            0.7      75.725928      1.4892742      60.229179      1.1709128      97.858329      1.9507876
            0.8      71.006186        1.06812      56.573869     0.85479458      91.589688      1.3865117
            0.9      68.565109      1.0967691      54.524142     0.87433704      88.615558       1.427969
              1      67.397511      1.0356331      53.756345     0.82943634       86.85653       1.343705
